Name,Platform,Genre,Global_Sales,game_key,Name_meta,Genre_meta,Score_pro,Score_user,Publisher,Developer,N_pro,N_user,day,year,month,release_date,quarter,Franchise_wikipedia,compound,multiplayer,singleplayer
Harry Potter and the Sorcerer's Stone,XB,Action,0.07,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy",5.9,6.9,ea games,Warthog,11,8,9,2003,12,2003-12-09,4.0,Harry Potter,-0.04405454545454545,0.0,1.0
Harry Potter and the Sorcerer's Stone,PC,Action,0.06,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy, General, Fantasy",6.5,7.7,electronic arts,KnowWonder,11,146,16,2001,11,2001-11-16,4.0,Harry Potter,0.31900909090909085,0.0,1.0
Harry Potter and the Sorcerer's Stone,PC,Action,0.06,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy, General, Fantasy",6.5,7.7,electronic arts,KnowWonder,11,146,16,2001,11,2001-11-16,4.0,Harry Potter,0.31900909090909085,0.0,1.0
Harry Potter and the Sorcerer's Stone,PC,Action,0.06,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy, General, Fantasy",6.5,7.7,electronic arts,KnowWonder,11,146,16,2001,11,2001-11-16,4.0,Harry Potter,0.31900909090909085,0.0,1.0
Harry Potter and the Sorcerer's Stone,PC,Action,0.06,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy, General, Fantasy",6.5,7.7,electronic arts,KnowWonder,11,146,16,2001,11,2001-11-16,4.0,Harry Potter,0.31900909090909085,0.0,1.0
Harry Potter and the Sorcerer's Stone,PC,Action,0.06,harry-potter-and-the-sorcerer-s-stone,Harry Potter and the Sorcerer's Stone,"Action Adventure, Fantasy, General, Fantasy",6.5,7.7,electronic arts,KnowWonder,11,146,16,2001,11,2001-11-16,4.0,Harry Potter,0.31900909090909085,0.0,1.0
Resident Evil 3: Nemesis,PS,Action,3.72,resident-evil-3-nemesis,Resident Evil 3: Nemesis,"Action Adventure, Survival",9.1,9.1,capcom,Capcom,19,11,11,1999,11,1999-11-11,4.0,Resident Evil,0.14970526315789476,0.0,1.0
Resident Evil 3: Nemesis,GC,Action,0.08,resident-evil-3-nemesis,Resident Evil 3: Nemesis,"Action Adventure, Horror",6.2,8.8,capcom,Capcom,14,99,15,2003,1,2003-01-15,1.0,Resident Evil,0.2274857142857143,0.0,1.0
Resident Evil 3: Nemesis,PC,Action,0.0,resident-evil-3-nemesis,Resident Evil 3: Nemesis,"Action Adventure, Horror, Horror, Survival",7.1,8.6,capcom,Capcom,8,249,16,2001,4,2001-04-16,2.0,Resident Evil,0.2879125,0.0,1.0
Resident Evil 4,PS2,Action,3.62,resident-evil-4,Resident Evil 4,"Action Adventure, Horror",9.6,9.0,capcom,Capcom,38,1861,25,2005,10,2005-10-25,4.0,Resident Evil,0.34572105263157904,0.0,1.0
Resident Evil 4,PS2,Action,3.62,resident-evil-4,Resident Evil 4,"Action Adventure, Horror",9.6,9.0,capcom,Capcom,38,1861,25,2005,10,2005-10-25,4.0,Resident Evil,0.34572105263157904,0.0,1.0
Resident Evil 4,GC,Action,1.69,resident-evil-4,Resident Evil 4,"Action Adventure, Horror",9.6,9.2,capcom,Capcom,82,1791,11,2005,1,2005-01-11,1.0,Resident Evil,0.2115207317073171,0.0,1.0
Resident Evil 4,GC,Action,1.69,resident-evil-4,Resident Evil 4,"Action Adventure, Horror",9.6,9.2,capcom,Capcom,82,1791,11,2005,1,2005-01-11,1.0,Resident Evil,0.2115207317073171,0.0,1.0
Resident Evil 4,PC,Action,0.01,resident-evil-4,Resident Evil 4,"Action Adventure, Horror, Horror, Survival",7.6,7.8,ubisoft,Capcom,15,426,15,2007,5,2007-05-15,2.0,Resident Evil,0.5601266666666668,0.0,1.0
Resident Evil 4,PC,Action,0.01,resident-evil-4,Resident Evil 4,"Action Adventure, Horror, Horror, Survival",7.6,7.8,ubisoft,Capcom,15,426,15,2007,5,2007-05-15,2.0,Resident Evil,0.5601266666666668,0.0,1.0
Resident Evil 4,PS4,Action-Adventure,0.1,resident-evil-4,Resident Evil 4,"Action Adventure, Survival",8.2,8.5,capcom,Capcom,20,653,30,2016,8,2016-08-30,3.0,Resident Evil,0.645605,0.0,1.0
Resident Evil 4,PS4,Action-Adventure,0.1,resident-evil-4,Resident Evil 4,"Action Adventure, Survival",8.2,8.5,capcom,Capcom,20,653,30,2016,8,2016-08-30,3.0,Resident Evil,0.645605,0.0,1.0
Resident Evil 4,XOne,Action-Adventure,0.05,resident-evil-4,Resident Evil 4,"Action Adventure, Survival",7.6,8.2,capcom,Capcom,14,151,30,2016,8,2016-08-30,3.0,Resident Evil,0.1672785714285714,0.0,1.0
Resident Evil 4,XOne,Action-Adventure,0.05,resident-evil-4,Resident Evil 4,"Action Adventure, Survival",7.6,8.2,capcom,Capcom,14,151,30,2016,8,2016-08-30,3.0,Resident Evil,0.1672785714285714,0.0,1.0
Luigi's Mansion,GC,Action,3.6,luigi-s-mansion,Luigi's Mansion,"Action Adventure, Fantasy",7.8,8.6,nintendo,Nintendo,34,302,17,2001,11,2001-11-17,4.0,Mario Bros.,0.46048529411764705,1.0,1.0
Luigi's Mansion,GC,Action,3.6,luigi-s-mansion,Luigi's Mansion,"Action Adventure, Fantasy",7.8,8.6,nintendo,Nintendo,34,302,17,2001,11,2001-11-17,4.0,Mario,0.46048529411764705,1.0,1.0
Luigi's Mansion,3DS,Adventure,0.47,luigi-s-mansion,Luigi's Mansion,"Action Adventure, General",7.4,8.1,nintendo,Nintendo,43,35,12,2018,10,2018-10-12,4.0,Mario Bros.,0.41458255813953504,1.0,1.0
Luigi's Mansion,3DS,Adventure,0.47,luigi-s-mansion,Luigi's Mansion,"Action Adventure, General",7.4,8.1,nintendo,Nintendo,43,35,12,2018,10,2018-10-12,4.0,Mario,0.41458255813953504,1.0,1.0
Assassin's Creed Syndicate,PS4,Action,3.6,assassin-s-creed-syndicate,Assassin's Creed Syndicate,"Historic, Action Adventure, Open-World",7.6,6.9,ubisoft,Ubisoft Quebec,86,2147,23,2015,10,2015-10-23,4.0,Assassin's Creed,0.5695313953488373,1.0,1.0
Assassin's Creed Syndicate,XOne,Action,1.44,assassin-s-creed-syndicate,Assassin's Creed Syndicate,"Historic, Action Adventure, Open-World",7.8,6.5,ubisoft,Ubisoft Quebec,22,595,23,2015,10,2015-10-23,4.0,Assassin's Creed,0.5442090909090909,1.0,1.0
Assassin's Creed Syndicate,PC,Action,0.26,assassin-s-creed-syndicate,Assassin's Creed Syndicate,"Historic, Action Adventure, Open-World",7.4,7.0,ubisoft,Ubisoft Quebec,14,1303,19,2015,11,2015-11-19,4.0,Assassin's Creed,0.5413571428571429,1.0,1.0
Monster Hunter Generations,3DS,Action,3.56,monster-hunter-generations,Monster Hunter Generations,"Role-Playing, Action RPG",8.5,8.0,capcom,Capcom,72,160,15,2016,7,2016-07-15,3.0,Monster Hunter,0.542586111111111,0.0,1.0
Assassin's Creed: Brotherhood,X360,Action,3.53,assassin-s-creed-brotherhood,Assassin's Creed: Brotherhood,"Action Adventure, Historic, Historic, Open-World",8.9,8.4,ubisoft,Ubisoft Montreal,81,879,16,2010,11,2010-11-16,4.0,Assassin's Creed,0.5392111111111112,1.0,1.0
Assassin's Creed: Brotherhood,PS3,Action,2.85,assassin-s-creed-brotherhood,Assassin's Creed: Brotherhood,"Action Adventure, Historic, Historic, Open-World",9.0,8.3,ubisoft,Ubisoft Montreal,59,1207,16,2010,11,2010-11-16,4.0,Assassin's Creed,0.6488864406779661,1.0,1.0
Assassin's Creed: Brotherhood,PC,Action,0.59,assassin-s-creed-brotherhood,Assassin's Creed: Brotherhood,"Action Adventure, Historic, Historic, Open-World",8.8,8.2,ubisoft,Ubisoft Montreal,24,1840,22,2011,3,2011-03-22,1.0,Assassin's Creed,0.5209375,1.0,1.0
Grand Theft Auto 2,PS,Action,3.42,grand-theft-auto-2,Grand Theft Auto 2,"Action Adventure, Modern",7.0,7.7,rockstar games,DMA Design,15,15,25,1999,10,1999-10-25,4.0,Grand theft Auto,0.06489333333333333,1.0,1.0
Spider-Man 2,PS2,Action,3.41,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.0,8.7,activision,Treyarch,50,247,28,2004,6,2004-06-28,2.0,Marvel,0.308138,0.0,1.0
Spider-Man 2,PS2,Action,3.41,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.0,8.7,activision,Treyarch,50,247,28,2004,6,2004-06-28,2.0,Spider-Man,0.308138,0.0,1.0
Spider-Man 2,XB,Action,1.12,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.3,8.4,activision,Treyarch,60,54,28,2004,6,2004-06-28,2.0,Marvel,0.4371116666666667,0.0,1.0
Spider-Man 2,XB,Action,1.12,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.3,8.4,activision,Treyarch,60,54,28,2004,6,2004-06-28,2.0,Spider-Man,0.4371116666666667,0.0,1.0
Spider-Man 2,GC,Action,0.84,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.0,8.5,activision,Treyarch,41,40,28,2004,6,2004-06-28,2.0,Marvel,0.25817804878048783,0.0,1.0
Spider-Man 2,GC,Action,0.84,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi",8.0,8.5,activision,Treyarch,41,40,28,2004,6,2004-06-28,2.0,Spider-Man,0.25817804878048783,0.0,1.0
Spider-Man 2,PSP,Action,0.7,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi, Sci-Fi, General, Linear",6.7,6.5,activision,Vicarious Visions,43,15,23,2005,3,2005-03-23,1.0,Marvel,0.12963255813953486,0.0,1.0
Spider-Man 2,PSP,Action,0.7,spider-man-2,Spider-Man 2,"Action Adventure, Sci-Fi, Sci-Fi, General, Linear",6.7,6.5,activision,Vicarious Visions,43,15,23,2005,3,2005-03-23,1.0,Spider-Man,0.12963255813953486,0.0,1.0
Spider-Man 2,DS,Action,0.5,spider-man-2,Spider-Man 2,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Platformer, 2D",6.1,5.1,activision,Vicarious Visions,46,7,16,2004,11,2004-11-16,4.0,Marvel,-0.03733260869565218,0.0,1.0
Spider-Man 2,DS,Action,0.5,spider-man-2,Spider-Man 2,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Platformer, 2D",6.1,5.1,activision,Vicarious Visions,46,7,16,2004,11,2004-11-16,4.0,Spider-Man,-0.03733260869565218,0.0,1.0
Spider-Man 2,GBA,Platform,1.06,spider-man-2,Spider-Man 2,"Action, Platformer, 2D",6.5,7.9,activision,Digital Eclipse,12,8,29,2004,6,2004-06-29,2.0,Marvel,0.38360833333333333,0.0,1.0
Spider-Man 2,GBA,Platform,1.06,spider-man-2,Spider-Man 2,"Action, Platformer, 2D",6.5,7.9,activision,Digital Eclipse,12,8,29,2004,6,2004-06-29,2.0,Spider-Man,0.38360833333333333,0.0,1.0
Watch Dogs 2,PS4,Action,3.36,watch-dogs-2,Watch Dogs 2,"Action Adventure, Open-World",8.2,7.6,ubisoft,Ubisoft Montreal,95,1752,15,2016,11,2016-11-15,4.0,Watch Dogs,0.47662105263157883,0.0,1.0
Watch Dogs 2,XOne,Action,1.35,watch-dogs-2,Watch Dogs 2,"Action Adventure, Open-World",8.1,7.4,ubisoft,Ubisoft Montreal,11,346,15,2016,11,2016-11-15,4.0,Watch Dogs,0.7503363636363635,0.0,1.0
Watch Dogs 2,PC,Action,0.0,watch-dogs-2,Watch Dogs 2,"Action Adventure, Open-World",7.5,7.0,ubisoft,Ubisoft Montreal,16,948,28,2016,11,2016-11-28,4.0,Watch Dogs,0.4836375,0.0,1.0
Star Wars Episode III: Revenge of the Sith,PS2,Action,3.32,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",6.0,7.4,lucasarts,Double Helix Games,34,115,4,2005,5,2005-05-04,2.0,Star Wars,0.0965470588235294,0.0,1.0
Star Wars Episode III: Revenge of the Sith,PS2,Action,3.32,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",6.0,7.4,lucasarts,Double Helix Games,34,115,4,2005,5,2005-05-04,2.0,Star Wars,0.0965470588235294,0.0,1.0
Star Wars Episode III: Revenge of the Sith,XB,Action,1.24,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",6.1,8.0,lucasarts,Double Helix Games,44,63,4,2005,5,2005-05-04,2.0,Star Wars,-0.08402954545454548,0.0,1.0
Star Wars Episode III: Revenge of the Sith,XB,Action,1.24,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",6.1,8.0,lucasarts,Double Helix Games,44,63,4,2005,5,2005-05-04,2.0,Star Wars,-0.08402954545454548,0.0,1.0
Star Wars Episode III: Revenge of the Sith,GBA,Action,0.72,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",7.3,8.0,ubisoft,Ubisoft,13,20,4,2005,5,2005-05-04,2.0,Star Wars,0.37807692307692314,0.0,1.0
Star Wars Episode III: Revenge of the Sith,GBA,Action,0.72,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi",7.3,8.0,ubisoft,Ubisoft,13,20,4,2005,5,2005-05-04,2.0,Star Wars,0.37807692307692314,0.0,1.0
Star Wars Episode III: Revenge of the Sith,DS,Action,0.31,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi, Sci-Fi, General",7.3,7.8,ubisoft,Ubisoft,22,22,4,2005,5,2005-05-04,2.0,Star Wars,0.10858181818181817,0.0,1.0
Star Wars Episode III: Revenge of the Sith,DS,Action,0.31,star-wars-episode-iii-revenge-of-the-sith,Star Wars Episode III: Revenge of the Sith,"Action Adventure, Sci-Fi, Sci-Fi, General",7.3,7.8,ubisoft,Ubisoft,22,22,4,2005,5,2005-05-04,2.0,Star Wars,0.10858181818181817,0.0,1.0
The Lord of the Rings: The Return of the King,PS2,Action,3.28,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.5,8.6,ea games,EA Games,31,179,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.3827032258064516,0.0,1.0
The Lord of the Rings: The Return of the King,PS2,Action,3.28,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.5,8.6,ea games,EA Games,31,179,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.3827032258064516,0.0,1.0
The Lord of the Rings: The Return of the King,XB,Action,1.14,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.4,8.1,ea games,EA Games,31,40,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.45052903225806457,0.0,1.0
The Lord of the Rings: The Return of the King,XB,Action,1.14,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.4,8.1,ea games,EA Games,31,40,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.45052903225806457,0.0,1.0
The Lord of the Rings: The Return of the King,GC,Action,0.69,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.4,8.2,ea games,Hypnos Entertainment,23,33,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.6044826086956521,0.0,1.0
The Lord of the Rings: The Return of the King,GC,Action,0.69,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Action, Beat-'Em-Up",8.4,8.2,ea games,Hypnos Entertainment,23,33,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.6044826086956521,0.0,1.0
The Lord of the Rings: The Return of the King,GBA,Role-Playing,0.56,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Role-Playing, Action RPG",7.7,8.3,ea games,Griptonite Games,13,13,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.31606923076923077,0.0,1.0
The Lord of the Rings: The Return of the King,GBA,Role-Playing,0.56,the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,"Role-Playing, Action RPG",7.7,8.3,ea games,Griptonite Games,13,13,5,2003,11,2003-11-05,4.0,The Lord of the Rings,0.31606923076923077,0.0,1.0
True Crime: Streets of LA,PS2,Action,3.27,true-crime-streets-of-la,True Crime: Streets of LA,"Action Adventure, Modern",7.7,7.8,activision,"Luxoflux, Inc.",39,112,3,2003,11,2003-11-03,4.0,True Crime,0.25595897435897436,0.0,1.0
True Crime: Streets of LA,XB,Action,1.38,true-crime-streets-of-la,True Crime: Streets of LA,"Action Adventure, Modern",7.7,8.0,activision,"Luxoflux, Inc.",39,31,3,2003,11,2003-11-03,4.0,True Crime,0.11285897435897436,0.0,1.0
True Crime: Streets of LA,GC,Action,0.56,true-crime-streets-of-la,True Crime: Streets of LA,"Action Adventure, Modern",7.7,7.4,activision,Exakt,29,36,3,2003,11,2003-11-03,4.0,True Crime,0.3577689655172414,0.0,1.0
True Crime: Streets of LA,PC,Action,0.0,true-crime-streets-of-la,True Crime: Streets of LA,"Action Adventure, Modern, Modern, Open-World",6.8,6.5,activision,"Luxoflux, Inc.",31,61,11,2004,5,2004-05-11,2.0,True Crime,0.071858064516129,0.0,1.0
God of War: Chains of Olympus,PSP,Action,3.19,god-of-war-chains-of-olympus,God of War: Chains of Olympus,"Action Adventure, Fantasy, Fantasy, Linear",9.1,8.6,scea,Ready at Dawn,79,144,4,2008,3,2008-03-04,1.0,God of War,0.2524219409282701,0.0,1.0
Middle-Earth: Shadow of Mordor,PS4,Action,3.19,middle-earth-shadow-of-mordor,Middle-earth: Shadow of Mordor,"Fantasy, Action Adventure, Fantasy, Open-World",8.4,8.0,warner bros interactive entertainment,Monolith Productions,85,2559,30,2014,9,2014-09-30,3.0,The Lord of the Rings,0.4634270588235294,0.0,1.0
Middle-Earth: Shadow of Mordor,XOne,Action,1.42,middle-earth-shadow-of-mordor,Middle-earth: Shadow of Mordor,"Fantasy, Action Adventure, Fantasy, Open-World",8.7,8.0,warner bros interactive entertainment,Monolith Productions,12,756,30,2014,9,2014-09-30,3.0,The Lord of the Rings,0.547,0.0,1.0
Middle-Earth: Shadow of Mordor,PC,Action,0.37,middle-earth-shadow-of-mordor,Middle-earth: Shadow of Mordor,"Fantasy, Action Adventure, Fantasy, Open-World",8.4,7.9,warner bros interactive entertainment,Monolith Productions,17,2238,30,2014,9,2014-09-30,3.0,The Lord of the Rings,0.48063529411764716,0.0,1.0
Enter the Matrix,PS2,Action,3.18,enter-the-matrix,Enter the Matrix,"Action Adventure, Sci-Fi",6.2,8.2,atari,Shiny Entertainment,30,158,14,2003,5,2003-05-14,2.0,Matrix,0.056086666666666646,1.0,1.0
Enter the Matrix,XB,Action,1.2,enter-the-matrix,Enter the Matrix,"Action, Shooter, Third-Person, Sci-Fi",6.5,7.2,atari,Shiny Entertainment,33,72,14,2003,5,2003-05-14,2.0,Matrix,0.20796363636363635,1.0,1.0
Enter the Matrix,GC,Action,0.45,enter-the-matrix,Enter the Matrix,"Action Adventure, Sci-Fi",6.3,8.2,atari,Shiny Entertainment,23,53,14,2003,5,2003-05-14,2.0,Matrix,0.1741217391304348,1.0,1.0
Enter the Matrix,PC,Action,0.0,enter-the-matrix,Enter the Matrix,"Action, Action Adventure, Shooter, Sci-Fi, Linear, First-Person, Sci-Fi",5.8,6.7,atari,Shiny Entertainment,21,102,14,2003,5,2003-05-14,2.0,Matrix,0.1749809523809524,1.0,1.0
Spider-Man,PS,Action,3.13,spider-man,Spider-Man,"Action Adventure, Sci-Fi",8.7,8.6,activision,Neversoft Entertainment,19,271,30,2000,8,2000-08-30,3.0,Spider-Man,0.5305947368421053,0.0,1.0
Spider-Man,PS,Action,3.13,spider-man,Spider-Man,"Action Adventure, Sci-Fi",8.7,8.6,activision,Neversoft Entertainment,19,271,30,2000,8,2000-08-30,3.0,Marvel,0.5305947368421053,0.0,1.0
Spider-Man,N64,Action,0.53,spider-man,Spider-Man,"Action Adventure, Sci-Fi",7.2,7.4,activision,Edge of Reality,12,30,21,2000,11,2000-11-21,4.0,Spider-Man,0.2633666666666667,0.0,1.0
Spider-Man,N64,Action,0.53,spider-man,Spider-Man,"Action Adventure, Sci-Fi",7.2,7.4,activision,Edge of Reality,12,30,21,2000,11,2000-11-21,4.0,Marvel,0.2633666666666667,0.0,1.0
Resident Evil 6,PS3,Action,3.12,resident-evil-6,Resident Evil 6,"Action Adventure, Horror, Horror, Survival",7.4,5.7,capcom,Capcom,34,1528,2,2012,10,2012-10-02,4.0,Resident Evil,0.5625588235294118,1.0,1.0
Resident Evil 6,X360,Action,1.97,resident-evil-6,Resident Evil 6,"Action Adventure, Horror, Horror, Survival",6.7,5.2,capcom,Capcom,71,1521,2,2012,10,2012-10-02,4.0,Resident Evil,0.07303802816901414,1.0,1.0
Resident Evil 6,PC,Action,0.04,resident-evil-6,Resident Evil 6,"Action Adventure, Horror, Horror, Survival",6.9,6.1,capcom,Capcom,18,1231,22,2013,3,2013-03-22,1.0,Resident Evil,0.5664666666666665,1.0,1.0
Resident Evil 6,PS4,Shooter,0.17,resident-evil-6,Resident Evil 6,"Action Adventure, Survival",6.0,6.6,capcom,Capcom,19,527,29,2016,3,2016-03-29,1.0,Resident Evil,0.14845263157894736,1.0,1.0
Resident Evil 6,XOne,Shooter,0.07,resident-evil-6,Resident Evil 6,"Action Adventure, Survival",6.3,7.2,capcom,Capcom,12,135,29,2016,3,2016-03-29,1.0,Resident Evil,0.10893333333333333,1.0,1.0
Saints Row 2,X360,Action,3.07,saints-row-2,Saints Row 2,"Action Adventure, Modern, Modern, Open-World",8.1,8.2,thq,Volition Inc.,75,75,14,2008,10,2008-10-14,4.0,Saints Row,0.34488355555555605,1.0,1.0
Saints Row 2,PS3,Action,1.68,saints-row-2,Saints Row 2,"Action Adventure, Modern, Modern, Open-World",8.2,8.1,thq,Volition Inc.,50,38,14,2008,10,2008-10-14,4.0,Saints Row,0.4612693333333333,1.0,1.0
Saints Row 2,PC,Action,0.04,saints-row-2,Saints Row 2,"Action Adventure, Modern, Modern, Open-World",7.2,6.9,thq,Volition Inc.,24,508,5,2009,1,2009-01-05,1.0,Saints Row,0.4729208333333334,1.0,1.0
Metal Gear Solid V: The Phantom Pain,PS4,Action,3.04,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,"Modern, Action Adventure, Modern, Open-World",9.3,8.2,konami,Kojima Productions,86,6040,1,2015,9,2015-09-01,3.0,Metal Gear,0.4834697674418605,1.0,1.0
Metal Gear Solid V: The Phantom Pain,XOne,Action,0.83,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,"Modern, Modern, Action Adventure, Open-World",9.5,7.5,konami,Kojima Productions,10,1272,1,2015,9,2015-09-01,3.0,Metal Gear,0.6329100000000001,1.0,1.0
Metal Gear Solid V: The Phantom Pain,PC,Action,0.09,metal-gear-solid-v-the-phantom-pain,Metal Gear Solid V: The Phantom Pain,"Action Adventure, Modern, Open-World",9.1,7.8,konami,Kojima Productions,13,2729,1,2015,9,2015-09-01,3.0,Metal Gear,0.755346153846154,1.0,1.0
Tom Clancy's Splinter Cell,XB,Action,3.02,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",9.3,8.6,ubisoft,Ubisoft Montreal,46,153,17,2002,11,2002-11-17,4.0,Tom Clancy,0.3492195652173913,0.0,1.0
Tom Clancy's Splinter Cell,XB,Action,3.02,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",9.3,8.6,ubisoft,Ubisoft Montreal,46,153,17,2002,11,2002-11-17,4.0,Tom Clancy,0.3492195652173913,0.0,1.0
Tom Clancy's Splinter Cell,XB,Action,3.02,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",9.3,8.6,ubisoft,Ubisoft Montreal,46,153,17,2002,11,2002-11-17,4.0,Tom Clancy's Splinter Cell,0.3492195652173913,0.0,1.0
Tom Clancy's Splinter Cell,PS2,Action,2.65,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",8.9,7.9,ubisoft,Ubisoft Shanghai,24,136,8,2003,4,2003-04-08,2.0,Tom Clancy,0.34283749999999996,0.0,1.0
Tom Clancy's Splinter Cell,PS2,Action,2.65,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",8.9,7.9,ubisoft,Ubisoft Shanghai,24,136,8,2003,4,2003-04-08,2.0,Tom Clancy,0.34283749999999996,0.0,1.0
Tom Clancy's Splinter Cell,PS2,Action,2.65,tom-clancy-s-splinter-cell,Tom Clancy's Splinter Cell,"Action Adventure, Modern",8.9,7.9,ubisoft,Ubisoft Shanghai,24,136,8,2003,4,2003-04-08,2.0,Tom Clancy's Splinter Cell,0.34283749999999996,0.0,1.0
