,Name,multiplayer,singleplayer,awarded
3934,Euro Truck Simulator,0,1,0.0
3935,Dragon Ball Z: Supersonic Warriors,1,1,0.0
3939,Silent Hill 4: The Room,0,1,0.0
3946,NHL FaceOff 98,1,1,0.0
3947,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0,1,0.0
3949,NHL 09,1,1,0.0
3958,Atelier Rorona: Alchemist of Arland,0,1,0.0
3960,Dragon Ball Z: Supersonic Warriors 2,1,1,0.0
3964,Hitman: Blood Money,0,1,0.0
3966,Chopper Command,0,1,0.0
3967,Activision Anthology,0,1,0.0
3968,Crash: Mind Over Mutant,1,1,0.0
3971,Babysitting Mama,1,1,0.0
3973,Theatrhythm: Final Fantasy,1,1,0.0
3974,Bleach: Soul Resurreccion,0,1,0.0
3977,Dance Dance Revolution Universe 2,1,1,0.0
3978,Star Wars: Jedi Starfighter,1,1,0.0
3979,Tactics Ogre: The Knight of Lodis,0,1,0.0
3981,Super Robot Taisen MX,0,1,0.0
3983,NBA Street Homecourt,1,1,0.0
3985,Bases Loaded '96: Double Header,1,1,0.0
3986,Dead or Alive Ultimate,1,1,0.0
3994,Major League Baseball 2K12,1,1,0.0
4003,Dynasty Warriors: Gundam 2,1,1,0.0
4004,Shrek SuperSlam,1,1,0.0
4005,Rayman Advance,0,1,0.0
4007,PoPoLoCrois Monogatari,1,1,0.0
4011,Men in Black II: Alien Escape,1,1,0.0
4013,RealSports Tennis,1,1,0.0
4014,Nicktoons: Attack of the Toybots,1,1,0.0
4017,Ridge Racer 3D,1,1,0.0
4018,Cars Mater-National Championship,0,1,0.0
4020,Resident Evil: The Mercenaries 3D,1,1,0.0
4021,Super Monkey Ball 3D,1,1,0.0
4024,MotorStorm: Apocalypse,1,1,0.0
4028,The Matrix: Path of Neo,0,1,0.0
4032,Sonic Lost World,1,1,0.0
4038,Grandia III,0,1,0.0
4041,Mario & Wario,0,1,0.0
4044,Pokemon Art Academy,0,1,0.0
4045,FIFA Soccer 64,0,1,0.0
4054,Barbie Horse Adventures: Wild Horse Rescue,0,1,0.0
4055,Epic Mickey: Power of Illusion,0,1,0.0
4059,One Piece: Grand Battle!,1,1,0.0
4062,Sniper: Art of Victory,0,1,0.0
4064,Spy Hunter 2,1,1,0.0
4068,Die Hard Trilogy 2: Viva Las Vegas,0,1,0.0
4070,Asphalt 3D,1,1,0.0
4072,Steel Diver,1,1,0.0
4073,Tales of Legendia,0,1,0.0
4083,Dead Space Extraction,1,1,0.0
4087,Children of Mana,1,1,0.0
4091,Mario Golf: World Tour,1,1,0.0
4097,The Legend of the Mystical Ninja,1,1,0.0
4098,You're in the Movies,1,1,0.0
4099,Dark Sector,1,1,0.0
4102,Destroy All Humans! 2,1,1,0.0
4103,ECW Hardcore Revolution,1,1,0.0
4104,Pinball Hall of Fame: The Williams Collection,0,1,0.0
4106,Wu-Tang: Shaolin Style,1,1,0.0
4107,World of Warcraft: Warlords of Draenor,1,0,0.0
4108,Rock Band Unplugged,0,1,0.0
4112,Secret Weapons Over Normandy,1,1,0.0
4114,All-Star Baseball 99,1,1,0.0
4115,Harvest Moon 64,0,1,0.0
4117,Bratz: The Movie,0,1,1.0
4120,Vigilante 8: 2nd Offense,1,1,0.0
4123,Theme Park Roller Coaster,0,1,0.0
4125,Skylanders: SuperChargers,1,1,1.0
4126,Viva Pinata: Trouble in Paradise,1,1,0.0
4128,FlingSmash,1,1,0.0
4129,NFL Xtreme 2,1,1,0.0
4132,Dynasty Warriors Gundam,0,1,0.0
4134,Final Fantasy Crystal Chronicles: Echoes of Time,1,1,0.0
4140,Ford Racing Off Road,1,1,0.0
4141,SimCity Creator,0,1,0.0
4142,World of Outlaws: Sprint Cars 2002,1,1,0.0
4144,Emergency Heroes,1,1,0.0
4148,Alien Trilogy,0,1,0.0
4150,Bravely Second: End Layer,0,1,0.0
4154,X-Men: Next Dimension,1,1,0.0
4158,Hamsterz Life,0,1,0.0
4159,Dragon Age Origins: Awakening,0,1,0.0
4162,Castlevania: Dawn of Sorrow,1,1,0.0
4163,Naruto Shippuden: Ultimate Ninja Storm Revolution,1,1,0.0
4165,WipEout,1,1,0.0
4167,Silent Hill: Downpour,0,1,0.0
4171,Victorious Boxers: Ippo's Road to Glory,1,1,0.0
4174,Densetsu no Stafi,0,1,0.0
4175,Valkyrie Profile 2: Silmeria,1,1,0.0
4176,Hot Wheels Velocity X,1,1,0.0
4180,"Warhammer 40,000: Dawn of War II",1,1,0.0
4181,Crazy Taxi: Fare Wars,1,1,0.0
4185,L.A. Rush,1,1,0.0
4186,Bomberman Hero,1,1,0.0
4187,Automobili Lamborghini,1,1,0.0
4188,Quest 64,0,1,0.0
4190,Doom 64,1,1,0.0
4191,Boom Blox Bash Party,1,1,0.0
4193,Dead or Alive 4,1,1,0.0
4195,Rise of Nightmares,0,1,0.0
4197,NBA Ballers: Phenom,1,1,0.0
4202,MTV Music Generator,1,1,0.0
4203,Spider-Man: Friend or Foe,1,1,0.0
4204,Major League Baseball 2K13,1,1,0.0
4209,Downhill Domination,1,1,0.0
4214,NHL 97,1,1,0.0
4215,We Sing Encore,0,1,0.0
4216,Kong: The 8th Wonder of the World,1,1,1.0
4220,Godzilla: Save the Earth,1,1,0.0
4221,Dance Dance Revolution: Mario Mix,0,1,0.0
4222,Metal Gear Solid: The Twin Snakes,0,1,0.0
4224,Mat Hoffman's Pro BMX 2,1,1,0.0
4227,Iridion 3D,0,1,0.0
4234,Razor Freestyle Scooter,1,1,0.0
4236,F.E.A.R. 3,1,1,0.0
4238,Rygar: The Legendary Adventure,0,1,0.0
4239,Syphon Filter: Logan's Shadow,1,1,0.0
4240,Super Batter Up,1,1,0.0
4241,Kessen II,0,1,0.0
4247,Art Academy: Lessons for Everyone,0,1,0.0
4249,ATV Offroad Fury Pro,0,1,0.0
4252,Brothers In Arms: Earned in Blood,1,1,0.0
4255,Dragon Ball Z: Sagas,1,1,0.0
4258,Hydro Thunder,1,1,0.0
4259,Brothers In Arms: D-Day,1,1,0.0
4261,Mario & Sonic at the Rio 2016 Olympic Games,1,1,0.0
4265,Virtua Tennis 4,1,1,0.0
4268,The Mark of Kri,0,1,0.0
4270,Rugrats: Castle Capers,0,1,0.0
4274,Bleach: The Blade of Fate,1,1,0.0
4280,Momotarou Dentetsu 11,1,1,0.0
4285,Star Wars: Demolition,1,1,0.0
4286,Scooby-Doo! and the Spooky Swamp,1,1,0.0
4287,Sword Art Online: Lost Song,1,1,0.0
4289,Delta Force: Black Hawk Down,1,1,0.0
4290,Burnout Dominator,1,1,0.0
4296,Mother 1+2,0,1,0.0
4299,Puzzle & Dragons Z + Super Mario Bros. Edition,0,1,0.0
4305,Red Faction: Armageddon,1,1,0.0
4307,Persona 4: Dancing All Night,0,1,0.0
4310,Dynasty Warriors: Strikeforce,1,1,0.0
4312,Tales of Hearts,0,1,0.0
4324,Phantasy Star Online Episode I & II,1,1,0.0
4326,The Powerpuff Girls: Relish Rampage,0,1,0.0
4327,Resistance: Burning Skies,0,1,0.0
4329,Dead or Alive: Dimensions,1,1,0.0
4330,The Chronicles of Riddick: Escape from Butcher Bay,1,1,1.0
4331,Brain Challenge,1,1,0.0
4332,NFL Head Coach,0,1,0.0
4335,Major League Baseball 2K11,1,1,0.0
4336,Enemy Territory: Quake Wars,1,0,0.0
4342,NHL 2005,1,1,0.0
4344,Star Wars Jedi Knight: Jedi Academy,1,1,0.0
4345,Thrillville: Off the Rails,1,1,0.0
4347,Spider-Man: Shattered Dimensions,0,1,0.0
4350,Plants vs. Zombies: Garden Warfare 2,1,1,0.0
4351,Rock Band Country Track Pack,1,1,0.0
4359,Samurai Warriors 3,1,1,0.0
4361,One Piece: Pirate Warriors 3,1,1,0.0
4362,Sphinx and the Cursed Mummy,0,1,0.0
4363,Fatal Fury 2,1,1,0.0
4365,Pokemon Puzzle League,1,1,0.0
4366,Eternal Sonata,0,1,0.0
4371,Tekken Advance,1,1,0.0
4372,Shin Megami Tensei: Persona 3,0,1,0.0
4377,Viking: Battle for Asgard,0,1,0.0
4380,Silent Hill: Homecoming,0,1,0.0
4381,SingStar Take That,1,1,0.0
4382,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,1,1,0.0
4386,Samurai Warriors: Xtreme Legends,1,1,0.0
4390,Brunswick Pro Bowling,1,1,0.0
4391,Worms: Open Warfare 2,1,1,0.0
4394,WWE Day of Reckoning,1,1,0.0
4395,Dragon Quest Heroes: Rocket Slime,1,1,0.0
4397,Walt Disney World Quest: Magical Racing Tour,1,1,0.0
4399,Vandal Hearts,0,1,0.0
4401,Celebrity Sports Showdown,1,1,0.0
4403,Scooby-Doo! Mystery Mayhem,0,1,0.0
4404,Mario Golf: Advance Tour,1,1,0.0
4411,Major League Baseball 2K6,1,1,0.0
4415,Teenage Mutant Ninja Turtles 2: Battle Nexus,1,1,0.0
4423,Food Network: Cook or Be Cooked,1,1,0.0
4424,Transformers: Fall of Cybertron,1,1,0.0
4427,Spawn: Armageddon,0,1,0.0
4435,Ben 10 Alien Force: Vilgax Attacks,0,1,0.0
4437,Densetsu no Stafi 2,0,1,0.0
4440,Chocobo Racing,1,1,0.0
4441,Ninja Gaiden 3,1,1,0.0
4442,Child of Eden,0,1,0.0
4445,My Spanish Coach,0,1,0.0
4449,Blood Omen: Legacy of Kain,0,1,0.0
4450,Super Bomberman 4,1,1,0.0
4451,Bomberman II,1,1,0.0
4452,Duke Nukem 64,1,1,0.0
4453,Sin and Punishment: Star Successor,1,1,0.0
4455,Naughty Bear,0,1,0.0
4458,Army Men World War: Final Front,1,1,0.0
4464,Grind Session,1,1,0.0
4467,Wario World,0,1,0.0
4472,Robert Ludlum's The Bourne Conspiracy,0,1,0.0
4477,Eternal Darkness: Sanity's Requiem,0,1,1.0
4486,Just Dance: Summer Party,1,1,0.0
4493,Alpha Protocol,0,1,0.0
4494,Tetris Axis,1,1,0.0
4505,Trials Fusion,1,1,0.0
4507,NiGHTS into dreams...,1,1,0.0
4510,Rock Band 4,1,1,0.0
4514,MLB 2002,1,1,0.0
4516,TimeSplitters,1,0,0.0
4518,InuYasha: The Secret of the Cursed Mask,0,1,0.0
4519,Rune Factory 3: A Fantasy Harvest Moon,1,1,0.0
4521,Mega Man Zero 2,1,1,0.0
4522,Wonder Project J: Kikai no Shonen Pino,0,1,0.0
4524,Atelier Totori: The Adventurer of Arland,0,1,0.0
4530,Command & Conquer 3: Tiberium Wars,1,1,1.0
4532,Mischief Makers,0,1,0.0
4535,Castlevania: Portrait of Ruin,1,1,0.0
4536,NHL Slapshot,1,1,0.0
4537,EyeToy: AntiGrav,0,1,0.0
4539,EverQuest Online Adventures,1,0,0.0
4541,"999: Nine Hours, Nine Persons, Nine Doors",0,1,0.0
4544,Def Jam Icon,1,1,0.0
4545,Tales of the World: Radiant Mythology,0,1,0.0
4547,Dawn of Mana,0,1,0.0
4548,Microsoft Flight Simulator X,0,1,0.0
4551,NASCAR Kart Racing,1,1,0.0
4555,TRON: Evolution,1,1,0.0
4557,Call of Duty: Modern Warfare: Mobilized,1,1,0.0
4561,NHL FaceOff 99,1,1,0.0
4565,Juiced: Eliminator,1,1,0.0
4572,Valkyrie Profile: Covenant of the Plume,0,1,0.0
4573,The Legend of Spyro: The Eternal Night,0,1,0.0
4576,25 to Life,1,1,0.0
4577,NHL 2K6,1,1,0.0
4581,Dog's Life,0,1,0.0
4585,Hometown Story,0,1,0.0
4592,Colony Wars,0,1,0.0
4593,All-Star Baseball 2004,1,1,0.0
4595,Ragnarok Odyssey,1,1,0.0
4597,Horsez,0,1,0.0
4604,Avatar: The Last Airbender - The Burning Earth,1,1,0.0
4605,Superman: Shadow of Apokolips,0,1,0.0
4606,NiGHTS: Journey of Dreams,1,1,0.0
4609,Star Wars Trilogy: Apprentice of the Force,0,1,0.0
4614,Arc the Lad III,0,1,0.0
4616,Mobile Suit Gundam: Gundam vs. Gundam,1,1,0.0
4619,Ghost Trick: Phantom Detective,0,1,1.0
4620,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,0,1,0.0
4621,Rush 2: Extreme Racing USA,1,1,0.0
4623,Dr. Mario 64,1,1,0.0
4625,Army Men: Sarge's Heroes 2,1,1,0.0
4627,Green Day: Rock Band,1,1,0.0
4628,Wolfenstein: The Old Blood,0,1,0.0
4631,Dance Dance Revolution Ultramix 2,1,1,0.0
4642,Condemned: Criminal Origins,1,1,0.0
4643,Mega Man X6,0,1,0.0
4644,Monster Jam: Urban Assault,1,1,0.0
4647,Castlevania: Curse of Darkness,0,1,0.0
4648,Tom Clancy's HAWX 2,1,1,0.0
4650,International Superstar Soccer Pro '98,1,1,0.0
4653,Zack & Wiki: Quest for Barbaros' Treasure,0,1,1.0
4657,Animal Crossing: Amiibo Festival,1,1,0.0
4660,Fishing Resort,1,1,0.0
4661,WWE All Stars,1,1,0.0
4662,Lord of the Rings: The Third Age,0,1,0.0
4665,Mega Man Legends 2,0,1,0.0
4666,X-Men vs. Street Fighter,1,1,0.0
4667,High Rollers Casino,0,1,0.0
4668,Castlevania: The Dracula X Chronicles,1,1,0.0
4671,Katamari Forever,1,1,0.0
4673,TimeShift,1,1,0.0
4675,Zone of the Enders: The 2nd Runner,1,1,0.0
4677,Attack on Titan: Humanity in Chains,0,1,0.0
4680,NFL GameDay 2004,1,1,0.0
4682,Danganronpa: Trigger Happy Havoc,0,1,1.0
4686,Sega Rally Championship 2,1,1,0.0
4687,Quake II,1,1,0.0
4693,Tom Clancy's Rainbow Six: Lockdown,1,1,0.0
4695,Cool Boarders 2001,1,1,0.0
4696,Grudge Warriors,0,1,0.0
4707,Castlevania: Order of Ecclesia,1,1,0.0
4708,BlazBlue: Continuum Shift,1,1,0.0
4709,X-Men: The Official Game,0,1,0.0
4710,300: March to Glory,0,1,0.0
4714,Spore Hero,1,1,0.0
4720,Spider-Man: Web of Shadows,0,1,0.0
4721,Boku no Natsuyasumi 2: Umi no Bouken Hen,0,1,0.0
4728,Ogre Battle 64: Person of Lordly Caliber,0,1,0.0
4729,Superman: The New Superman Adventures,1,1,0.0
4731,The Terminator: Dawn of Fate,0,1,0.0
4736,Winter Sports 2: The Next Challenge,1,1,0.0
4744,The Wonderful 101,1,1,0.0
4745,No More Heroes 2: Desperate Struggle,0,1,0.0
4747,Armored Core 2: Another Age,1,1,0.0
4748,Buzz! Junior: Jungle Party,1,1,0.0
4757,Speed Racer: The Videogame,1,1,0.0
4761,Just Dance Kids 2,1,1,0.0
4765,Mario no Super Picross,0,1,0.0
4766,"Ed, Edd n Eddy: The Mis-Edventures",0,1,0.0
4768,Disney's Tarzan Untamed,0,1,0.0
4770,The Gunstringer,1,1,0.0
4774,Asura's Wrath,0,1,0.0
4777,Minority Report: Everybody Runs,0,1,0.0
4779,NFL GameDay 2002,1,1,0.0
4783,Beowulf: The Game,0,1,0.0
4785,Super Monkey Ball: Step & Roll,1,1,0.0
4786,Hatsune Miku: Project Diva F 2nd,0,1,0.0
4797,NFL GameDay 2003,1,1,0.0
4802,Gauntlet: Seven Sorrows,1,1,0.0
4804,Advance Wars: Dual Strike,1,1,0.0
4809,The Incredibles: Rise of the Underminer,1,1,0.0
4810,Pet in TV,0,1,0.0
4811,Battalion Wars,0,1,0.0
4812,NBA ShootOut 2000,1,1,0.0
4818,Final Fantasy Crystal Chronicles: The Crystal Bearers,1,1,0.0
4821,Fighting Vipers,1,1,0.0
4822,NCAA GameBreaker 2000,1,1,0.0
4827,Top Gear Rally,1,1,0.0
4828,NFL Quarterback Club 2000,1,1,0.0
4830,18 Wheeler: American Pro Trucker,1,1,0.0
4831,Atari Anthology,1,0,0.0
4832,Bugs Bunny: Lost in Time,0,1,0.0
4834,Sherlock Holmes: The Mystery of the Mummy,0,1,0.0
4835,Hot Wheels: Beat That!,1,1,0.0
4843,Rampage: Total Destruction,1,1,0.0
4846,Road Rash: Jailbreak,1,1,0.0
4847,Mother 3,0,1,0.0
4848,Nicktoons: Freeze Frame Frenzy,0,1,0.0
4852,Wii Sports Club,1,1,0.0
4861,Boku no Natsuyasumi,0,1,0.0
4862,Armored Core V,1,1,0.0
4863,I-Ninja,0,1,0.0
4864,Command & Conquer,1,0,0.0
4865,Harvest Moon: Save the Homeland,0,1,0.0
4876,Suzuki TT Superbikes,1,1,0.0
4877,Rumble Roses,1,1,0.0
4881,GRID 2,1,1,0.0
4887,Dungeon Siege III,1,1,0.0
4892,NASCAR Heat,1,1,0.0
4894,Bump 'n' Jump,1,1,0.0
4897,Naruto: Clash of Ninja Revolution 2,1,1,0.0
4902,Fire Emblem: Fuuin no Tsurugi,0,1,0.0
4906,The Darkness II,1,1,0.0
4908,Laser Blast,0,1,0.0
4909,Dancing with the Stars: We Dance!,1,1,0.0
4910,LocoRoco,0,1,0.0
4911,Thrasher Presents: Skate and Destroy,1,1,0.0
4913,Donkey Konga 2,1,1,0.0
4915,Metal Gear Solid: The Legacy Collection,0,1,0.0
4917,Project X Zone,0,1,0.0
4919,Wipeout 2048,1,1,0.0
4921,Mystery Case Files: The Malgrave Incident,1,1,0.0
4922,Yoshi Touch & Go,1,1,0.0
4926,Age of Empires III,1,1,1.0
4930,All-Star Baseball 2000,1,1,0.0
4931,Custom Robo V2,1,1,0.0
4933,BattleTanx: Global Assault,1,1,0.0
4939,Kengo: Master of Bushido,1,1,0.0
4940,Blood Omen 2,0,1,0.0
4941,Sesame Street: Elmo's A-to-Zoo Adventure,1,1,0.0
4945,Cabela's Dangerous Hunts 2,0,1,0.0
4948,MotoGP 08,1,1,0.0
4951,Tiger Woods PGA Tour 14,1,1,0.0
4955,The Dog Island,0,1,0.0
4956,Madden NFL Football,1,1,0.0
4961,Auto Modellista,1,1,0.0
4962,Tom Clancy's Ghost Recon 2: Summit Strike,1,1,0.0
4968,Tokimeki Memorial 2,0,1,0.0
4977,One Piece: Unlimited World Red,1,1,0.0
4980,Virtua Tennis 2009,1,1,0.0
4981,Super Soccer,1,1,0.0
4982,Shin Megami Tensei: Nocturne,0,1,0.0
4989,Looney Tunes: Acme Arsenal,0,1,0.0
4990,Cabela's Dangerous Hunts 2009,0,1,0.0
4991,Fragile Dreams: Farewell Ruins of the Moon,0,1,0.0
4997,Get Fit with Mel B,0,1,0.0
5003,Tamagotchi Connection: Corner Shop 3,1,1,0.0
5009,Shin Megami Tensei: Devil Summoner,0,1,0.0
5014,ESPN Extreme Games,1,1,0.0
5015,Forza Horizon 3,1,1,1.0
5016,Overlord: Dark Legend,0,1,0.0
5017,Ninja: Shadow of Darkness,0,1,0.0
5021,Phoenix Wright: Ace Attorney - Dual Destinies,0,1,1.0
5026,Metal Gear Solid: Snake Eater 3D,0,1,1.0
5028,Elite Beat Agents,1,1,0.0
5031,Grandia Xtreme,0,1,0.0
5032,Silent Scope,0,1,0.0
5033,Final Fantasy Adventure,0,1,0.0
5039,EA Sports MMA,1,1,0.0
5043,MediEvil II,0,1,0.0
5044,Guitar Hero On Tour: Modern Hits,0,1,0.0
5047,Rogue Trip: Vacation 2012,1,1,0.0
5050,Pokemon Channel,0,1,0.0
5053,Moto Racer World Tour,1,1,0.0
5054,NCAA Final Four 2000,1,1,0.0
5066,Toukiden: The Age of Demons,1,1,0.0
5068,Dance Dance Revolution Ultramix 3,1,1,0.0
5072,The Legend of Spyro: A New Beginning,0,1,0.0
5073,Pro Evolution Soccer 2011 3D,1,1,0.0
5074,Shin Megami Tensei: Devil Survivor Overclocked,0,1,0.0
5075,Dragon Ball Z: Attack of the Saiyans,0,1,0.0
5080,Quake 4,1,1,0.0
5084,Super Dragon Ball Z,1,1,0.0
5091,Tobal 2,1,1,0.0
5097,Kingdom Under Fire: Circle of Doom,1,1,0.0
5098,NBA Inside Drive 2002,1,1,0.0
5101,Kileak: The DNA Imperative,0,1,0.0
5103,Mini Ninjas,0,1,0.0
5106,Hell's Kitchen: The Game,1,1,0.0
5108,"Monsters, Inc. Scream Arena",1,1,0.0
5109,Reel Fishing III,1,1,0.0
5113,High Heat Major League Baseball 2003,1,1,0.0
5115,Super Formation Soccer 94,1,1,0.0
5125,Turok: Rage Wars,1,1,0.0
5126,Scooby-Doo! Classic Creep Capers,0,1,0.0
5130,Command & Conquer: Red Alert 3 Ultimate Edition,1,1,0.0
5135,Barbie Horse Adventures: Blue Ribbon Race,0,1,0.0
5137,Wanted: Weapons of Fate,0,1,0.0
5141,NFL Street 2 Unleashed,1,1,0.0
5143,FIFA Street 2,1,1,0.0
5144,Bottom of the 9th,1,1,0.0
5145,Theatrhythm Final Fantasy: Curtain Call,1,1,0.0
5146,Trauma Center: Under the Knife,0,1,0.0
5147,Shin Megami Tensei II,0,1,0.0
5148,Xenosaga Episode III: Also sprach Zarathustra,0,1,0.0
5150,Sid Meier's Civilization: Beyond Earth,1,1,0.0
5152,Virtua Fighter 3tb,1,1,0.0
5164,My Horse & Me,1,1,0.0
5166,Zero4 Champ RR,1,1,0.0
5167,Dragon Ball Z: Infinite World,1,1,0.0
5170,ESPN X Games Skateboarding,1,1,0.0
5171,Bejeweled 3,0,1,0.0
5176,High Heat Major League Baseball 2004,1,1,0.0
5180,Valkyrie Profile: Lenneth,0,1,0.0
5184,LocoRoco 2,1,1,0.0
5185,Monster Rancher 3,1,1,0.0
5189,MechWarrior 2: 31st Century Combat,1,1,0.0
5190,Earth Defense Force 2025,1,1,0.0
5191,Hamtaro: Ham-Ham Heartbreak,0,1,0.0
5192,Okage: Shadow King,0,1,0.0
5196,Tropico 4,0,1,0.0
5200,Kirby's Dream Land 3,1,1,0.0
5206,Tetrisphere,1,1,0.0
5213,AMF Bowling World Lanes,0,1,0.0
5214,MechAssault 2: Lone Wolf,1,1,0.0
5217,Breath of Fire II,0,1,0.0
5221,Teenage Mutant Ninja Turtles: Smash-Up,1,1,0.0
5222,Kinectimals: Now with Bears!,0,1,0.0
5230,Dark Void,0,1,0.0
5235,Arc the Lad: Twilight of the Spirits,0,1,0.0
5236,Dance Dance Revolution 3rdMix,1,1,0.0
5237,Ryu Ga Gotoku Kenzan!,0,1,0.0
5241,Chicken Shoot,1,1,0.0
5242,Company of Heroes 2,1,1,0.0
5244,We Sing Deutsche Hits,0,1,0.0
5245,Boxer's Road,0,1,0.0
5251,South Park Rally,1,1,0.0
5254,Mega Man Zero Collection,0,1,0.0
5255,Arctic Thunder,1,1,0.0
5261,Formula 1 Championship Edition,1,1,0.0
5266,Trauma Center: Second Opinion,0,1,0.0
5271,Suikoden V,0,1,0.0
5272,Picross 2,0,1,0.0
5274,Battalion Wars 2,1,1,0.0
5275,Outlaw Golf 2,1,1,0.0
5276,SpongeBob's Boating Bash,1,1,0.0
5279,Momotarou Dentetsu 12,1,1,0.0
5282,Batman: Rise of Sin Tzu,0,1,0.0
5287,Fossil Fighters: Frontier,0,1,0.0
5288,Star Fox: Zero,1,1,0.0
5289,Mega Man X3,0,1,0.0
5291,Stunt Race FX,1,1,0.0
5292,Bloody Roar 3,1,1,0.0
5293,WWE Crush Hour,1,1,0.0
5294,Persona 2: Eternal Punishment,0,1,0.0
5295,Star Wars: Flight of the Falcon,0,1,0.0
5297,Pac-Man All-Stars,1,0,0.0
5298,Def Jam Rapstar,0,1,0.0
5303,Mega Man ZX Advent,1,1,0.0
5305,Sniper: Ghost Warrior 2,1,1,0.0
5308,Supreme Commander 2,1,1,0.0
5309,Resident Evil: Dead Aim,0,1,0.0
5320,Guilty Gear X2,1,1,0.0
5331,Metal Arms: Glitch in the System,1,1,0.0
5334,Rally Cross 2,1,1,0.0
5337,Lunar 2: Eternal Blue Complete,0,1,0.0
5339,Rugrats: Royal Ransom,1,1,0.0
5340,Disney Fairies: Tinker Bell and the Great Fairy Rescue,1,1,0.0
5342,F1 Race Stars,1,1,0.0
5356,Dynasty Warriors 5 Empires,1,1,0.0
5357,SoulCalibur,0,1,0.0
5365,Tenchu Z,0,1,0.0
5367,Driver 2 Advance,1,1,0.0
5368,Monster Rancher 4,1,1,0.0
5371,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,0,1,0.0
5376,Radiant Historia,0,1,1.0
5378,Super Bust-A-Move,1,1,0.0
5380,Thunderstrike: Operation Phoenix,0,1,0.0
5381,Alien's Return,0,1,0.0
5384,Kameo: Elements of Power,1,1,0.0
5386,WWE Day of Reckoning 2,1,1,0.0
5387,Dynasty Warriors 6 Empires,1,1,0.0
5390,The Adventures of Tintin: The Game,0,1,0.0
5392,Silent Hill HD Collection,0,1,0.0
5393,Night Warriors: Darkstalkers' Revenge,1,1,0.0
5394,Off Road Challenge,1,1,0.0
5395,Bank Heist,0,1,0.0
5397,Tom Clancy's Ghost Recon: Shadow Wars,1,1,0.0
5398,Backstreet Billiards,1,1,0.0
5402,Leisure Suit Larry: Magna Cum Laude,0,1,0.0
5410,Puzzle Quest: Challenge of the Warlords,1,1,0.0
5411,Star Ocean: Second Evolution,0,1,0.0
5412,My Baby Boy,0,1,0.0
5413,Tiny Tank,1,1,0.0
5414,Jonah Lomu Rugby Challenge,1,1,0.0
5423,Pony Friends 2,0,1,0.0
5426,Persona 5,0,1,1.0
5427,The Eye of Judgment,1,1,0.0
5440,Operation Flashpoint: Red River,1,1,0.0
5441,Ninja Blade,0,1,0.0
5446,Pandora's Tower,0,1,0.0
5447,Binary Domain,1,1,0.0
5448,The King of Fighters XIII,1,1,0.0
5449,Beyond Good & Evil,0,1,1.0
5450,Banjo-Kazooie: Grunty's Revenge,1,1,0.0
5451,Bomberman World,1,1,0.0
5458,Tales of the World: Radiant Mythology 2,0,1,0.0
5461,Ape Escape Academy,1,1,0.0
5465,Ultimate Marvel vs. Capcom 3,1,1,0.0
5467,Planet Puzzle League,1,1,0.0
5470,Naruto: Rise of a Ninja,1,1,0.0
5473,Klonoa 2: Lunatea's Veil,0,1,1.0
5474,Deus Ex: Invisible War,0,1,1.0
5480,NCAA Basketball 10,1,1,0.0
5486,Kelly Slater's Pro Surfer,1,1,0.0
5488,Sonic Boom: Rise of Lyric,0,1,0.0
5489,Legends of Wrestling II,1,1,0.0
5491,Little Deviants,1,1,0.0
5499,Deus Ex: Mankind Divided,1,1,1.0
5502,Dragon Ball Z: Battle of Z,1,1,0.0
5505,GT Advance Championship Racing,1,1,0.0
5506,Way of the Samurai 2,0,1,0.0
5507,FIFA Street 3,0,1,0.0
5509,BattleTanx,1,1,0.0
5511,Battlestations: Pacific,1,1,0.0
5512,Pitfall 3D: Beyond the Jungle,0,1,0.0
5513,Disgaea 2: Cursed Memories,0,1,0.0
5516,Clock Tower 3,0,1,0.0
5521,Elebits,1,1,0.0
5522,"Warhammer 40,000: Squad Command",1,1,0.0
5524,Disgaea: Hour of Darkness,1,1,0.0
5526,SSX Blur,1,1,0.0
5537,NCAA GameBreaker 2001,1,1,0.0
5543,Golden Axe: Beast Rider,0,1,0.0
5551,NBA Live 96,1,1,0.0
5554,Dragon Ball Z: Extreme Butoden,0,1,0.0
5558,Dead Rising 2: Off the Record,1,1,0.0
5559,Frogger II: Threeedeep!,1,1,0.0
5560,Etrian Odyssey III: The Drowned City,0,1,0.0
5569,Shin Nippon Pro Wrestling: Toukon Retsuden,1,1,0.0
5571,Pinball Hall of Fame: The Gottlieb Collection,1,1,0.0
5575,Overlord II,1,1,0.0
5578,The Witcher: Enhanced Edition,0,1,0.0
5580,Nicktoons: Movin',1,1,0.0
5583,SWAT: Global Strike Team,1,1,0.0
5584,Championship Bass,1,1,0.0
5592,Shin Megami Tensei: Devil Survivor 2,0,1,0.0
5593,NHL Breakaway 98,1,1,0.0
5597,Kinetica,1,1,0.0
5598,Beautiful Katamari,1,1,0.0
5604,Ben 10 Ultimate Alien: Cosmic Destruction,0,1,0.0
5611,OverBlood,0,1,0.0
5612,ESPN X-Games Pro Boarder,1,1,0.0
5613,Murdered: Soul Suspect,0,1,0.0
