,Name,multiplayer,singleplayer,awarded
10598,Sudoku Mania,1,1,0.0
10600,Rolling Stone: Drum King,1,1,0.0
10601,Jade Cocoon 2,1,1,0.0
10602,Lord of Apocalypse,0,1,0.0
10603,Bejeweled Twist,0,1,0.0
10612,Bullet Witch,0,1,0.0
10616,SNK vs. Capcom: SVC Chaos,1,1,0.0
10621,Dragonseeds,1,1,0.0
10623,Opoona,0,1,0.0
10627,Alien Hominid,1,1,0.0
10632,Aidyn Chronicles: The First Mage,0,1,0.0
10634,Virtual Pool 64,1,1,0.0
10635,Indy Racing 2000,1,1,0.0
10636,Flying Dragon,1,1,0.0
10638,Lode Runner 3-D,0,1,0.0
10648,Cate West: The Vanishing Files,1,1,0.0
10654,NBA Ballers: Rebound,1,1,0.0
10655,King's Field: The Ancient City,0,1,0.0
10657,Silent Scope Complete,0,1,0.0
10660,Atelier Sophie: The Alchemist of the Mysterious Book,0,1,0.0
10672,Crime Crackers,0,1,0.0
10675,Micro Machines V3,1,1,0.0
10684,Zero4 Champ RR-Z,1,1,0.0
10686,Tales of Innocence R,1,1,0.0
10691,Age of Empires II: The Age of Kings,1,1,0.0
10692,"Warhammer 40,000: Dawn of War II - Chaos Rising",1,1,0.0
10696,Code Lyoko: Quest for Infinity,0,1,0.0
10704,Universal Studios Theme Parks Adventure,1,1,0.0
10707,Piglet's Big Game,0,1,0.0
10712,System Flaw,0,1,0.0
10719,Burnout Paradise: The Ultimate Box,1,1,1.0
10724,Star Trek: Shattered Universe,0,1,0.0
10726,Ultra Street Fighter IV,1,1,0.0
10729,Championship Pony,0,1,0.0
10734,Power Stone Collection,1,1,0.0
10738,Mana Khemia: Student Alliance,1,1,0.0
10740,EyeToy: Operation Spy,0,1,0.0
10742,MotoGP 07,1,1,0.0
10743,Touch Detective,0,1,0.0
10749,Descent Maximum,1,1,0.0
10751,"Blast Works: Build, Trade, Destroy",1,1,0.0
10754,Shining Force EXA,0,1,0.0
10757,Shadow Tower,1,1,0.0
10766,Guilty Gear Isuka,1,1,0.0
10769,Shadow Master,1,1,0.0
10770,Global Touring Challenge: Africa,0,1,0.0
10773,Tokimeki Memorial: Taisen Pazurudama,0,1,0.0
10774,InuYasha: Secret of the Divine Jewel,0,1,0.0
10775,MotoGP 2,1,1,0.0
10784,Ar tonelico: Melody of Elemia,0,1,0.0
10786,Sol Trigger,0,1,0.0
10788,Castlevania Double Pack,0,1,0.0
10791,Steel Battalion,0,1,0.0
10799,Mind Quiz,0,1,0.0
10800,Populous DS,1,1,0.0
10803,Cartoon Network: Punch Time Explosion,1,1,0.0
10809,SNK vs. Capcom Card Fighters DS,1,1,0.0
10814,ReCore,0,1,0.0
10817,Shox,1,1,0.0
10824,Disney's Aladdin in Nasira's Revenge,0,1,0.0
10829,Egg Monster Hero,0,1,0.0
10830,Rock Band Country Track Pack 2,1,1,0.0
10831,Darkest of Days,0,1,0.0
10832,Whacked!,1,1,0.0
10842,Raven Squad: Operation Hidden Dagger,1,1,0.0
10846,Medieval II: Total War,1,1,0.0
10850,Speed Kings,1,1,0.0
10852,The King of Fighters XIV,1,1,0.0
10853,Langrisser V: The End of Legend,0,1,0.0
10858,Populous: The Beginning,1,1,0.0
10859,Rygar: The Battle of Argus,0,1,0.0
10861,Rosco McQueen: Firefighter Extreme,0,1,0.0
10862,Terranigma,0,1,0.0
10865,Forever Kingdom,0,1,0.0
10866,Blitz: Overtime,1,1,0.0
10868,Altered Beast: Guardian of the Realms,1,1,0.0
10871,Shining Tears,0,1,0.0
10874,Gradius V,0,1,0.0
10875,X-COM: UFO Defense,0,1,0.0
10876,Raiden Fighters Aces,0,1,0.0
10888,The Legend of Heroes: A Tear of Vermillion,0,1,0.0
10889,Digimon World: Next Order,0,1,0.0
10891,The Crew: Wild Run,1,1,0.0
10892,ESPN NBA 2Night,1,1,0.0
10898,Digimon Rumble Arena 2,1,1,0.0
10902,"Prinny 2: Dawn of Operation Panties, Dood!",0,1,0.0
10905,Shockwave Assault,0,1,0.0
10906,echochrome,0,1,0.0
10907,Ribbit King,1,1,0.0
10915,Ninja Gaiden Black,0,1,0.0
10923,Brain Age: Concentration Training,1,1,0.0
10924,Henry Hatsworth in the Puzzling Adventure,0,1,0.0
10930,Bloody Roar 4,1,1,0.0
10939,WSC Real 11: World Snooker Championship,1,1,0.0
10941,Crash Boom Bang!,1,1,0.0
10950,Black & White 2,0,1,0.0
10951,GripShift,1,1,0.0
10958,Wonder World Amusement Park,1,1,0.0
10959,Return Fire,1,1,0.0
10960,Lock's Quest,1,1,0.0
10962,Wild ARMs: Alter Code F,0,1,0.0
10963,Bomberman Max 2: Blue Advance,1,1,0.0
10970,Rapid Reload,0,1,0.0
10971,New Legends,0,1,0.0
10972,Total Overdose: A Gunslinger's Tale in Mexico,0,1,0.0
10974,Island Xtreme Stunts,0,1,0.0
10975,Fighting Fantasy: The Warlock of Firetop Mountain,0,1,0.0
10976,Agassi Tennis Generation,1,1,0.0
10977,Young Justice: Legacy,1,1,0.0
10978,Metal Slug X,0,1,0.0
10981,Driver: Renegade,0,1,0.0
10983,Romance of the Three Kingdoms X,0,1,0.0
10984,Brigandine: The Legend of Forsena,1,1,0.0
10992,Pokemon Rumble World,0,1,0.0
10994,Beaterator,0,1,0.0
10995,Skies of Arcadia,0,1,0.0
10997,Demon Chaos,0,1,0.0
10999,Cake Mania: Main Street,0,1,0.0
11001,Blood of Bahamut,1,1,0.0
11010,Disney Art Academy,0,1,0.0
11024,Hello Kitty's Cube Frenzy,0,1,0.0
11028,Agatha Christie: Evil Under the Sun,0,1,0.0
11030,Astro Boy: Omega Factor,0,1,0.0
11032,Fullmetal Alchemist: Dual Sympathy,0,1,0.0
11034,Last Rebellion,0,1,0.0
11041,Rugby 2005,0,1,0.0
11044,Ratchet & Clank Future: Quest for Booty,0,1,0.0
11045,V-Rally Edition 99,1,1,0.0
11046,Saikyou Habu Shogi,0,1,0.0
11047,Castlevania Dracula X,0,1,0.0
11048,Golden Nugget 64,1,1,0.0
11049,Robotron 64,0,1,0.0
11054,Tunnel B1,0,1,0.0
11058,Porsche Challenge,1,1,0.0
11062,Mimana Iyar Chronicle,0,1,0.0
11067,Jambo! Safari Animal Rescue,1,1,0.0
11079,Mystic Heroes,1,1,0.0
11083,MLB Superstars,1,1,0.0
11087,Clockwork Knight,0,1,0.0
11097,Dark Angel: Vampire Apocalypse,0,1,0.0
11108,Super Puzzle Fighter II,1,1,1.0
11115,Wacky World of Sports,1,1,0.0
11120,Data East Arcade Classics,1,1,0.0
11123,Crimson Sea,0,1,0.0
11127,Lethal Enforcers,1,1,0.0
11128,Knights in the Nightmare,0,1,0.0
11129,Romance of the Three Kingdoms XII,1,1,0.0
11131,Ikaruga,0,1,0.0
11133,Hyperdimension Neptunia Re;Birth 2,0,1,0.0
11135,Nobunaga's Ambition: Iron Triangle,1,0,0.0
11138,Harvest Moon: Boy & Girl,0,1,0.0
11143,Viewtiful Joe: Red Hot Rumble,1,1,0.0
11147,Age of Mythology,1,1,0.0
11157,My Stop Smoking Coach: Allen Carr's EasyWay,1,1,0.0
11158,Star Wars: Empire at War,1,1,0.0
11165,Bomberman Land Touch!,1,1,0.0
11166,Battle Fantasia,1,1,0.0
11173,Spectral Force 3,0,1,0.0
11178,Escape Dead Island,0,1,0.0
11180,Fire Pro Wrestling Returns,1,1,0.0
11181,Brain Voyage,0,1,0.0
11187,Rollcage Stage II,1,1,0.0
11188,Samurai Warriors 2: Xtreme Legends,1,1,0.0
11195,Counter-Strike: Source,1,0,0.0
11203,Adventure Time: The Secret of the Nameless Kingdom,0,1,0.0
11208,Knights Contract,0,1,0.0
11212,Might & Magic Heroes VII,1,1,0.0
11220,Wizardry: Tale of the Forsaken Land,0,1,0.0
11223,ChuChu Rocket!,1,1,0.0
11226,Ys I & II Chronicles,0,1,1.0
11228,Edna & Harvey: Harvey's New Eyes,0,1,0.0
11230,Cartoon Network: Punch Time Explosion XL,1,1,0.0
11242,Ys VIII: Lacrimosa of Dana,0,1,0.0
11243,Build 'n Race,1,1,0.0
11246,Wing Commander IV: The Price of Freedom,0,1,0.0
11248,MetropolisMania,0,1,0.0
11249,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,0,1,0.0
11251,Guilty Gear XX Accent Core Plus,1,1,0.0
11254,Princess Maker 2,0,1,0.0
11255,Ephemeral Fantasia,0,1,0.0
11265,Lara Croft and the Temple of Osiris,1,1,0.0
11267,Koudelka,0,1,0.0
11268,Disgaea Infinite,0,1,0.0
11276,America's Army: True Soldiers,1,1,0.0
11283,MX vs. ATV Supercross,1,1,0.0
11288,Battlefield 2,1,1,1.0
11289,Frantix,0,1,0.0
11290,Sega GT Online,1,1,0.0
11303,Elebits: The Adventures of Kai and Zero,1,1,0.0
11307,Wildlife Park 3,0,1,0.0
11311,Warriors Orochi 3 Hyper,1,1,0.0
11312,Zoids: Legacy,0,1,0.0
11317,Onimusha Tactics,0,1,0.0
11319,TOCA Race Driver 3,1,1,0.0
11320,Sports Collection,1,1,0.0
11321,Konami Classics Vol. 1,1,1,0.0
11325,Ultimate Brain Games,1,1,0.0
11329,Gundam Seed: Battle Assault,1,1,0.0
11333,Miami Nights: Singles in the City,1,1,0.0
11337,RTX Red Rock,1,1,0.0
11338,Nano Assault,0,1,0.0
11339,X Rebirth,0,1,0.0
11343,Shining Force: Resurrection of the Dark Dragon,0,1,0.0
11344,Shining Soul II,1,1,0.0
11348,Hello Kitty: Roller Rescue,1,1,0.0
11350,Metal Slug Advance,0,1,0.0
11351,Pac-Man World Rally,1,1,0.0
11352,Gradius Galaxies,0,1,0.0
11355,Blades of Blood: Samurai Shodown III,1,1,0.0
11357,Puchi Puchi Virus,1,1,0.0
11363,Godzilla Generations,0,1,0.0
11366,Forbidden Siren 2,0,1,0.0
11370,Shin Megami Tensei: Digital Devil Saga 2,0,1,0.0
11371,Death Jr. and the Science Fair of Doom,1,1,0.0
11374,Zatch Bell! Mamodo Battles,1,1,0.0
11378,Iron Man / X-O Manowar in Heavy Metal,1,1,0.0
11380,Pimp My Ride: Street Racing,0,1,0.0
11389,Grand Prix Challenge,1,1,0.0
11390,Super Robot Taisen OG Saga: Endless Frontier,0,1,0.0
11399,Initial D: Extreme Stage,0,1,0.0
11400,Pinobee: Wings of Adventure,0,1,0.0
11401,State of Emergency 2,0,1,0.0
11408,Fatal Frame III: The Tormented,0,1,0.0
11409,Zero: Tsukihami no Kamen,0,1,0.0
11411,Seven Samurai 20XX,0,1,0.0
11417,Ultimate Ghosts 'n Goblins,0,1,0.0
11418,Slayers Royal,0,1,0.0
11419,Swingerz Golf,1,1,0.0
11422,C.O.P.: The Recruit,0,1,0.0
11428,Nobunaga's Ambition: Rise to Power,1,0,0.0
11436,Worms: A Space Oddity,1,1,0.0
11437,Steins;Gate: Hiyoku Renri no Darling,0,1,0.0
11441,Far Cry Vengeance,1,1,0.0
11444,Bangai-O Spirits,1,1,0.0
11448,Smuggler's Run: Warzones,1,1,0.0
11450,R/C Stunt Copter,1,1,0.0
11453,Final Fantasy VI,0,1,0.0
11458,The Legend of Alon D'ar,1,1,0.0
11462,Black/Matrix,0,1,0.0
11466,The Sims 3: Fast Lane Stuff,0,1,0.0
11467,TrackMania DS,1,1,0.0
11474,The Space Bar,0,1,0.0
11478,Wetrix,1,1,0.0
11479,NHL Breakaway 99,1,1,0.0
11481,Iggy's Reckin' Balls,1,1,0.0
11484,Samurai Western,1,1,0.0
11485,"Warhammer 40,000: Dawn of War II - Retribution",1,1,0.0
11486,Line Rider 2: Unbound,1,1,0.0
11487,Earth Defense Force 2017,1,1,0.0
11495,Soul Bubbles,0,1,0.0
11496,Gradius III and IV,1,1,0.0
11501,Incredible Crisis,0,1,0.0
11505,Samurai Shodown III,1,1,0.0
11513,Silent Hunter III,1,1,0.0
11519,Serious Sam 3: BFE,1,1,0.0
11520,MXGP 2,1,1,0.0
11529,A-Train,0,1,0.0
11530,Hidden Invasion,1,1,0.0
11539,Code Lyoko: Fall of X.A.N.A.,1,1,0.0
11552,Just Dance: Disney Party 2,1,1,0.0
11554,Boxing Fever,1,1,0.0
11560,New International Track & Field,1,1,0.0
11572,Evolution Worlds,0,1,0.0
11583,Sub Rebellion,0,1,0.0
11586,Tokimeki Memorial 4,0,1,0.0
11594,Ape Escape: Pumped & Primed,1,1,0.0
11595,Alien Syndrome,1,1,0.0
11598,Outlaw Tennis,1,1,0.0
11600,The Golf Club,1,1,0.0
11602,Agatha Christie: And Then There Were None,0,1,0.0
11605,We Sing Rock!,1,1,0.0
11611,Phantasy Star Online Episode III: C.A.R.D. Revolution,1,1,0.0
11612,Nanashi no Game,0,1,0.0
11614,Cosmic Family,0,1,0.0
11621,MLB Front Office Manager,1,1,0.0
11623,Deep Fear,0,1,0.0
11627,Dragon's Dogma Online,1,0,0.0
11630,Ultimate Duck Hunting,1,1,0.0
11640,Dragon Slayer: The Legend of Heroes,0,1,0.0
11644,Infernal: Hell's Vengeance,0,1,0.0
11645,Guilty Gear XX Slash,1,1,0.0
11647,Urban Reign,1,1,0.0
11649,Slayers Royal 2,0,1,0.0
11665,No One Can Stop Mr. Domino!,0,1,0.0
11667,GT Advance 3: Pro Concept Racing,1,1,0.0
11668,PQ: Practical Intelligence Quotient,0,1,0.0
11669,Duke Nukem: Land of the Babes,1,1,0.0
11671,Dragon Force II: Kamisarishi Daichi ni,0,1,0.0
11673,Monkey Hero,0,1,0.0
11674,Tokyo Beat Down,0,1,0.0
11678,The Lord of the Rings: The Battle for Middle-Earth,1,1,1.0
11685,Brothers in Arms: Furious 4,1,1,0.0
11686,Rogue Trooper: Quartz Zone Massacre,1,1,1.0
11691,World Tour Soccer 06,1,1,0.0
11692,Stella Deus: The Gate of Eternity,0,1,0.0
11699,P.T.O. IV: Pacific Theater of Operations,0,1,0.0
11705,Mind Quiz: Your Brain Coach,0,1,0.0
11708,Codename: Kids Next Door: Operation S.O.D.A.,0,1,0.0
11709,Far Cry Instincts Evolution,1,1,0.0
11720,Disaster: Day of Crisis,0,1,0.0
11726,My Fun Facts Coach,1,1,0.0
11730,Kung Fu Panda: Legendary Warriors,1,1,0.0
11733,Yoru no Nai Kuni,0,1,0.0
11738,Gale Racer,1,1,0.0
11746,Torchlight,0,1,1.0
11748,Magic Pengel: The Quest for Color,1,1,0.0
11749,Super Baseball,1,1,0.0
11751,Formula One World Championship: Beyond the Limit,1,1,0.0
11763,Zumba Fitness Core,1,1,0.0
11771,Gundam Battle Tactics,1,1,0.0
11774,Sky Gunner,0,1,0.0
11781,Picture Perfect Hair Salon,0,1,0.0
11788,Overlord: Minions,0,1,0.0
11789,The Rub Rabbits!,0,1,0.0
11791,Saint Seiya: Brave Soldiers,1,1,0.0
11798,Smashing Drive,1,1,0.0
11799,Mega Man Xtreme,0,1,0.0
11801,SimCity 4: Deluxe Edition,0,1,1.0
11802,Bomberman Max 2: Red Advance,1,1,0.0
11805,CSI: Dark Motives,0,1,0.0
11812,Hang On GP,0,1,0.0
11813,Goodbye Deponia,0,1,0.0
11816,Mega Man Xtreme 2,0,1,0.0
11819,Sigma Harmonics,0,1,0.0
11820,Kessen III,1,1,0.0
11821,Harlem Globetrotters: World Tour,0,1,0.0
11824,Aero Elite: Combat Academy,1,1,0.0
11828,Wrath Unleashed,1,1,0.0
11834,Roll Away,1,1,0.0
11837,Maximum Chase,0,1,0.0
11838,Mugen Souls Z,0,1,0.0
11840,Spot Goes to Hollywood,0,1,0.0
11841,Teenage Mutant Ninja Turtles: Mutants in Manhattan,1,1,0.0
11842,G Darius,1,1,0.0
11846,Invizimals: The Alliance,1,1,0.0
11849,Rugby League 3,1,1,0.0
11854,Romance of the Three Kingdoms XI,1,1,0.0
11855,Digimon World Championship,0,1,0.0
11866,TMNT: Mutant Melee,1,1,0.0
11880,Circus Maximus: Chariot Wars,0,1,0.0
11887,Elements of Destruction,1,1,0.0
11888,Serious Sam: Next Encounter,1,1,0.0
11893,E.X. Troopers,1,1,0.0
11894,Robocalypse,1,1,0.0
11900,The King of Fighters: Evolution,1,1,0.0
11908,"Flower, Sun, and Rain",0,1,0.0
11910,The Legend of Heroes: Trails in the Sky Third Chapter,0,1,0.0
11912,Dave Mirra BMX Challenge,0,1,0.0
11914,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,1,1,0.0
11915,Alexi Lalas International Soccer,1,1,0.0
11918,NCAA College Football 2K3,1,1,0.0
11919,Monster Rancher Battle Card: Episode II,1,1,0.0
11922,Make 10: A Journey of Numbers,0,1,0.0
11923,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,0,1,0.0
11927,Galerians: Ash,0,1,0.0
11929,Haunting Ground,0,1,0.0
11933,Disney Sports Skateboarding,1,1,0.0
11934,Homie Rollerz,1,1,0.0
11935,Operation Darkness,0,1,0.0
11944,Fable: The Lost Chapters,0,1,0.0
11946,Romance of the Three Kingdoms IX,1,1,0.0
11949,Totaled!,1,1,0.0
11951,Ecco: The Tides of Time,0,1,0.0
11955,Football Manager 2010,1,1,0.0
11958,Vanguard Bandits,0,1,0.0
11965,Blast Radius,0,1,0.0
11972,Microsoft Flight Simulator 2004: A Century of Flight,1,1,0.0
11976,McFarlane's Evil Prophecy,1,1,0.0
11977,Emergency 2012,1,1,0.0
11981,Aero Gauge,1,1,0.0
11982,Battlezone: Rise of the Black Dogs,1,1,0.0
11984,Shadowgate 64: Trials of the Four Towers,0,1,0.0
11986,Super Robot Spirits,1,1,0.0
11987,Mia Hamm Soccer 64,1,1,0.0
11991,Hearts of Iron III,1,1,0.0
11995,Ant Nation,0,1,0.0
12007,Tecmo's Deception,0,1,0.0
12009,Anubis II,0,1,0.0
12015,Drake of the 99 Dragons,0,1,0.0
12016,Heavenly Guardian,1,1,0.0
12019,Crimson Sea 2,0,1,0.0
12024,IA/VT Colorful,0,1,0.0
12028,Port Royale 3,1,1,0.0
12029,RayStorm,1,1,0.0
12036,Colosseum: Road to Freedom,0,1,0.0
12045,Silpheed: The Lost Planet,0,1,0.0
12046,Enemy Front,1,1,0.0
12053,Tournament of Legends,1,1,0.0
12054,Xbox Live Arcade Unplugged Volume 1,1,1,0.0
12055,River City Ransom EX,1,1,0.0
12061,Crazy Taxi 2,0,1,0.0
12063,Tank! Tank! Tank!,1,1,0.0
12068,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,0,1,0.0
12075,Space Hulk: Vengeance of the Blood Angels,1,1,0.0
12077,Robot Alchemic Drive,1,1,0.0
12083,Dynasty Warriors DS: Fighter's Battle,1,1,0.0
12085,OverBlood 2,0,1,0.0
12088,Dragon Valor,0,1,0.0
12093,Firefighter F.D.18,0,1,0.0
12095,Secret Files: Tunguska,0,1,0.0
12109,Ninja Warriors,0,1,0.0
12113,Dragoneer's Aria,1,1,0.0
12114,TigerShark,1,1,0.0
12118,N+,1,1,0.0
12126,Lost in Blue 2,1,1,0.0
12128,Secret Service: Ultimate Sacrifice,0,1,0.0
12129,Alex Rider: Stormbreaker,0,1,0.0
12130,Deep Labyrinth,0,1,0.0
12134,Hammerin' Hero,1,1,0.0
12137,God Hand,0,1,0.0
12149,RedCard 20-03,1,1,0.0
12153,Future Tactics: The Uprising,1,1,0.0
12155,Cities XL 2012,0,1,0.0
12158,Heroes Phantasia,0,1,0.0
12159,Prince of Persia: The Fallen King,0,1,0.0
12161,The Book of Unwritten Tales 2,0,1,0.0
12168,Disney's Party,1,1,0.0
12174,Mega Man: Battle & Chase,1,1,0.0
12176,R-Type Command,1,1,0.0
12177,Age of Empires III: The Asian Dynasties,1,1,0.0
12178,Destrega,1,1,0.0
12180,The Final Round,1,1,0.0
12188,Kamen Rider: Dragon Knight,1,1,0.0
12194,Armored Core: Nine Breaker,1,1,0.0
12197,Fairy Fencer F: Advent Dark Force,0,1,0.0
12201,Monster Tale,0,1,0.0
12202,Tokobot,0,1,0.0
12205,The Guided Fate Paradox,0,1,0.0
12210,Pandemonium 2,0,1,0.0
12211,MotorStorm RC,1,1,0.0
12213,Fallout: Brotherhood of Steel,1,1,0.0
12220,Gunstar Super Heroes,0,1,0.0
12224,Frogger Advance: The Great Quest,0,1,0.0
12226,Dream C Club,0,1,0.0
12229,Pocky & Rocky with Becky,0,1,0.0
12230,Full Spectrum Warrior: Ten Hammers,1,1,0.0
12231,Streets of Rage 3,1,1,0.0
12242,Walt Disney Pictures Presents Enchanted,0,1,0.0
12246,Hot Wheels: Burnin' Rubber,1,1,0.0
12249,Chrysler Classic Racing,1,1,0.0
12251,Jam Sessions 2,0,1,0.0
12254,RPG Maker 3,0,1,0.0
12258,Desert Strike Advance,0,1,0.0
12259,Kabuki Warriors,1,1,0.0
12265,Escape from Bug Island,0,1,0.0
12268,Elite Forces: Unit 77,1,1,0.0
12277,Miami Vice: The Game,1,1,0.0
12280,Broken Sword 5: The Serpent's Curse,0,1,0.0
12290,XGRA: Extreme G Racing Association,1,1,0.0
12296,Ys vs. Sora no Kiseki: Alternative Saga,1,1,0.0
12298,Max & the Magic Marker,0,1,0.0
12301,Ray Tracers,0,1,0.0
12302,Monster Madness: Grave Danger,1,1,0.0
12307,Kururin Paradise,1,1,0.0
12312,Another Code R: A Journey into Lost Memories,0,1,0.0
12313,Gallop Racer 2004,1,1,0.0
12314,Rayman: Hoodlum's Revenge,0,1,0.0
12317,The Book of Unwritten Tales: The Critter Chronicles,0,1,0.0
12318,Octomania,1,1,0.0
12325,Crimson Gem Saga,0,1,0.0
12326,Legend of Kay,0,1,0.0
12327,Order Up!!,1,1,0.0
12328,Steambot Chronicles: Battle Tournament,1,1,0.0
12340,The Pinball of the Dead,0,1,0.0
12342,Arc the Lad: End of Darkness,0,1,0.0
12344,The King of Route 66,1,1,0.0
12351,Robotica,0,1,0.0
12353,Land of the Dead: Road to Fiddler's Green,1,1,0.0
12354,R-Types,0,1,0.0
12357,Osu! Tatakae! Ouendan,1,1,0.0
12360,Age of Empires Online,1,0,0.0
12363,The Legend of Heroes: Trails in the Sky Second Chapter,0,1,0.0
12367,From The Abyss,1,1,0.0
12369,Tron 2.0: Killer App,1,1,0.0
12372,Jurassic Park III: Park Builder,0,1,0.0
12373,Mario vs. Donkey Kong: Tipping Stars,0,1,0.0
12374,Unchained Blades,0,1,0.0
12377,Star Trek: Tactical Assault,1,1,0.0
12386,Spy Games: Elevator Mission,0,1,0.0
12388,Song of the Deep,0,1,0.0
12389,Earth Defense Force 2017 Portable,1,1,0.0
12395,Championship Surfer,1,1,0.0
12400,Tecmo Classic Arcade,1,1,0.0
12402,Valentino Rossi: The Game,1,1,0.0
12404,Mad Maestro!,0,1,0.0
12411,SpongeBob SquarePants: Plankton's Robotic Revenge,1,1,0.0
12413,Giants: Citizen Kabuto,1,1,0.0
12419,Muppets Party Cruise,1,1,0.0
12426,Devil's Third,1,1,0.0
12428,Arkanoid DS,0,1,0.0
12432,Zero Escape: Zero Time Dilemma,0,1,0.0
12451,Shining Force Feather,0,1,0.0
12452,S.T.A.L.K.E.R.: Call of Pripyat,1,1,0.0
12455,Big Bang Mini,1,1,0.0
12456,Cocoto Kart Racer,1,1,0.0
12458,Call of Cthulhu: Dark Corners of the Earth,1,1,0.0
12460,Coded Arms: Contagion,1,1,0.0
12462,Metal Gear Solid: Social Ops,1,1,0.0
12495,Serious Sam II,1,1,0.0
12498,Flipnic: Ultimate Pinball,0,1,0.0
12504,Top Gear Hyper-Bike,1,1,0.0
12510,Virtual Chess 64,1,1,0.0
12512,Mike Piazza's Strike Zone,0,1,0.0
12514,Star Soldier: Vanishing Earth,0,1,0.0
12516,Worms Blast,1,1,0.0
12524,Gun Showdown,1,1,1.0
12531,Combat Elite: WWII Paratroopers,1,1,0.0
12534,Ivy the Kiwi?,0,1,0.0
12535,Killer Loop,1,1,0.0
12543,Commandos: Strike Force,1,1,0.0
12544,Mobile Suit Gundam: Gundam vs. Zeta Gundam,1,1,0.0
12548,Guilty Gear X: Advance Edition,1,1,0.0
12550,Zoo Tycoon 2,0,1,0.0
12555,Pop Cutie! Street Fashion Simulation,1,1,0.0
12571,DuckTales: Remastered,0,1,0.0
12577,Klonoa Beach Volleyball,1,1,0.0
12580,Izuna 2: The Unemployed Ninja Returns,0,1,0.0
12582,Centipede: Infestation,0,1,0.0
12583,Mercury Meltdown,1,1,0.0
12585,3D Lemmings,0,1,0.0
12589,Broken Sword: The Shadow of the Templars,0,1,1.0
12591,Summon Night 6: Lost Borders,0,1,0.0
12601,Zendoku,1,1,0.0
12609,PoPoLoCrois,1,1,0.0
12611,Dragon Rage,0,1,0.0
12613,Dig Dug: Digging Strike,1,1,0.0
12615,Brave: A Warrior's Tale,0,1,0.0
12622,S.T.A.L.K.E.R.: Shadow of Chernobyl,1,1,1.0
12630,Gem Smashers,1,1,0.0
12632,G-Police: Weapons of Justice,0,1,0.0
12633,Killing Zone,1,1,0.0
12635,Policenauts,0,1,0.0
12636,Adventures of Lolo,0,1,0.0
12644,Project Setsuna,0,1,0.0
12653,Honeycomb Beat,0,1,0.0
12654,Broken Helix,0,1,0.0
12660,Nanostray,1,1,0.0
12666,Flip's Twisted World,0,1,0.0
12667,Tom Clancy's Ghost Recon: Advanced Warfighter,1,1,0.0
12668,Urban Chaos: Riot Response,1,1,0.0
12669,Generation of Chaos,0,1,0.0
12670,Teenage Mutant Ninja Turtles II: Back from the Sewers,0,1,0.0
12679,Yomawari,0,1,0.0
12680,Real Bout Garou Densetsu Special: Dominated Mind,1,1,0.0
12682,Vampire Rain: Altered Species,1,1,0.0
12686,Scurge: Hive,1,1,0.0
12689,Romance of the Three Kingdoms 13,0,1,0.0
12693,Ride to Hell,0,1,0.0
12694,Burning Rangers,0,1,0.0
12695,Mana Khemia: Alchemists of Al-Revis,1,1,0.0
12698,Zone of the Enders: The Fist of Mars,0,1,0.0
12699,Animorphs: Shattered Reality,0,1,0.0
12702,PopStar Guitar,1,1,0.0
12704,Blade Dancer: Lineage of Light,1,1,0.0
12709,Mobile Ops: The One Year War,0,1,0.0
12711,Chaos Rings III,0,1,0.0
12713,Senritsu no Stratus,0,1,0.0
12715,Rhapsody: A Musical Adventure,0,1,0.0
12716,Titan Quest,1,1,0.0
12720,Samurai Jack: The Shadow of Aku,1,1,0.0
12723,Zero Divide,1,1,0.0
12725,Tsugunai: Atonement,0,1,0.0
12727,Lost Kingdoms II,1,1,0.0
12729,Nights of Azure,0,1,0.0
12730,Dungeon Keeper 2,1,1,0.0
12732,The Lord of the Rings: The Battle for Middle-Earth II,1,1,0.0
12734,Dungeon Explorer: Warriors of Ancient Arts,1,1,0.0
12740,Broken Sword II: The Smoking Mirror,0,1,0.0
12744,Doki-Doki Universe,0,1,0.0
12749,Tom Clancy's Rainbow Six: Critical Hour,1,1,0.0
12750,Gothic 3,0,1,0.0
12771,A-Train 6,0,1,0.0
12774,ESPN International Winter Sports 2002,1,1,0.0
12777,Gold and Glory: The Road to El Dorado,0,1,0.0
12781,BattleBots: Beyond the BattleBox,1,1,0.0
12782,MX vs. ATV Supercross Encore,1,1,0.0
12788,Friends: The One with All the Trivia,1,1,0.0
12792,Gunbird,0,1,0.0
12796,Elemental Gearbolt,1,1,0.0
12804,V-Rally 3,1,1,0.0
12808,Pro Yakyuu Famista 2011,1,1,0.0
12812,Amazing Island,1,1,0.0
12813,SeaBlade,0,1,0.0
12815,Carmen Sandiego: The Secret of the Stolen Drums,0,1,0.0
12817,Activision Hits: Remixed,0,1,0.0
12818,Death Jr. II: Root of Evil,1,1,0.0
12819,Hail to the Chimp,0,1,0.0
12826,Airline Tycoon 2,1,1,0.0
12827,Worms World Party,1,1,0.0
12831,Final Fight: Streetwise,1,1,0.0
12834,Rebelstar: Tactical Command,1,1,0.0
12835,Kamen Rider: Battride War Genesis,1,1,0.0
