ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
Actraiser Renaissance,Actraiser Renaissance,23/9/2021,Switch,8,9,1
Actraiser Renaissance,Actraiser Renaissance,23/9/2021,Android,,-,Sin
Actraiser Renaissance,Actraiser Renaissance,23/9/2021,iPhone,,-,Sin
UnMetal,UnMetal,28/9/2021,PS4,,9.5,2
UnMetal,UnMetal,28/9/2021,XBOne,,-,Sin
Bonfire Peaks,Bonfire Peaks,30/9/2021,PS4,,-,Sin
Bonfire Peaks,Bonfire Peaks,30/9/2021,PS5,,-,Sin
The Legend of Tianding,The Legend of Tianding,2/11/2021,Switch,,-,Sin
Final Fantasy V Pixel Remaster,Final Fantasy V Pixel Remaster,10/11/2021,PC,8,8.5,2
Final Fantasy V Pixel Remaster,Final Fantasy V Pixel Remaster,10/11/2021,iPhone,,-,Sin
The Legend of Tianding,The Legend of Tianding,2/11/2021,PC,8,-,Sin
R-Type Final 2,R-Type Final 2,30/4/2021,PS4,7.9,9,6
R-Type Final 2,R-Type Final 2,30/4/2021,Switch,,-,Sin
R-Type Final 2,R-Type Final 2,30/4/2021,XBOne,,8,1
R-Type Final 2,R-Type Final 2,30/4/2021,PC,,-,Sin
Everhood,Everhood,4/3/2021,PC,,-,Sin
Scarlet Nexus,Scarlet Nexus,25/6/2021,XBOne,,8,1
Scarlet Nexus,Scarlet Nexus,25/6/2021,XSX,,9.66,3
Scarlet Nexus,Scarlet Nexus,25/6/2021,PC,,9.5,2
Scarlet Nexus,Scarlet Nexus,25/6/2021,PS5,7.9,6.88,8
Scarlet Nexus,Scarlet Nexus,25/6/2021,PS4,,-,Sin
R-Type Final 2,R-Type Final 2,30/4/2021,XSX,,10,1
Everhood,Everhood,4/3/2021,Switch,7.9,-,Sin
Oddworld: Soulstorm,Oddworld: Soulstorm,6/4/2021,PC,,7,1
Oddworld: Soulstorm,Oddworld: Soulstorm,6/4/2021,PS4,,8,4
World of Demons,World of Demons,Cancelado,iPhone,7.8,-,Sin
Eastward,Eastward,16/9/2021,PC,7.8,6.3,4
Cyber Shadow,Cyber Shadow,26/1/2021,PC,,-,Sin
Cyber Shadow,Cyber Shadow,26/1/2021,Switch,,-,Sin
Cyber Shadow,Cyber Shadow,26/1/2021,XBOne,,-,Sin
Cyber Shadow,Cyber Shadow,26/1/2021,PS4,7.8,9.08,3
Astalon: Tears of the Earth,Astalon: Tears of the Earth,3/6/2021,PC,7.8,7.66,3
Astalon: Tears of the Earth,Astalon: Tears of the Earth,3/6/2021,PS4,,8,2
Astalon: Tears of the Earth,Astalon: Tears of the Earth,3/6/2021,XBOne,,-,Sin
Astalon: Tears of the Earth,Astalon: Tears of the Earth,3/6/2021,Switch,,-,Sin
Greak: Memories of Azur,Greak: Memories of Azur,17/8/2021,PC,7.8,-,Sin
SnowRunner,Snow Runner,28/4/2020,PC,,10,1
Greak: Memories of Azur,Greak: Memories of Azur,17/8/2021,Switch,,-,Sin
Eldest Souls,Eldest Souls,29/7/2021,PC,,-,Sin
Eldest Souls,Eldest Souls,29/7/2021,Switch,7.8,-,Sin
Chorus,Chorus: Rise as One,3/12/2021,XSX,,-,Sin
Chorus,Chorus: Rise as One,3/12/2021,XBOne,,-,Sin
Chorus,Chorus: Rise as One,3/12/2021,PS5,7.8,8,1
Chorus,Chorus: Rise as One,3/12/2021,PS4,,-,Sin
Chorus,Chorus: Rise as One,3/12/2021,PC,,-,Sin
Jett: The Far Shore,Jett: The Far Shore,5/10/2021,PS5,7.8,9,1
Jett: The Far Shore,Jett: The Far Shore,5/10/2021,PC,,7,1
Jett: The Far Shore,Jett: The Far Shore,5/10/2021,PS4,,-,Sin
Oddworld: Soulstorm,Oddworld: Soulstorm,6/4/2021,PS5,7.8,7.35,12
The Gunk,The Gunk,16/12/2021,XSX,7.8,7.21,12
The Gunk,The Gunk,16/12/2021,XBOne,,7.5,2
The Gunk,The Gunk,16/12/2021,PC,,-,Sin
Webbed,Webbed,9/9/2021,PC,,8,1
Scott Pilgrim vs. The World: The Game - Complete Edition,Scott Pilgrim vs. The World: The Game - Complete Edition,14/1/2021,Switch,,-,Sin
Scott Pilgrim vs. The World: The Game - Complete Edition,Scott Pilgrim vs. The World: The Game - Complete Edition,14/1/2021,PS4,7.8,6.66,3
Scott Pilgrim vs. The World: The Game - Complete Edition,Scott Pilgrim vs. The World: The Game - Complete Edition,14/1/2021,XBOne,,-,Sin
Scott Pilgrim vs. The World: The Game - Complete Edition,Scott Pilgrim vs. The World: The Game - Complete Edition,14/1/2021,PC,,-,Sin
Gnosia,Gnosia,4/3/2021,Switch,7.8,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,XBOne,,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,XSX,,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,PS5,7.8,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,Switch,,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,PS4,,-,Sin
MotoGP 21,MotoGP 21,22/4/2021,PC,,7,1
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,PC,,-,Sin
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,PS4,,-,Sin
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,XBOne,,-,Sin
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,Switch,,-,Sin
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,PS5,7.8,5.8,4
Hot Wheels Unleashed,Hot Wheels Unleashed,30/9/2021,XSX,,-,Sin
Death's Door,Death's Door,20/7/2021,PC,,7.18,2
Death's Door,Death's Door,20/7/2021,XBOne,,8,1
Death's Door,Death's Door,20/7/2021,XSX,7.8,8.2,7
Save me Mr Tako: Definitive Edition,Save me Mr Tako: Definitive Edition,5/5/2021,PC,,-,Sin
Wraith: The Oblivion - Afterlife,Wraith: The Oblivion - Afterlife,25/5/2021,PC,7.8,-,Sin
Save me Mr Tako: Definitive Edition,Save me Mr Tako: Definitive Edition,5/5/2021,Switch,7.8,9,1
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,PC,,-,Sin
I Am Fish,I Am Fish,16/9/2021,PC,7.8,10,1
Tails of Iron,Tails of Iron,17/9/2021,PC,,-,Sin
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,PC,,-,Sin
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,XSX,7.8,8.51,11
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,PS5,,8.33,3
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,XBOne,,8,1
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,PS4,,9.4,4
Marvel's Guardians of the Galaxy,Guardianes de la Galaxia,26/10/2021,Switch,,-,Sin
Eastward,Eastward,16/9/2021,Switch,,8,1
Eldest Souls,Eldest Souls,29/7/2021,XSX,,-,Sin
Eldest Souls,Eldest Souls,29/7/2021,XBOne,,-,Sin
Eldest Souls,Eldest Souls,29/7/2021,PS4,,-,Sin
Eldest Souls,Eldest Souls,29/7/2021,PS5,,-,Sin
Greak: Memories of Azur,Greak: Memories of Azur,17/8/2021,PS5,,-,Sin
Greak: Memories of Azur,Greak: Memories of Azur,17/8/2021,XSX,,-,Sin
Tails of Iron,Tails of Iron,17/9/2021,XBOne,,-,Sin
Tails of Iron,Tails of Iron,17/9/2021,XSX,,-,Sin
Tails of Iron,Tails of Iron,17/9/2021,Switch,,-,Sin
I Am Fish,I Am Fish,16/9/2021,XSX,,-,Sin
I Am Fish,I Am Fish,16/9/2021,XBOne,,-,Sin
Tails of Iron,Tails of Iron,17/9/2021,PS5,7.8,-,Sin
Tails of Iron,Tails of Iron,17/9/2021,PS4,,-,Sin
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,Switch,7.8,-,Sin
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,PS5,,-,Sin
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,PS4,,-,Sin
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,XSX,,-,Sin
Treasures of the Aegean,Treasures of the Aegean,11/11/2021,XBOne,,-,Sin
Sable,Sable,23/9/2021,PC,7.7,8,4
Sable,Sable,23/9/2021,XBOne,,-,Sin
Shovel Knight Pocket Dungeon,Shovel Knight Pocket Dungeon,13/12/2021,PC,7.7,-,Sin
WRC 9,WRC 9 FIA World Rally Championship,3/9/2020,PC,,4,1
The Medium,The Medium,28/1/2021,XSX,7.7,8.06,64
The Medium,The Medium,28/1/2021,PC,,6.09,7
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,PC,,6.66,3
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,PS4,,7,1
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,XBOne,,7,2
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,Switch,7.7,9.17,8
Sable,Sable,23/9/2021,XSX,,7,1
Capcom Arcade Stadium,Capcom Arcade Stadium,18/2/2021,Switch,7.7,10,1
Doom 3: VR Edition,Doom 3: VR Edition,29/3/2021,PS4,7.7,9.66,3
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,PS5,,-,Sin
Alex Kidd in Miracle World DX,Alex Kidd in Miracle World DX,22/6/2021,XSX,,7,1
Very Very Valet,Very Very Valet,25/5/2021,Switch,7.7,-,Sin
Leisure Suit Larry - Wet Dreams Dry Twice,Leisure Suit Larry 2,23/10/2020,Switch,7.7,-,Sin
Leisure Suit Larry - Wet Dreams Dry Twice,Leisure Suit Larry 2,23/10/2020,PS4,,-,Sin
Leisure Suit Larry - Wet Dreams Dry Twice,Leisure Suit Larry 2,23/10/2020,XBOne,,-,Sin
The Medium,The Medium,28/1/2021,PS5,7.7,6.42,7
Shovel Knight Pocket Dungeon,Shovel Knight Pocket Dungeon,13/12/2021,Switch,,-,Sin
Shovel Knight Pocket Dungeon,Shovel Knight Pocket Dungeon,13/12/2021,PS4,,-,Sin
Samurai Warriors 5,Samurai Warriors 5,27/7/2021,PS4,7.6,-,Sin
Samurai Warriors 5,Samurai Warriors 5,27/7/2021,Switch,,-,Sin
Samurai Warriors 5,Samurai Warriors 5,27/7/2021,PC,,-,Sin
Samurai Warriors 5,Samurai Warriors 5,27/7/2021,XBOne,,-,Sin
Kaze and the Wild Masks,Kaze and the Wild Masks,26/3/2021,PC,,-,Sin
Juegos Olímpicos de Tokyo 2020: El videojuego oficial,Juegos Olímpicos de Tokio 2020,22/6/2021,PS4,7.5,-,Sin
Juegos Olímpicos de Tokyo 2020: El videojuego oficial,Juegos Olímpicos de Tokio 2020,22/6/2021,Switch,,-,Sin
Lost in Random,Lost in Random,10/9/2021,PC,,-,Sin
Juegos Olímpicos de Tokyo 2020: El videojuego oficial,Juegos Olímpicos de Tokio 2020,22/6/2021,XBOne,,6,1
Juegos Olímpicos de Tokyo 2020: El videojuego oficial,Juegos Olímpicos de Tokio 2020,22/6/2021,PC,,-,Sin
Black Book,Black Book,10/8/2021,PC,7.5,-,Sin
Black Book,Black Book,10/8/2021,Switch,,-,Sin
Black Book,Black Book,10/8/2021,XBOne,,-,Sin
Black Book,Black Book,10/8/2021,PS4,,-,Sin
Battle Axe,Battle Axe,22/4/2021,Switch,7.5,8.5,2
Mortal Shell,Mortal Shell,18/8/2020,PC,,7,2
TOEM,TOEM,17/9/2021,PC,,-,Sin
Lost in Random,Lost in Random,10/9/2021,Switch,,-,Sin
Lost in Random,Lost in Random,10/9/2021,PS4,,-,Sin
Lost in Random,Lost in Random,10/9/2021,XBOne,,-,Sin
Olija,Olija,28/1/2021,PC,7.5,7,1
Olija,Olija,28/1/2021,Switch,,-,Sin
Shin Megami Tensei III: Nocturne HD Remaster,Shin Megami Tensei 3 HD Remaster,25/5/2021,Switch,7.5,8,4
Shin Megami Tensei III: Nocturne HD Remaster,Shin Megami Tensei 3 HD Remaster,25/5/2021,PS4,,5.27,2
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2,29/1/2021,PS4,7.5,-,Sin
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2,29/1/2021,Switch,,-,Sin
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2,29/1/2021,PC,,9,1
Kaze and the Wild Masks,Kaze and the Wild Masks,26/3/2021,Switch,7.5,-,Sin
Kaze and the Wild Masks,Kaze and the Wild Masks,26/3/2021,PS4,,-,Sin
Kaze and the Wild Masks,Kaze and the Wild Masks,26/3/2021,XBOne,,-,Sin
Wonder Boy: Asha in Monster World,Wonder Boy: Asha in Monster World,28/5/2021,PS4,,-,Sin
Wonder Boy: Asha in Monster World,Wonder Boy: Asha in Monster World,28/5/2021,Switch,7.5,-,Sin
Wonder Boy: Asha in Monster World,Wonder Boy: Asha in Monster World,28/5/2021,PC,,-,Sin
Mighty Goose,Mighty Goose,5/6/2021,PC,,-,Sin
Atelier Ryza 2: Lost Legends & the Secret Fairy,Atelier Ryza 2,29/1/2021,PS5,,-,Sin
Story of Seasons: Pioneers of Olive Town,Story of Seasons: Pioneers of Olive Town,26/3/2021,Switch,7.5,9,1
El Shaddai: Ascension of the Metatron,El Shaddai: Ascension of the Metatron,9/9/2011,PC,7.5,7,1
Olija,Olija,28/1/2021,PS4,,-,Sin
Olija,Olija,28/1/2021,XBOne,,-,Sin
Mario Golf: Super Rush,Mario Golf: Super Rush,25/6/2021,Switch,7.5,6.11,8
Miitopia,Miitopia,28/7/2017,Switch,7.5,-,Sin
Knockout City,Knockout City,21/5/2021,PS4,,-,Sin
Knockout City,Knockout City,21/5/2021,XBOne,,8,1
Knockout City,Knockout City,21/5/2021,PC,7.5,8.5,2
Knockout City,Knockout City,21/5/2021,Switch,,-,Sin
Legend of Mana,Legend of Mana remaster,24/6/2021,Switch,,9,1
Legend of Mana,Legend of Mana remaster,24/6/2021,PS4,7.5,-,Sin
Legend of Mana,Legend of Mana remaster,24/6/2021,PC,,8,1
Blizzard Arcade Collection,Blizzard Colección Arcade,20/2/2021,PC,,7,1
Blizzard Arcade Collection,Blizzard Colección Arcade,20/2/2021,PS4,7.5,1,1
Blizzard Arcade Collection,Blizzard Colección Arcade,20/2/2021,XBOne,,-,Sin
Blizzard Arcade Collection,Blizzard Colección Arcade,20/2/2021,Switch,,-,Sin
Aliens: Fireteam Elite,Aliens Fireteam,24/8/2021,PC,7.5,4.75,3
Aliens: Fireteam Elite,Aliens Fireteam,24/8/2021,PS4,,-,Sin
Aliens: Fireteam Elite,Aliens Fireteam,24/8/2021,PS5,,5,2
Aliens: Fireteam Elite,Aliens Fireteam,24/8/2021,XBOne,,-,Sin
Aliens: Fireteam Elite,Aliens Fireteam,24/8/2021,XSX,,-,Sin
Blaster Master Zero 3,Blaster Master Zero III,29/7/2021,Switch,7.5,-,Sin
Blaster Master Zero 3,Blaster Master Zero III,29/7/2021,PS4,,-,Sin
Blaster Master Zero 3,Blaster Master Zero III,29/7/2021,PC,,-,Sin
Life is Strange: True Colors,Life is Strange 3,10/9/2021,PC,,7.57,3
Life is Strange: True Colors,Life is Strange 3,10/9/2021,PS4,,7.14,3
Life is Strange: True Colors,Life is Strange 3,10/9/2021,XBOne,,-,Sin
Life is Strange: True Colors,Life is Strange 3,10/9/2021,XSX,,8.18,2
Life is Strange: True Colors,Life is Strange 3,10/9/2021,PS5,7.5,6.36,2
Shin Megami Tensei III: Nocturne HD Remaster,Shin Megami Tensei 3 HD Remaster,25/5/2021,PC,,-,Sin
Blaster Master Zero 3,Blaster Master Zero III,29/7/2021,XBOne,,8,1
Golf Club: Wasteland,Golf Club: Wasteland,3/9/2021,PC,,7,1
Mighty Goose,Mighty Goose,5/6/2021,XSX,,-,Sin
Mighty Goose,Mighty Goose,5/6/2021,PS5,,-,Sin
Mighty Goose,Mighty Goose,5/6/2021,Switch,7.5,-,Sin
Mighty Goose,Mighty Goose,5/6/2021,PS4,,-,Sin
Mighty Goose,Mighty Goose,5/6/2021,XBOne,,-,Sin
Golf Club: Wasteland,Golf Club: Wasteland,3/9/2021,XBOne,,-,Sin
Golf Club: Wasteland,Golf Club: Wasteland,3/9/2021,PS4,,-,Sin
Golf Club: Wasteland,Golf Club: Wasteland,3/9/2021,Switch,7.5,-,Sin
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,Switch,,-,Sin
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,XSX,,9,1
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,PS5,7.5,9.09,3
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,PC,,-,Sin
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,XBOne,,9.09,2
Project Zero: Maiden of Black Water,Fatal Frame: Maiden of Black Water,28/10/2021,PS4,,8,2
Mario Party Superstars,Mario Party Superstars,29/10/2021,Switch,7.5,7.68,4
Blaster Master Zero 3,Blaster Master Zero III,29/7/2021,XSX,,8,1
Lost in Random,Lost in Random,10/9/2021,XSX,,-,Sin
Lost in Random,Lost in Random,10/9/2021,PS5,7.5,7.33,3
TOEM,TOEM,17/9/2021,Switch,7.5,-,Sin
TOEM,TOEM,17/9/2021,PS5,,-,Sin
Iron Harvest,Iron Harvest 1920+,1/9/2020,XSX,,-,Sin
Iron Harvest,Iron Harvest 1920+,1/9/2020,PS5,7.5,-,Sin
Lost Words: Beyond the Page,Lost Words: Beyond the Page,6/4/2021,PC,7.4,-,Sin
Lost Words: Beyond the Page,Lost Words: Beyond the Page,6/4/2021,XBOne,,6.9,2
The Sinking City,The Sinking City,27/6/2019,PC,,8.08,3
Lamentum,Lamentum,27/8/2021,PC,7.4,8.18,2
Lamentum,Lamentum,27/8/2021,Switch,,-,Sin
Zombie Army 4: Dead War,Zombie Army 4: Dead War,4/2/2020,PC,,-,Sin
Lamentum,Lamentum,27/8/2021,XBOne,,-,Sin
Lamentum,Lamentum,27/8/2021,PS4,,7.27,2
Lost Words: Beyond the Page,Lost Words: Beyond the Page,6/4/2021,Switch,,-,Sin
Lost Words: Beyond the Page,Lost Words: Beyond the Page,6/4/2021,PS4,,-,Sin
Before Your Eyes,Coda,8/4/2021,PC,7.4,-,Sin
Curse of the Dead Gods,Curse of the Dead Gods,23/2/2021,PC,7.4,-,Sin
Curse of the Dead Gods,Curse of the Dead Gods,23/2/2021,PS4,,-,Sin
Curse of the Dead Gods,Curse of the Dead Gods,23/2/2021,XBOne,,-,Sin
Curse of the Dead Gods,Curse of the Dead Gods,23/2/2021,Switch,,-,Sin
Blue Fire,Blue Fire,4/2/2021,Switch,,-,Sin
Blue Fire,Blue Fire,4/2/2021,PC,7.3,10,1
Ys IX: Monstrum Nox,Ys IX: Monstrum Nox,5/2/2021,Switch,7.3,8,1
House of Ashes,The Dark Pictures Anthology: House of Ashes,22/10/2021,PS4,,-,Sin
House of Ashes,The Dark Pictures Anthology: House of Ashes,22/10/2021,XBOne,,-,Sin
House of Ashes,The Dark Pictures Anthology: House of Ashes,22/10/2021,PC,,8,1
House of Ashes,The Dark Pictures Anthology: House of Ashes,22/10/2021,XSX,,-,Sin
House of Ashes,The Dark Pictures Anthology: House of Ashes,22/10/2021,PS5,7.3,7.5,2
Godstrike,Godstrike,15/4/2021,PC,7.3,8,1
Godstrike,Godstrike,15/4/2021,Switch,,-,Sin
Yaga,Yaga,12/1/2021,PC,7.2,-,Sin
Foregone,Foregone,13/10/2020,PC,,-,Sin
Maquette,Maquette,2/3/2021,PC,,-,Sin
Nongunz: Doppelganger Edition,Nongunz: Doppelganger Edition,6/5/2021,PC,,-,Sin
Nongunz: Doppelganger Edition,Nongunz: Doppelganger Edition,6/5/2021,PS4,,-,Sin
Nongunz: Doppelganger Edition,Nongunz: Doppelganger Edition,6/5/2021,XBOne,,-,Sin
Nongunz: Doppelganger Edition,Nongunz: Doppelganger Edition,6/5/2021,Switch,7.2,-,Sin
Maquette,Maquette,2/3/2021,PS5,7.2,6.18,2
Maquette,Maquette,2/3/2021,PS4,,-,Sin
Análisis,Análisis,31/10/2019,Switch,7.1,-,Sin
Evil Genius 2: World Domination,Evil Genius 2: World Domination,30/3/2021,PC,7,-,Sin
Edge of Eternity,Edge of Eternity,10/2/2022,PC,,-,Sin
Exo One,Exo One,18/11/2021,PC,7,8,1
Maneater,Maneater,22/5/2020,PC,,8.5,2
Mundaun,Mundaun,16/3/2021,PC,7,5,1
Ultra Age,Ultra Age,9/9/2021,PS4,7,-,Sin
Outriders,Outriders,1/4/2021,XBOne,,8,3
Outriders,Outriders,1/4/2021,PS4,,7.18,2
Outriders,Outriders,1/4/2021,PC,,8,1
Cris Tales,Cris Tales,20/7/2021,PC,7,9,1
No More Heroes 3,No More Heroes III,27/8/2021,Switch,7,7.73,12
Cris Tales,Cris Tales,20/7/2021,PS4,,-,Sin
Cris Tales,Cris Tales,20/7/2021,XBOne,,-,Sin
Cris Tales,Cris Tales,20/7/2021,Switch,,-,Sin
Spacebase Startopia,Spacebase Startopia,26/3/2021,PC,7,6,1
Boomerang X,Boomerang X,8/7/2021,PC,7,-,Sin
Predator: Hunting Grounds,Predator: Hunting Grounds,24/4/2020,PC,,-,Sin
Lake,Lake,1/9/2021,PC,7,6.6,5
Outriders,Outriders,1/4/2021,PS5,7,7.15,10
Outriders,Outriders,1/4/2021,XSX,,7.66,3
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Demon Slayer: Kimetsu no Yaiba  Hinokami Keppuutan,15/10/2021,PS4,7,9,5
Sniper Ghost Warrior Contracts 2,Sniper Ghost Warrior Contracts 2,4/6/2021,PC,,-,Sin
Sniper Ghost Warrior Contracts 2,Sniper Ghost Warrior Contracts 2,4/6/2021,PS4,7,5.66,3
Sniper Ghost Warrior Contracts 2,Sniper Ghost Warrior Contracts 2,4/6/2021,XBOne,,7,1
The Ascent,The Ascent,29/7/2021,XSX,7,8.43,26
The Ascent,The Ascent,29/7/2021,XBOne,,7,3
The Ascent,The Ascent,29/7/2021,PC,,7.5,2
Demon Turf,Demon Turf,4/11/2021,PC,,-,Sin
Cris Tales,Cris Tales,20/7/2021,XSX,,-,Sin
Cris Tales,Cris Tales,20/7/2021,PS5,,-,Sin
Maskmaker,Maskmaker,20/4/2021,PC,7,-,Sin
Spacebase Startopia,Spacebase Startopia,26/3/2021,PS4,,-,Sin
Spacebase Startopia,Spacebase Startopia,26/3/2021,XBOne,,-,Sin
Tormented Souls,Tormented Souls,26/8/2021,PC,,8.66,3
Bladed Fury,Bladed Fury,18/12/2018,PS4,,-,Sin
Bladed Fury,Bladed Fury,18/12/2018,XBOne,,-,Sin
Bladed Fury,Bladed Fury,18/12/2018,Switch,7,-,Sin
Cobra Kai: The Karate Kid Saga Continues,Cobra Kai: The Karate Kid Saga Continues,5/1/2021,PC,,4,1
Aragami 2,Aragami 2,17/9/2021,PS5,,-,Sin
Aragami 2,Aragami 2,17/9/2021,XSX,,-,Sin
Aragami 2,Aragami 2,17/9/2021,PC,7,8,1
Aragami 2,Aragami 2,17/9/2021,XBOne,,-,Sin
Aragami 2,Aragami 2,17/9/2021,PS4,,-,Sin
Golden Force,Golden Force,28/1/2021,Switch,7,-,Sin
SaGa Frontier Remastered,SaGa Frontier Remastered,15/4/2021,iPhone,,-,Sin
SaGa Frontier Remastered,SaGa Frontier Remastered,15/4/2021,PC,,-,Sin
SaGa Frontier Remastered,SaGa Frontier Remastered,15/4/2021,Switch,,-,Sin
SaGa Frontier Remastered,SaGa Frontier Remastered,15/4/2021,PS4,7,8.27,2
SaGa Frontier Remastered,SaGa Frontier Remastered,15/4/2021,Android,,-,Sin
Sea of Solitude,Sea of Solitude,5/7/2019,Switch,7,8,1
Mundaun,Mundaun,16/3/2021,XSX,,-,Sin
Mundaun,Mundaun,16/3/2021,PS5,,-,Sin
Mundaun,Mundaun,16/3/2021,Switch,,-,Sin
Mundaun,Mundaun,16/3/2021,XBOne,,-,Sin
Mundaun,Mundaun,16/3/2021,PS4,,-,Sin
Colossus Down,Colossus Down,16/12/2020,Switch,,-,Sin
Spacebase Startopia,Spacebase Startopia,26/3/2021,PS5,,-,Sin
Spacebase Startopia,Spacebase Startopia,26/3/2021,XSX,,-,Sin
Colossus Down,Colossus Down,16/12/2020,PS4,,-,Sin
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Demon Slayer: Kimetsu no Yaiba  Hinokami Keppuutan,15/10/2021,PC,,10,1
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Demon Slayer: Kimetsu no Yaiba  Hinokami Keppuutan,15/10/2021,PS5,,9,1
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Demon Slayer: Kimetsu no Yaiba  Hinokami Keppuutan,15/10/2021,XBOne,,7.27,2
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Demon Slayer: Kimetsu no Yaiba  Hinokami Keppuutan,15/10/2021,XSX,,-,Sin
Ninja Gaiden: Master Collection,Ninja Gaiden: Master Collection,10/6/2021,XBOne,,7,2
Ninja Gaiden: Master Collection,Ninja Gaiden: Master Collection,10/6/2021,Switch,,-,Sin
Ninja Gaiden: Master Collection,Ninja Gaiden: Master Collection,10/6/2021,PS4,7,6.33,3
Ninja Gaiden: Master Collection,Ninja Gaiden: Master Collection,10/6/2021,PC,,-,Sin
Análisis,Análisis,27/8/2020,PS4,7,-,Sin
Boomerang X,Boomerang X,8/7/2021,Switch,,-,Sin
Tormented Souls,Tormented Souls,26/8/2021,PS5,7,8.5,2
Pokémon Diamante Brillante / Perla Reluciente,Pokémon Brilliant Diamond,19/11/2021,Switch,7,6.75,18
Battlefield 2042,Battlefield 6,19/11/2021,PC,7,4.5,6
Battlefield 2042,Battlefield 6,19/11/2021,XSX,,6,2
Battlefield 2042,Battlefield 6,19/11/2021,PS5,,4.9,3
Demon Turf,Demon Turf,4/11/2021,XSX,,-,Sin
Demon Turf,Demon Turf,4/11/2021,PS5,,-,Sin
Demon Turf,Demon Turf,4/11/2021,XBOne,,-,Sin
Demon Turf,Demon Turf,4/11/2021,Switch,7,-,Sin
The Climb 2,The Climb 2,4/3/2021,PC,7,-,Sin
Sniper Ghost Warrior Contracts 2,Sniper Ghost Warrior Contracts 2,4/6/2021,XSX,,-,Sin
The Magnificent Trufflepigs,The Magnificent Trufflepigs,2/6/2021,PC,7,6,1
Moonglow Bay,Moonglow Bay,26/10/2021,XSX,,-,Sin
Moonglow Bay,Moonglow Bay,26/10/2021,XBOne,,-,Sin
Moonglow Bay,Moonglow Bay,26/10/2021,PC,7,-,Sin
Maskmaker,Maskmaker,20/4/2021,PS4,,-,Sin
Battlefield 2042,Battlefield 6,19/11/2021,PS4,,-,Sin
Battlefield 2042,Battlefield 6,19/11/2021,XBOne,,-,Sin
Lake,Lake,1/9/2021,XBOne,,6.66,3
Madden NFL 22,Madden NFL 22,20/8/2021,XBOne,,-,Sin
Madden NFL 22,Madden NFL 22,20/8/2021,XSX,,-,Sin
Madden NFL 22,Madden NFL 22,20/8/2021,PC,,-,Sin
Madden NFL 22,Madden NFL 22,20/8/2021,PS4,,-,Sin
Madden NFL 22,Madden NFL 22,20/8/2021,PS5,7,0.9,2
Lake,Lake,1/9/2021,XSX,,10,1
Ultra Age,Ultra Age,9/9/2021,Switch,,-,Sin
Big Brain Academy: Batalla de ingenio,Big Brain Academy: Batalla de ingenio,3/12/2021,Switch,7,-,Sin
Voice of Cards: The Isle Dragon Roars,Voice of Cards: The Isle Dragon Roars,28/10/2021,PS4,,9,1
