ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
Armed & Dangerous,Armed and Dangerous,1/3/2004,XBOX,,7.31,6
Armed & Dangerous,Armed and Dangerous,1/3/2004,PC,8.9,8,3
Uru: Ages Beyond Myst,Uru: Ages Beyond Myst,7/7/2004,PC,8.9,5.75,3
El Señor de los Anillos: La Tercera Edad,The Lord of the Rings: The Third Age,5/11/2004,PS2,8.9,7.47,52
El Señor de los Anillos: La Tercera Edad,The Lord of the Rings: The Third Age,5/11/2004,GCN,,7.44,15
El Señor de los Anillos: La Tercera Edad,The Lord of the Rings: The Third Age,5/11/2004,XBOX,,7.42,10
Socom 2: US Navy Seals,SOCOM II: U.S. Navy SEALs,10/3/2004,PS2,8.8,7.59,41
America's Army,America's Army,30/3/2004,PC,8.8,6.08,7
Project Zero 2,Project Zero II: Crimson Butterfly,Abril 2004,PS2,8.8,8.47,101
Boktai: The Sun is in your Hands,Boktai: The Sun is in your Hands,Mayo 2004,GBA,8.8,7.86,24
F-Zero: GP Legend,F-Zero: GP Legend,4/6/2004,GBA,8.8,8.3,32
Full Spectrum Warrior,Full Spectrum Warrior,Marzo 2005,XBOX,8.8,8.23,27
Onimusha 3,Onimusha 3: Demon Siege,9/7/2004,PS2,8.8,8.51,152
Colin McRae Rally 2005,Colin McRae Rally 2005,27/9/2004,PS2,8.8,7.3,18
Ratchet & Clank: Pon tu Arsenal a Tope,Ratchet & Clank 3,17/11/2004,PS2,8.8,8.67,56
Need for Speed Underground 2,Need for Speed Underground 2,18/11/2004,PS2,,8.02,104
Need for Speed Underground 2,Need for Speed Underground 2,18/11/2004,XBOX,,8.33,15
Need for Speed Underground 2,Need for Speed Underground 2,18/11/2004,PC,8.8,7.32,31
Tales of Symphonia,Tales of Symphonia,19/11/2004,GCN,8.8,8.83,433
Castlevania: Lament of Innocence,Castlevania: Lament of Innocence,13/2/2004,PS2,8.7,7.82,155
Deus Ex: Invisible War,Deus Ex 2,8/3/2004,XBOX,8.7,8.48,17
Psi-Ops,Psi-Ops: The Mindgate Conspiracy,1/10/2004,PS2,8.7,7.42,9
Psi-Ops,Psi-Ops: The Mindgate Conspiracy,1/10/2004,XBOX,,7.87,11
Star Wars: Battlefront (2004),Star Wars: Battlefront (2004),8/10/2004,XBOX,8.7,8.65,13
Toca Race Driver 2: The Ultimate Racing Simulator,Toca Race Driver 2: The Ultimate Racing Simulator,11/10/2004,PS2,8.7,7.56,19
SEGA SuperStars,SEGA SuperStars,8/11/2004,PS2,8.7,6.2,10
Mortal Kombat: Deception,Mortal Kombat 6,19/11/2004,PS2,8.7,7.19,36
Mortal Kombat: Deception,Mortal Kombat 6,19/11/2004,XBOX,,7.17,10
James Bond 007: Todo o Nada,007: Everything or Nothing,28/2/2004,PS2,8.6,7.56,43
James Bond 007: Todo o Nada,007: Everything or Nothing,28/2/2004,GCN,,7.43,15
James Bond 007: Todo o Nada,007: Everything or Nothing,28/2/2004,XBOX,,8.08,11
Spider-Man 2,Spiderman 2,9/7/2004,PS2,8.6,7.48,62
Spider-Man 2,Spiderman 2,9/7/2004,GCN,,7.45,24
Spider-Man 2,Spiderman 2,9/7/2004,XBOX,,8.21,13
Second Sight,Second Sight,3/9/2004,PS2,8.6,7.59,12
Second Sight,Second Sight,3/9/2004,GCN,,7.55,14
Second Sight,Second Sight,3/9/2004,XBOX,,-,Sin
The Legend of Zelda: Four Swords,The Legend of Zelda: Four Swords Adventures,31/12/2004,GCN,8.6,7.89,87
Destruction Derby Arenas,Destruction Derby Arenas,7/1/2004,PS2,8.5,6.48,8
Maximo vs The Army of Zin,Maximo vs The Army of Zin,14/2/2004,PS2,8.5,7.62,25
NFL Street,NFL Street,Febrero 2004,PS2,8.5,8.33,3
Deus Ex: Invisible War,Deus Ex 2,8/3/2004,PC,8.5,7.15,13
Final Fantasy: Crystal Chronicles,Final Fantasy: Crystal Chronicles,11/3/2004,GCN,8.5,7.3,336
Battlefield Vietnam,Battlefield Vietnam,26/3/2004,PC,8.5,7.62,14
Painkiller,Painkiller,12/4/2004,PC,8.5,8.05,41
Pokémon Colosseum,Pokemon Colosseum,19/5/2004,GCN,8.5,7.08,161
Perimeter,Perimeter,31/5/2004,PC,8.5,8,2
Hyper Street Fighter 2,Hyper Street Fighter II: The Anniversary Edition,4/6/2004,PS2,8.5,7.47,43
Obscure,Obscure,11/6/2004,PS2,8.5,7.65,53
Obscure,Obscure,11/6/2004,XBOX,,7.25,8
Mario Golf: Toadstool Tour,Mario Golf: Toadstool Tour,18/6/2004,GCN,8.5,8.16,82
Obscure,Obscure,11/6/2004,PC,,7.54,17
Sacred,Sacred,10/7/2004,PC,8.5,7.76,70
Doom III,Doom 3,13/8/2004,PC,8.5,8.1,125
Los Sims 2,The Sims 2,15/9/2004,PC,8.5,7.88,95
Gradius V,Gradius V,5/10/2004,PS2,8.5,8.02,47
Star Wars: Battlefront (2004),Star Wars: Battlefront (2004),8/10/2004,PC,8.5,8.03,17
Tony Hawk Underground 2,Tony Hawk's Underground 2,15/10/2004,PS2,8.5,7.7,30
Tony Hawk Underground 2,Tony Hawk's Underground 2,15/10/2004,GCN,,7.56,5
Tony Hawk Underground 2,Tony Hawk's Underground 2,15/10/2004,XBOX,,7.9,7
Medal of Honor: Pacific Assault,Medal of Honor: Pacific Assault,18/11/2004,PC,8.5,7.38,17
Dragon Ball Z: Budokai 3,Dragon Ball Z: Budokai 3,19/11/2004,PS2,8.5,8.17,196
Vampire: The Masquerade - Bloodlines,Vampire: The Masquerade - Bloodlines,26/11/2004,PC,8.5,8.67,43
El Señor de los Anillos: La Batalla por la Tierra Media,Lord ot the Rings: Battle for Middle Earth,10/12/2004,PC,8.5,7.96,51
Final Fantasy XI,Final Fantasy XI,Septiembre 2004,PC,8.4,7.99,71
Donkey Konga,Donkey Konga,15/10/2004,GCN,8.3,7.67,106
Suikoden IV,Suikoden 4,24/2/2004,PS2,8.2,6.93,45
Metal Gear Solid: The Twin Snakes,Metal Gear Solid: The Twin Snakes,26/3/2004,GCN,8.2,8.53,402
Samurai Warriors,Sengoku Musô,18/6/2004,PS2,8.2,8.01,8
Samurai Warriors,Sengoku Musô,18/6/2004,XBOX,,8,1
Megaman Zero 3,Megaman Zero 3,21/11/2004,GBA,8.2,9.06,9
KillZone,Kin,1/12/2004,PS2,8.2,7.89,168
Legacy of Kain: Defiance,Legacy of Kain: Defiance,9/2/2004,PS2,8.1,7.64,41
Legacy of Kain: Defiance,Legacy of Kain: Defiance,9/2/2004,XBOX,,8.75,6
Euro 2004,Euro 2004,5/5/2004,PS2,8.1,6.69,12
Euro 2004,Euro 2004,5/5/2004,XBOX,,7.45,7
Euro 2004,Euro 2004,5/5/2004,PC,,-,Sin
NBA Live 2005,NBA Live 2005,29/10/2004,XBOX,8.1,6.09,4
Blinx 2: Dueños del Tiempo y Espacio,Blinx 2: Masters of Time and Space,3/12/2004,XBOX,8.1,6.92,4
Pax Romana,Pax Romana,8/1/2004,PC,8,-,Sin
Downhill Domination,Downhill Domination,16/2/2004,PS2,8,6.6,16
Final Fantasy X-2,Final Fantasy X-2,27/2/2004,PS2,8,6.77,359
Manager de Liga 2004,Manager de Liga 2004,15/3/2004,PS2,8,6.52,5
Manager de Liga 2004,Manager de Liga 2004,15/3/2004,XBOX,,-,Sin
Singles: ¿En tu casa o en la mía?,Singles: ¿En tu casa o en la mía?,Abril 2004,PC,8,6.07,20
Hitman Contracts,Hitman 3,3/5/2004,PS2,,7.46,30
Hitman Contracts,Hitman 3,3/5/2004,XBOX,,7.91,9
Hitman Contracts,Hitman 3,3/5/2004,PC,8,7.64,16
Transformers,Transformers,7/5/2004,PS2,8,6.85,18
Etherlords 2,Etherlords II,12/5/2004,PC,8,7.52,6
The Suffering,The Suffering,14/5/2004,PS2,8,7.44,21
The Suffering,The Suffering,14/5/2004,XBOX,,8,4
Mashed,Mashed,30/6/2004,PS2,8,7.2,5
Mashed,Mashed,30/6/2004,XBOX,,8,2
Gangland,Gangland,9/7/2004,PC,8,-,Sin
Silent Hill 4: The Room,Silent Hill 4: The Room,24/9/2004,PS2,8,7.94,180
Silent Hill 4: The Room,Silent Hill 4: The Room,24/9/2004,XBOX,,7.8,16
Kohan 2: Kings of War,Kohan II: Kings of War,24/9/2004,PC,8,6.77,4
Silent Hill 4: The Room,Silent Hill 4: The Room,24/9/2004,PC,,7.38,11
Dragon Ball Z: Supersonic Warriors,Dragon Ball Z: Supersonic Warriors,Septiembre 2004,GBA,8,7.4,38
Pokémon Verde Hoja & Rojo Fuego,Pokémon Verde Hoja & Rojo Fuego,1/10/2004,GBA,8,8.37,177
Star Wars: Battlefront (2004),Star Wars: Battlefront (2004),8/10/2004,PS2,8,8.29,39
NBA Live 2005,NBA Live 2005,29/10/2004,PS2,8,7.74,26
Total Club Manager 2005,Total Club Manager 2005,29/10/2004,PS2,8,-,Sin
Total Club Manager 2005,Total Club Manager 2005,29/10/2004,PC,,9.66,3
Grand Theft Auto,Grand Theft Auto,Año 1997,GBA,8,6.47,20
Men of Valor: Vietnam,Men of Valor: Vietnam,11/11/2004,XBOX,,8.19,7
RollerCoaster Tycoon 3,RollerCoaster Tycoon 3,5/11/2004,PC,8,8.16,20
Men of Valor: Vietnam,Men of Valor: Vietnam,11/11/2004,PC,8,8.18,2
Need for Speed Underground 2,Need for Speed Underground 2,18/11/2004,GCN,8,7.21,24
Painkiller: Battle out of Hell,Painkiller: Battle out of Hell,25/11/2004,PC,8,8.01,6
Final Fantasy I & II: Dawn of Souls,Final Fantasy I.II Advance,3/12/2004,GBA,8,7.84,79
Prince of Persia: El Alma del Guerrero,Prince of Persia 2,3/12/2004,PS2,8,8.01,92
Prince of Persia: El Alma del Guerrero,Prince of Persia 2,3/12/2004,GCN,,8.11,23
Prince of Persia: El Alma del Guerrero,Prince of Persia 2,3/12/2004,XBOX,,7.73,15
Prince of Persia: El Alma del Guerrero,Prince of Persia 2,3/12/2004,PC,,7.44,29
Way of the Samurai 2,Way of the Samurai 2,23/5/2004,PS2,7.9,7.18,14
True Crime: Streets of Los Angeles,True Crime: Streets of LA,7/11/2003,PC,7.9,6.96,8
Sudeki,Sudeki,5/4/2005,XBOX,7.9,7.1,28
"Wario Ware, Inc.: Mega Party Game$",Wario Ware,3/9/2004,GCN,7.9,7.88,99
Space Hack,Space Hack,18/10/2004,PC,7.9,-,Sin
Sonic Heroes,Sonic Heroes,6/2/2004,GCN,7.8,7.82,112
R: Racing,Ridge Racer VI,1/4/2004,PS2,7.8,6.84,12
R: Racing,Ridge Racer VI,1/4/2004,GCN,,8.01,29
R: Racing,Ridge Racer VI,1/4/2004,XBOX,,6.5,2
Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry: Magna Cum Laude,Octubre 2004,PC,7.8,6.73,15
Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry: Magna Cum Laude,Octubre 2004,PS2,,7.86,19
Leisure Suit Larry: Magna Cum Laude,Leisure Suit Larry: Magna Cum Laude,Octubre 2004,XBOX,,6,1
Call of Duty: Finest Hour,Call of Duty: Finest Hour,3/12/2004,PS2,7.8,7.51,24
Call of Duty: Finest Hour,Call of Duty: Finest Hour,3/12/2004,GCN,,7.01,12
Call of Duty: Finest Hour,Call of Duty: Finest Hour,3/12/2004,XBOX,,5.74,10
Need for Speed Underground,Need for Speed Underground,21/11/2003,GBA,7.7,7.61,3
I-Ninja,I-Ninja,11/2/2004,PS2,7.7,6.5,7
Forgotten Realms: Demon Stone,Forgotten Realms: Demon Stone,17/9/2004,PS2,7.7,7,3
Evil Genius,Evil Genius,1/10/2004,PC,7.7,7.75,5
NBA Live 2005,NBA Live 2005,29/10/2004,GCN,7.7,6.83,6
Imperivm 3: Las Grandes Batallas de Roma,Imperium 3,21/12/2004,PC,7.7,8.32,39
Alias,Alias,6/4/2004,PS2,7.6,6.3,14
Alias,Alias,6/4/2004,XBOX,,7.38,7
Los Urbz: Sims en la Ciudad,The Urbz: Sims in the City,18/11/2004,PS2,7.6,3.6,7
Los Urbz: Sims en la Ciudad,The Urbz: Sims in the City,18/11/2004,GCN,,8.18,2
Los Urbz: Sims en la Ciudad,The Urbz: Sims in the City,18/11/2004,XBOX,,8.18,2
Sonic Heroes,Sonic Heroes,6/2/2004,XBOX,7.5,6.82,12
Dynasty Warriors 4 Xtreme Legends,Dynasty Warriors 4 Xtreme Legends,6/2/2004,PS2,7.5,7.17,16
Pitfall: The Lost Expedition,Pitfall: The Lost Expedition,23/2/2004,PS2,7.5,6.69,5
Pitfall: The Lost Expedition,Pitfall: The Lost Expedition,23/2/2004,GCN,,9,2
Pitfall: The Lost Expedition,Pitfall: The Lost Expedition,23/2/2004,XBOX,,-,Sin
Risk: Global Domination,Risk: Global Domination,11/6/2004,PS2,7.5,-,Sin
Richard Burns Rally,Richard Burns Rally,12/7/2004,PS2,7.5,5.3,4
Richard Burns Rally,Richard Burns Rally,12/7/2004,XBOX,,7.5,4
Dynasty Warriors 4 Empires,Dynasty Warriors 4 Empires,17/9/2004,PS2,7.5,7.46,13
Syberia 2,Syberia II,30/11/2017,PS2,7.5,7.32,7
Metal Slug 3,Metal Slug 3,29/4/2015,PS2,7.5,7.59,69
Metal Slug 3,Metal Slug 3,29/4/2015,XBOX,7.5,8.38,4
Zoo Tycoon 2,Zoo Tycoon 2,Año 2004,PC,7.4,8.69,6
Rogue Ops,Rogue Ops,2/2/2004,PS2,7.3,6.2,6
Rogue Ops,Rogue Ops,2/2/2004,GCN,,7.64,5
Rogue Ops,Rogue Ops,2/2/2004,XBOX,,-,Sin
Harry Potter y el Prisionero de Azkaban,Harry Potter and the Prisoner of Azkaban,4/6/2004,PS2,7.3,6.94,15
Harry Potter y el Prisionero de Azkaban,Harry Potter and the Prisoner of Azkaban,4/6/2004,XBOX,,6.57,9
Harry Potter y el Prisionero de Azkaban,Harry Potter and the Prisoner of Azkaban,4/6/2004,GCN,,7.41,11
Terminator 3: Redemption,Terminator 3: The Redemption,17/9/2004,PS2,7.3,8.12,6
Kaan,Kaan,9/1/2004,PS2,7.2,-,Sin
CSI: Oscuras Intenciones,CSI: Crime Scene Investigation: Dark Motives,25/5/2004,PC,7.2,6.9,4
Conflict: Vietnam,Conflict: Vietnam,20/9/2004,PS2,7.2,5.85,6
Conflict: Vietnam,Conflict: Vietnam,20/9/2004,XBOX,,6.68,4
Conflict: Vietnam,Conflict: Vietnam,20/9/2004,PC,,6.15,4
The Getaway: Lunes Negro,The Getaway 2,17/11/2004,PS2,7.2,7.26,36
Whiplash,Whiplash,1/3/2004,PS2,7,-,Sin
Whiplash,Whiplash,1/3/2004,XBOX,,-,Sin
Disney's Aladdin,Aladdin,Marzo 2004,GBA,7,7.8,5
Seven Samurai 20XX,Seven Samurai 20XX,Mayo 2004,PS2,7,6.32,15
Esparta,Esparta,31/5/2004,PC,7,6.19,3
DRIV3R,Driver 3,Junio 2004,PS2,7,6.48,94
DRIV3R,Driver 3,Junio 2004,XBOX,,6.57,35
Athens 2004,Athens 2004,30/6/2004,PS2,7,7.07,19
ShellShock: Nam 67,ShellShock: Nam 67,3/9/2004,PS2,7,7.22,12
ShellShock: Nam 67,ShellShock: Nam 67,3/9/2004,XBOX,,-,Sin
ShellShock: Nam 67,ShellShock: Nam 67,3/9/2004,PC,,6.5,2
Kult: Heretic Kingdoms,Kult: Heretic Kingdoms,22/10/2004,PC,7,7,2
Wrath Unleashed,Wrath Unleashed,1/3/2004,PS2,6.9,4.91,19
Onimusha Blade Warriors,Onimusha Buraiden,Junio 2004,PS2,6.9,7.13,27
Crimson Tears,Crimson Tears,25/10/2004,PS2,6.9,7,1
Sonic Heroes,Sonic Heroes,6/2/2004,PS2,6.8,6.47,35
Shrek 2,Shrek 2,21/6/2004,PS2,6.8,4.39,6
Shrek 2,Shrek 2,21/6/2004,GCN,,10,2
Shrek 2,Shrek 2,21/6/2004,XBOX,,-,Sin
Super Mario Ball,Mario Pinball Land,26/11/2004,GBA,6.8,6.36,18
kill.switch,kill.switch,Abril 2004,PC,6.5,6.57,3
Van Helsing,Van Helsing,Mayo 2004,PS2,6.5,4.76,15
Van Helsing,Van Helsing,Mayo 2004,XBOX,,8.09,3
Energy Airforce Aim Strike,Energy Airforce 2,Septiembre 2004,PS2,6.5,8.5,2
Una Serie de Catastróficas desdichas de Lemony Snicket,Lemony Snicket's A Series of Unfortunate Events,26/11/2004,PS2,6.5,-,Sin
Una Serie de Catastróficas desdichas de Lemony Snicket,Lemony Snicket's A Series of Unfortunate Events,26/11/2004,GCN,,5.31,5
Una Serie de Catastróficas desdichas de Lemony Snicket,Lemony Snicket's A Series of Unfortunate Events,26/11/2004,XBOX,,-,Sin
Riding Spirits 2,Riding Spirits 2,23/5/2004,PS2,6.3,6,2
Breakdown,Break Down,24/6/2004,XBOX,6.3,7.82,11
Los Increíbles,The Incredibles,12/11/2004,PS2,6.2,8.33,6
Los Increíbles,The Incredibles,12/11/2004,GCN,,5,2
Los Increíbles,The Incredibles,12/11/2004,XBOX,,8.47,3
Los Increíbles,The Incredibles,12/11/2004,PC,,-,Sin
Harry Potter y el Prisionero de Azkaban,Harry Potter and the Prisoner of Azkaban,4/6/2004,GBA,6,7.11,17
Syphon Filter Omega Strain,Syphon Filter: The Omega Strain,7/7/2004,PS2,6,6.27,14
Resident Evil Outbreak,Resident Evil Online,24/9/2004,PS2,6,6.37,82
Sonic Battle,Sonic Battle,1/3/2004,GBA,5.9,7.12,40
UnderWorld,Underworld: The Eternal War,2/3/2004,PS2,5.9,5.92,6
Esto es Fútbol 2004,Esto es Fútbol 2004,24/3/2004,PS2,5.9,5.45,12
Catwoman,Catwoman,6/8/2004,PS2,5.8,3.58,9
Catwoman,Catwoman,6/8/2004,GCN,,-,Sin
Catwoman,Catwoman,6/8/2004,XBOX,,-,Sin
Under the Skin,Panic Maker,3/11/2004,PS2,5.8,6.61,6
Tom Clancy's Ghost Recon 2,Tom Clancy's Ghost Recon 2,11/12/2004,PS2,5.8,7,3
Knights of the Temple,Knights of the Temple: Infernal Crusade,Mayo 2004,XBOX,5.7,5.52,10
Goldeneye: Agente Corrupto,Goldeneye: Rogue Agent,1/12/2004,XBOX,,-,Sin
Goldeneye: Agente Corrupto,Goldeneye: Rogue Agent,1/12/2004,PS2,5.7,4.22,4
Goldeneye: Agente Corrupto,Goldeneye: Rogue Agent,1/12/2004,GCN,,4.59,9
Dos Policías Rebeldes 2,Bad Boys: Miami Takedown,23/2/2004,PS2,5.5,4.42,15
Dos Policías Rebeldes 2,Bad Boys: Miami Takedown,23/2/2004,XBOX,,4.5,5
Knights of the Temple,Knights of the Temple: Infernal Crusade,Mayo 2004,PS2,5.2,-,Sin
Kirby Air Ride,Kirby Air Ride,26/2/2004,GCN,5,5.94,42
Pokémon Channel,Pokémon Channel,Abril 2004,GCN,5,4.98,38
Gotcha Force,Gotcha Force,28/2/2004,GCN,4.5,5.44,10
Breed,Breed,12/4/2004,PC,4.5,3.5,4
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,16/4/2004,PS2,4.5,5.37,5
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,16/4/2004,XBOX,,7,2
Cuestión de Honor,Rise to Honor,7/4/2004,PS2,3.9,7.16,16
Conan,Conan The Barbarian,26/10/2007,PS2,3.5,6.4,14
Conan,Conan The Barbarian,26/10/2007,GCN,,5.6,19
Conan,Conan The Barbarian,26/10/2007,XBOX,,5.5,16
SingStar,Sing Star,9/6/2004,PS2,-,7.15,27
Metal Gear Solid 3: Snake Eater,Metal Gear Solid 3: Snake Eater,4/3/2005,PS2,9.8,9.27,776
Resident Evil 4,Resident Evil 4 HD Remastered,30/8/2016,GCN,9.8,9.06,618
Grand Theft Auto: San Andreas,GTA San Andreas,10/6/2005,XBOX,9.7,9.15,126
Grand Theft Auto: San Andreas,GTA San Andreas,10/6/2005,PC,9.7,8.85,345
Castlevania: Dawn of Sorrow,Castlevania DS,29/9/2005,NDS,9.6,8.62,228
Mario Kart DS,Mario Kart DS,25/11/2005,NDS,9.6,8.78,495
Football Manager 2006,Football Manager 2006,Noviembre 2005,PC,9.6,7.66,15
Gran Turismo 4,Gran Turismo 4,9/3/2005,PS2,9.5,8.79,295
Civilization IV,Civilization 4,2/11/2005,PC,9.5,8.66,64
Resident Evil 4,Resident Evil 4 HD Remastered,30/8/2016,PS2,9.5,8.81,367
Splinter Cell Chaos Theory,Splinter Cell 3,Marzo 2005,XBOX,,8.4,42
Splinter Cell Chaos Theory,Splinter Cell 3,Marzo 2005,PC,9.4,8.52,21
Guild Wars,Guild Wars,Abril 2005,PC,9.4,8.07,59
Forza Motorsport,Forza Motorsport,6/5/2005,XBOX,9.4,8.81,95
God of War (2005),God of War PS2,22/6/2005,PS2,9.4,8.9,460
Tekken 5,Tekken 5,29/6/2005,PS2,9.4,8.26,162
The Movies,The Movies,11/11/2005,PC,9.4,8.08,28
Wario Ware Touched!,Wario Ware Inc. DS,11/3/2005,NDS,9.3,8.18,118
Devil May Cry 3: Dante's Awakening,Devil May Cry 3: Dante's Awakening,21/3/2005,PS2,9.3,8.5,260
Baten Kaitos,Baten Kaitos: Eternal Wings and the Lost Ocean,1/4/2005,GCN,9.3,8.84,248
Wipeout Pure,Wipeout Pure,1/9/2005,PSP,9.3,8.29,36
Pro Evolution Soccer 5,Pro Evolution Soccer 5,20/10/2005,PS2,9.3,8.58,165
Call of Duty 2,Call of Duty 2,4/11/2005,X360,9.3,8.51,85
Midnight Club 3 : DUB Edition,Midnight Club 3 : DUB Edition,15/4/2005,PS2,9.2,7.59,28
Midnight Club 3 : DUB Edition,Midnight Club 3 : DUB Edition,15/4/2005,XBOX,,8.88,14
Another Code: Two Memories,Another Code: Two Memories,24/6/2005,NDS,9.2,7.53,151
Lumines,Lumines: Puzzle Fusion,1/9/2005,PSP,9.2,8.75,40
Meteos,Meteos,23/9/2005,NDS,9.2,8.34,67
FIFA 06,FIFA 2006,28/9/2005,PS2,9.2,6.2,54
FIFA 06,FIFA 2006,28/9/2005,GCN,,7.31,14
FIFA 06,FIFA 2006,28/9/2005,XBOX,,8.27,6
F.E.A.R.,FEAR,20/4/2007,PC,9.2,8.16,67
Prince of Persia: The Two Thrones,Prince of Persia 3,7/12/2005,PS2,9.2,8.17,89
Prince of Persia: The Two Thrones,Prince of Persia 3,7/12/2005,GCN,,7.5,27
Prince of Persia: The Two Thrones,Prince of Persia 3,7/12/2005,XBOX,,7.03,19
Prince of Persia: The Two Thrones,Prince of Persia 3,7/12/2005,PC,,7.91,19
Splinter Cell Chaos Theory,Splinter Cell 3,Marzo 2005,PS2,9.1,7.9,37
Project Rub,Feel the Magic: XY-XX,Marzo 2005,NDS,9.1,7.07,53
Everybody's Golf,New Hot Shots Golf,30/8/2017,PSP,9.1,8.62,24
Advance Wars Dual Strike,Advance Wars DS,30/9/2005,NDS,9.1,8.58,121
Donkey Kong Jungle Beat,Donkey Kong Jungle Beat,5/6/2009,GCN,9,8.42,73
Astro Boy: Omega Factor,Astroboy: Omega Factor,18/2/2005,GBA,9,8.54,33
Brothers in Arms,Brothers in Arms,Febrero 2005,PC,9,7.64,6
Brothers in Arms,Brothers in Arms,Febrero 2005,PS2,9,7.38,16
Brothers in Arms,Brothers in Arms,Febrero 2005,XBOX,,7.96,17
Super Mario 64 DS,Mario 64x4,12/3/2005,NDS,9,8.53,295
Oddworld: Stranger's Wrath,Oddworld: Stranger's Wrath,8/12/2014,XBOX,9,8.63,13
Jade Empire,Jade Empire,22/4/2005,XBOX,9,8.16,74
Fahrenheit,Indigo Prophecy,9/9/2005,PS2,,8.1,83
Fahrenheit,Indigo Prophecy,9/9/2005,XBOX,,9,18
Fahrenheit,Indigo Prophecy,9/9/2005,PC,9,7.92,57
Burnout Revenge,Burnout Revenge,21/9/2005,PS2,9,7.88,59
Burnout Revenge,Burnout Revenge,21/9/2005,XBOX,,9.04,4
Far Cry Instincts,Far Cry Instincts,27/9/2005,XBOX,9,7.75,16
Brothers in Arms: Earned in Blood,Brothers in Arms 2,25/10/2005,XBOX,,8.18,2
Brothers in Arms: Earned in Blood,Brothers in Arms 2,25/10/2005,PC,,8.17,5
Nintendogs,Puppy Times,7/10/2005,NDS,9,7.24,144
Brothers in Arms: Earned in Blood,Brothers in Arms 2,25/10/2005,PS2,9,8.27,9
Fire Emblem: The Sacred Stones,Fire Emblem: Seima no Kouseki,4/11/2005,GBA,9,8.26,47
Fire Emblem: Path of Radiance,Fire Emblem: Path of Radiance,4/11/2005,GCN,9,8.89,113
Call of Duty 2,Call of Duty 2,4/11/2005,PC,9,8.46,75
Sonic Rush,Sonic Rush,30/11/2005,NDS,9,7.61,96
Star Wars: Caballeros de la Antigua República 2,Star Wars: KOTOR 2,11/2/2005,XBOX,,7.96,51
Star Wars: Caballeros de la Antigua República 2,Star Wars: KOTOR 2,11/2/2005,PC,8.9,8.44,39
NBA Street V3,NBA Street V3,15/2/2005,PS2,8.9,7.45,6
NBA Street V3,NBA Street V3,15/2/2005,GCN,,7.53,4
NBA Street V3,NBA Street V3,15/2/2005,XBOX,,8.36,7
MechAssault 2: Lone Wolf,MechAssault 2: LoneWolf,Febrero 2005,XBOX,8.9,7.03,14
X2: La Amenaza,X2: The Threat,Febrero 2005,PC,8.9,7,1
Splinter Cell Chaos Theory,Splinter Cell 3,Marzo 2005,GCN,8.9,7.38,12
The Warriors,The Warriors,21/10/2005,PS2,8.9,8.47,54
The Warriors,The Warriors,21/10/2005,XBOX,,6.96,11
Quake 4,Quake 4,2/12/2005,PC,8.9,7.58,28
Star Wars: Battlefront 2 (2005),Star Wars: Battlefront II,2/11/2005,PS2,,8.21,43
Star Wars: Battlefront 2 (2005),Star Wars: Battlefront II,2/11/2005,XBOX,,9.29,8
Star Wars: Battlefront 2 (2005),Star Wars: Battlefront II,2/11/2005,PC,8.9,8.43,31
Half-Life 2,Half-Life 2,16/11/2004,XBOX,8.9,8.69,22
Perfect Dark Zero,Perfect Dark Zero,2/12/2005,X360,8.9,6.77,140
SWAT 4,SWAT 4,8/4/2005,PC,8.8,7.61,14
MotoGP: Ultimate Racing Technology 3,MotoGP: Ultimate Racing Technology 3,8/9/2005,XBOX,8.8,6.33,6
Burnout Legends,Burnout Legends,21/9/2005,PSP,8.8,7.85,35
Dragon Ball Z Budokai Tenkaichi,Dragon Ball Z Sparking !,14/10/2005,PS2,8.8,7.68,128
Age of Empires 3,Age of Empires III,4/11/2005,PC,8.8,7.89,118
Tony Hawk's American Sk8land,Tony Hawk's American Wasteland,18/11/2005,NDS,8.8,7.4,15
Soul Calibur 3,Soulcalibur III,23/11/2005,PS2,8.8,8.33,123
Need for Speed Most Wanted,Need for Speed Most Wanted,23/11/2005,PS2,,8.31,89
Need for Speed Most Wanted,Need for Speed Most Wanted,23/11/2005,GCN,,7.04,8
Need for Speed Most Wanted,Need for Speed Most Wanted,23/11/2005,XBOX,,8.4,8
Need for Speed Most Wanted,Need for Speed Most Wanted,23/11/2005,PC,8.8,8.15,44
Mario Power Tennis,Mario Power Tennis,6/3/2009,GBA,8.8,7.41,20
Grand Theft Auto: Liberty City Stories,Grand Theft Auto PSP,2/12/2005,PSP,8.8,8.24,138
Darwinia,Darwinia,15/12/2005,PC,8.8,7.33,3
Phantom Brave,Phantom Brave,4/2/2005,PS2,8.7,7.13,21
Mercenarios,Mercenaries,18/2/2005,XBOX,,8.45,12
Mercenarios,Mercenaries,18/2/2005,PS2,8.7,7.71,17
TimeSplitters Futuro Perfecto,TimeSplitters 3,21/3/2005,PS2,8.7,8.6,35
TimeSplitters Futuro Perfecto,TimeSplitters 3,21/3/2005,GCN,,8.06,36
TimeSplitters Futuro Perfecto,TimeSplitters 3,21/3/2005,XBOX,,7.9,6
