,Title,Sales,Platform,Date,Genre
370, Cyberdimension Neptunia: 4 Goddesses Online,0.14m,PS4,10th Oct 17  ,Role-Playing
371, South Park: The Fractured But Whole,0.14m,NS,24th Apr 18  ,Role-Playing
372, Ys VIII: Lacrimosa of Dana,0.14m,PSV,12th Sep 17  ,Role-Playing
373, Divinity: Original Sin II,0.13m,PS4,31st Aug 18  ,Role-Playing
374, The Legend of Heroes: Trails of Cold Steel IV,0.13m,PS4,27th Oct 20  ,Role-Playing
375, Mass Effect: Andromeda,0.13m,PC,21st Mar 17  ,Role-Playing
376, The Legend of Heroes: Trails of Cold Steel III,0.13m,PS4,24th Sep 19  ,Role-Playing
377, Dragon's Crown Pro,0.12m,PS4,24th Apr 18  ,Role-Playing
378, Super Robot Wars V,0.12m,PSV,23rd Feb 17  ,Role-Playing
379, Portal Knights,0.12m,PS4,23rd May 17  ,Role-Playing
380, Vampyr,0.12m,XOne,05th Jun 18  ,Role-Playing
381, Pokémon Crystal Version,0.12m,3DS,26th Jan 18  ,Role-Playing
382, The Snack World: Trejarers Gold,0.12m,NS,14th Feb 20  ,Role-Playing
383, Call of Cthulhu,0.12m,PS4,30th Oct 18  ,Role-Playing
384, The Alliance Alive,0.11m,3DS,27th Mar 18  ,Role-Playing
385, Ys VIII: Lacrimosa of Dana,0.11m,NS,26th Jun 18  ,Role-Playing
386, Dark Souls: Remastered,0.11m,XOne,25th May 18  ,Role-Playing
387, Etrian Odyssey Nexus,0.11m,3DS,05th Feb 19  ,Role-Playing
388, Tokyo Xanadu eX+,0.10m,PS4,08th Dec 17  ,Role-Playing
389, Persona Q2: New Cinema Labyrinth,0.10m,3DS,04th Jun 19  ,Role-Playing
390, Sword Art Online: Fatal Bullet,0.10m,XOne,23rd Feb 18  ,Role-Playing
391, Summon Night 6: Lost Borders,0.09m,PSV,31st Oct 17  ,Role-Playing
392, Dark Souls Trilogy,0.09m,PS4,19th Oct 18  ,Role-Playing
393, Dragon Quest Heroes I & II for Nintendo Switch,0.09m,NS,03rd Mar 17  ,Role-Playing
394, Summon Night 6: Lost Borders,0.09m,PS4,31st Oct 17  ,Role-Playing
395, Dark Rose Valkyrie,0.09m,PS4,06th Jun 17  ,Role-Playing
396, Shining Resonance Refrain,0.09m,NS,10th Jul 18  ,Role-Playing
397, Shining Resonance Refrain,0.08m,PS4,10th Jul 18  ,Role-Playing
398, Atelier Firis: The Alchemist and the Mysterious Journey,0.08m,PS4,07th Mar 17  ,Role-Playing
399, God Wars: Future Past,0.07m,PS4,20th Jun 17  ,Role-Playing
400, The Witch and the Hundred Knight 2,0.07m,PS4,27th Mar 18  ,Role-Playing
401, Seiken Densetsu Collection,0.07m,NS,01st Jun 17  ,Role-Playing
402, The Caligula Effect,0.07m,PSV,02nd May 17  ,Role-Playing
403, Disgaea 1 Complete,0.07m,PS4,09th Oct 18  ,Role-Playing
404, Dragon's Crown Pro,0.07m,PS4,15th May 18  ,Role-Playing
405, RPG Maker: Fes,0.07m,3DS,27th Jun 17  ,Role-Playing
406, Mary Skelter: Nightmares,0.06m,PSV,19th Sep 17  ,Role-Playing
407, Victor Vran: Overkill Edition,0.06m,NS,28th Aug 18  ,Role-Playing
408, Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,0.06m,PS4,27th Mar 18  ,Role-Playing
409, Dragon Quest X: All in One Package,0.06m,PS4,17th Aug 17  ,Role-Playing
410, Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,0.06m,PSV,20th Apr 17  ,Role-Playing
411, Shadows Awakening,0.06m,PS4,04th Sep 18  ,Role-Playing
412, Disgaea 1 Complete,0.06m,NS,09th Oct 18  ,Role-Playing
413, Portal Knights,0.06m,NS,13th Feb 18  ,Role-Playing
414, Etrian Mystery Dungeon 2,0.06m,3DS,31st Aug 17  ,Role-Playing
415, Battle Chasers: Nightwar,0.06m,PS4,03rd Oct 17  ,Role-Playing
416, Call of Cthulhu,0.05m,XOne,30th Oct 18  ,Role-Playing
417, Valkyria Revolution,0.05m,PSV,27th Jun 17  ,Role-Playing
418, Demon Gaze 2,0.05m,PSV,14th Nov 17  ,Role-Playing
419, New Tokyo Legacy: Operation Babel,0.05m,PSV,16th May 17  ,Role-Playing
420, Phantasy Star Online 2 Episode 4: Deluxe Package,0.05m,PS4,20th Apr 17  ,Role-Playing
421, Demon Gaze 2,0.05m,PS4,14th Nov 17  ,Role-Playing
422, Metal Max Xeno,0.05m,PS4,25th Sep 18  ,Role-Playing
423, I am Setsuna,0.05m,NS,03rd Mar 17  ,Role-Playing
424, Atelier Shallie Plus: Alchemists of the Dusk Sea,0.05m,PSV,17th Jan 17  ,Role-Playing
425, Battle Chasers: Nightwar,0.05m,NS,15th May 18  ,Role-Playing
426, Pillars of Eternity,0.05m,XOne,29th Aug 17  ,Role-Playing
427, God Wars: Future Past,0.05m,PSV,20th Jun 17  ,Role-Playing
428, Beyblade Burst: God,0.04m,3DS,23rd Nov 17  ,Role-Playing
429, Lost Sphear,0.04m,NS,23rd Jan 18  ,Role-Playing
430, Megadimension Neptunia VIIR,0.04m,PS4,08th May 18  ,Role-Playing
431, Dragon's Dogma: Dark Arisen,0.04m,XOne,03rd Oct 17  ,Role-Playing
432, Valkyria Revolution,0.04m,XOne,27th Jun 17  ,Role-Playing
433, Syberia III,0.04m,PC,25th Apr 17  ,Role-Playing
434, Elex,0.04m,XOne,17th Oct 17  ,Role-Playing
435, Battle Chasers: Nightwar,0.04m,XOne,03rd Oct 17  ,Role-Playing
436, Shadows Awakening,0.04m,XOne,04th Sep 18  ,Role-Playing
437, The Caligula Effect: Overdose,0.04m,PS4,12th Mar 19  ,Role-Playing
438, Digimon Story: Cyber Sleuth - Hacker's Memory,0.04m,PSV,19th Jan 18  ,Role-Playing
439, Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,0.04m,PSV,30th Mar 17  ,Role-Playing
440, Immortal Unchained,0.04m,PS4,07th Sep 18  ,Role-Playing
441, Valkyria Chronicles 4,0.04m,XOne,25th Sep 18  ,Role-Playing
442, Darkest Dungeon,0.04m,PS4,24th Apr 18  ,Role-Playing
443, Zanki Zero: Last Beginning,0.04m,PS4,09th Apr 19  ,Role-Playing
444, Secret of Mana,0.04m,PSV,15th Feb 18  ,Role-Playing
445, SaGa: Scarlet Grace,0.03m,PS4,03rd Dec 19  ,Role-Playing
446, South Park: The Stick of Truth,0.03m,PS4,13th Feb 18  ,Role-Playing
447, Immortal Unchained,0.03m,XOne,07th Sep 18  ,Role-Playing
448, Darkest Dungeon,0.03m,NS,24th Apr 18  ,Role-Playing
449, Utawarerumono: Chiriyukusha e no Komoriuta,0.03m,PS4,26th Apr 18  ,Role-Playing
450, World of Final Fantasy Maxima,0.03m,XOne,06th Nov 18  ,Role-Playing
451, Divinity: Original Sin II,0.03m,XOne,31st Aug 18  ,Role-Playing
452, Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,0.03m,NS,27th Mar 18  ,Role-Playing
453, Medabots Classics: Metabee Ver. / Rokusho Ver.,0.03m,3DS,21st Dec 17  ,Role-Playing
454, Death end re;Quest,0.03m,PS4,01st Dec 19  ,Role-Playing
455, Shining Resonance Refrain,0.03m,XOne,10th Jul 18  ,Role-Playing
456, The Lost Child,0.03m,NS,19th Jun 18  ,Role-Playing
457, AereA,0.03m,PS4,28th Jul 17  ,Role-Playing
458, The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-,0.03m,PS4,08th Mar 18  ,Role-Playing
459, Mary Skelter: Nightmares 2,0.03m,PS4,12th Jul 18  ,Role-Playing
460, Omega Labyrinth Z,0.02m,PS4,06th Jul 17  ,Role-Playing
461, Zanki Zero: Last Beginning,0.02m,PSV,05th Jul 18  ,Role-Playing
462, Lost Sphear,0.02m,PS4,23rd Jan 18  ,Role-Playing
463, Labyrinth of Refrain: Coven of Dusk,0.02m,NS,18th Sep 18  ,Role-Playing
464, Phantasy Star Online 2 Episode 4: Deluxe Package,0.02m,PSV,20th Apr 17  ,Role-Playing
466, The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,0.02m,PS4,19th Mar 19  ,Role-Playing
467, SaGa: Scarlet Grace,0.02m,NS,03rd Dec 19  ,Role-Playing
468, South Park: The Stick of Truth,0.02m,XOne,13th Feb 18  ,Role-Playing
469, Undertale,0.02m,NS,18th Sep 18  ,Role-Playing
470, Crystar,0.02m,PS4,27th Aug 19  ,Role-Playing
471, Touhou Genso Wanderer Reloaded,0.02m,NS,17th Jul 18  ,Role-Playing
472, Valthirian Arc: Hero School Story,0.02m,PS4,28th Sep 18  ,Role-Playing
473, Portal Knights,0.02m,XOne,23rd May 17  ,Role-Playing
474, Beyblade Burst: Battle Zero,0.02m,NS,25th Oct 18  ,Role-Playing
475, Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,0.02m,PS4,16th Nov 17  ,Role-Playing
476, Genkai Tokki: Castle Panzers,0.02m,PS4,28th Sep 17  ,Role-Playing
477, Metal Max Xeno,0.02m,PSV,19th Apr 18  ,Role-Playing
478, Utawarerumono: Chiriyukusha e no Komoriuta,0.02m,PSV,26th Apr 18  ,Role-Playing
479, Dragon Star Varnir,0.02m,PS4,11th Jun 19  ,Role-Playing
480, Touhou Genso Wanderer Reloaded,0.02m,PS4,17th Jul 18  ,Role-Playing
481, Torment: Tides of NumenÃ©ra,0.02m,PC,28th Feb 17  ,Role-Playing
482, Fallen Legion: Rise to Glory,0.02m,NS,29th May 18  ,Role-Playing
483, Tokyo Clanpool,0.02m,PSV,05th Oct 17  ,Role-Playing
484, Banner Saga Trilogy,0.01m,NS,21st Sep 18  ,Role-Playing
485, Torment: Tides of Numenera,0.01m,PS4,28th Feb 17  ,Role-Playing
486, Little Witch Academia: Chamber of Time,0.01m,PS4,30th Nov 17  ,Role-Playing
487, God Wars: Nihon Shinwa Taisen,0.01m,PS4,14th Jun 18  ,Role-Playing
488, Super Neptunia RPG,0.01m,PS4,31st Mar 19  ,Role-Playing
489, Atelier: The Alchemist of Arland 1-2-3 DX,0.01m,PS4,20th Sep 18  ,Role-Playing
490, Dragon's Dogma Online: Season 3,0.01m,PS4,17th Aug 17  ,Role-Playing
491, Moonlighter,0.01m,PS4,09th Nov 18  ,Role-Playing
492, The Lost Child,0.01m,PSV,24th Aug 17  ,Role-Playing
493, The Princess Guide,0.01m,PS4,15th Mar 19  ,Role-Playing
494, Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,0.01m,PSV,21st Dec 17  ,Role-Playing
495, Hyperdimension Neptunia Re;Birth1 Plus,0.01m,PS4,31st May 18  ,Role-Playing
496, Guild Wars 2 - Path of Fire,0.01m,PC,22nd Sep 17  ,Role-Playing
497, The Princess Guide,0.01m,NS,15th Mar 19  ,Role-Playing
498, Lapis x Labyrinth,0.01m,PS4,29th Nov 18  ,Role-Playing
499, Torment: Tides of Numenera,0.01m,XOne,28th Feb 17  ,Role-Playing
500, Lapis x Labyrinth,0.01m,NS,29th Nov 18  ,Role-Playing
501, Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,0.01m,3DS,11th Jan 19  ,Role-Playing
502, WORKxWORK,0.01m,NS,04th Oct 18  ,Role-Playing
503, Atelier: The Alchemist of Arland 1-2-3 DX,0.01m,NS,20th Sep 18  ,Role-Playing
504, Yuuna and the Haunted Hot Springs: Steam Dungeon,0.01m,PS4,15th Nov 18  ,Role-Playing
505, God Wars: Nihon Shinwa Taisen,0.01m,PSV,14th Jun 18  ,Role-Playing
506, Undertale,0.01m,PS4,15th Aug 17  ,Role-Playing
507, Your Four Knight Princesses Training Story,0.01m,PSV,08th Mar 18  ,Role-Playing
508, Undertale,0.01m,PSV,15th Aug 17  ,Role-Playing
509, Gran Turismo Sport,3.77m,PS4,17th Oct 17  ,Racing
510, Need for Speed: Payback,2.18m,PS4,10th Nov 17  ,Racing
511, Forza Horizon 4,1.84m,XOne,02nd Oct 18  ,Racing
512, Forza Motorsport 7,1.52m,XOne,03rd Oct 17  ,Racing
513, The Crew 2,0.82m,PS4,29th Jun 18  ,Racing
514, F1 2016,0.78m,PS4,01st Jan 17  ,Racing
515, Need for Speed: Payback,0.73m,XOne,10th Nov 17  ,Racing
516, WipEout Omega Collection,0.72m,PS4,06th Jun 17  ,Racing
517, F1 2017,0.62m,PS4,25th Aug 17  ,Racing
518, Project CARS 2,0.55m,PS4,22nd Sep 17  ,Racing
519, F1 2018,0.53m,PS4,24th Aug 18  ,Racing
520, DiRT 4,0.49m,PS4,06th Jun 17  ,Racing
521, Nintendo Labo: Toy-Con 03 Vehicle Kit,0.41m,NS,14th Sep 18  ,Racing
522, Burnout Paradise Remastered,0.37m,PS4,16th Mar 18  ,Racing
523, The Crew 2,0.33m,XOne,29th Jun 18  ,Racing
524, Cars 3: Driven to Win,0.32m,NS,13th Jun 17  ,Racing
525, Cars 3: Driven to Win,0.29m,PS4,13th Jun 17  ,Racing
526, DiRT 4,0.23m,XOne,06th Jun 17  ,Racing
527, Micro Machines: World Series,0.22m,PS4,30th Jun 17  ,Racing
528, Project CARS 2,0.20m,XOne,22nd Sep 17  ,Racing
529, F1 2017,0.19m,XOne,25th Aug 17  ,Racing
530, MXGP 3: The Official Motocross Videogame,0.17m,PS4,20th Jun 17  ,Racing
531, TT Isle of Man: Ride on the Edge,0.17m,PS4,06th Mar 18  ,Racing
532, F1 2018,0.17m,XOne,24th Aug 18  ,Racing
533, Ride 2,0.16m,PS4,14th Feb 17  ,Racing
534, Gear.Club Unlimited,0.15m,NS,21st Nov 17  ,Racing
535, MotoGP 17,0.14m,PS4,11th Jul 17  ,Racing
536, Nickelodeon Kart Racers,0.13m,NS,23rd Oct 18  ,Racing
537, NASCAR Heat 2,0.13m,PS4,12th Sep 17  ,Racing
538, NASCAR Heat 3,0.13m,PS4,07th Sep 18  ,Racing
539, MX vs ATV All Out,0.12m,PS4,27th Mar 18  ,Racing
540, NASCAR Heat 2,0.12m,XOne,12th Sep 17  ,Racing
541, Monster Energy Supercross - The Official Videogame,0.11m,PS4,13th Feb 18  ,Racing
542, Burnout Paradise Remastered,0.11m,XOne,16th Mar 18  ,Racing
543, Ridge Racer 2,0.10m,PSP,31st Dec 20  ,Racing
544, NASCAR Heat 3,0.10m,XOne,07th Sep 18  ,Racing
545, Nickelodeon Kart Racers,0.09m,XOne,23rd Oct 18  ,Racing
546, ATV Drift & Tricks,0.09m,PS4,07th Nov 17  ,Racing
547, Nickelodeon Kart Racers,0.09m,PS4,23rd Oct 18  ,Racing
548, MXGP 3: The Official Motocross Videogame,0.09m,XOne,20th Jun 17  ,Racing
549, MXGP 3: The Official Motocross Videogame,0.08m,NS,17th Nov 17  ,Racing
550, Monster Energy Supercross - The Official Videogame,0.08m,XOne,13th Feb 18  ,Racing
551, TT Isle of Man: Ride on the Edge,0.08m,XOne,06th Mar 18  ,Racing
552, Ride 2,0.08m,XOne,14th Feb 17  ,Racing
553, Spintires: MudRunner - American Wilds,0.08m,PS4,23rd Oct 18  ,Racing
554, Micro Machines: World Series,0.08m,XOne,30th Jun 17  ,Racing
555, Gravel,0.08m,PS4,27th Feb 18  ,Racing
556, MX vs ATV All Out,0.08m,XOne,27th Mar 18  ,Racing
557, Monster Jam: Crush It,0.08m,NS,31st Oct 17  ,Racing
558, WRC 6,0.08m,PS4,03rd Mar 17  ,Racing
559, Ride 3,0.07m,PS4,30th Nov 18  ,Racing
560, WRC 7,0.07m,PS4,03rd Oct 17  ,Racing
561, Spintires: MudRunner - American Wilds,0.07m,XOne,23rd Oct 18  ,Racing
562, MotoGP 17,0.06m,XOne,11th Jul 17  ,Racing
563, MX vs ATV Supercross Encore 2017 Track Edition,0.06m,XOne,04th Jan 17  ,Racing
564, MX vs ATV Supercross Encore 2017 Track Edition,0.06m,PS4,04th Jan 17  ,Racing
565, Spintires: MudRunner - American Wilds,0.06m,NS,23rd Oct 18  ,Racing
566, Baja: Edge of Control HD,0.05m,XOne,14th Sep 17  ,Racing
567, MXGP Pro,0.05m,PS4,10th Jul 18  ,Racing
568, Cars 3: Driven to Win,0.05m,XOne,13th Jun 17  ,Racing
569, Dakar 18,0.05m,PS4,25th Sep 18  ,Racing
570, Monster Jam: Crush It,0.05m,PS4,17th Jan 17  ,Racing
571, WRC 7,0.05m,XOne,03rd Oct 17  ,Racing
572, Gravel,0.05m,XOne,27th Feb 18  ,Racing
573, Onrush,0.05m,PS4,05th Jun 18  ,Racing
574, Road Rage,0.04m,XOne,14th Nov 17  ,Racing
575, Monster Jam: Crush It,0.04m,XOne,17th Jan 17  ,Racing
576, VR Karts,0.04m,PS4,28th Nov 17  ,Racing
577, Snow Moto Racing Freedom,0.03m,NS,27th Mar 18  ,Racing
578, WRC 6,0.03m,XOne,03rd Mar 17  ,Racing
579, Monster Energy Supercross - The Official Videogame,0.03m,NS,13th Feb 18  ,Racing
580, Onrush,0.03m,XOne,05th Jun 18  ,Racing
581, Aqua Moto Racing Utopia,0.03m,NS,27th Mar 18  ,Racing
582, Ride 3,0.03m,XOne,30th Nov 18  ,Racing
583, MXGP Pro,0.03m,XOne,10th Jul 18  ,Racing
584, All-Star Fruit Racing,0.03m,PS4,21st Aug 18  ,Racing
585, Road Rage,0.03m,PS4,14th Nov 17  ,Racing
586, Baja: Edge of Control HD,0.03m,PS4,14th Sep 17  ,Racing
587, Cars 3: Driven to Win,0.02m,WiiU,13th Jun 17  ,Racing
588, F1 2017,0.02m,PC,25th Aug 17  ,Racing
589, Redout,0.02m,PS4,29th Aug 17  ,Racing
590, Trailblazers,0.02m,PS4,08th May 18  ,Racing
591, Moto Racer 4,0.02m,XOne,24th Jan 17  ,Racing
592, ATV Drift & Tricks,0.02m,XOne,20th Nov 18  ,Racing
593, Need for Speed: Payback,0.02m,PC,10th Nov 17  ,Racing
594, Cars 3: Driven to Win,0.02m,X360,13th Jun 17  ,Racing
595, Gear Club Unlimited 2,0.02m,NS,04th Dec 18  ,Racing
596, Redout,0.02m,XOne,29th Aug 17  ,Racing
597, FlatOut 4: Total Insanity,0.02m,PS4,05th May 17  ,Racing
598, GRIP: Combat Racing,0.02m,NS,06th Nov 18  ,Racing
599, Dakar 18,0.02m,XOne,25th Sep 18  ,Racing
600, GRIP: Combat Racing,0.01m,PS4,06th Nov 18  ,Racing
601, Moto Racer 4,0.01m,NS,20th Nov 18  ,Racing
602, FlatOut 4: Total Insanity,0.01m,XOne,05th May 17  ,Racing
603, Turbo Trainz,0.01m,Wii,31st Dec 20  ,Racing
604, DiRT 4,0.01m,PC,06th Jun 17  ,Racing
605, All-Star Fruit Racing,0.01m,NS,21st Aug 18  ,Racing
606, Cars 3: Driven to Win,0.01m,PS3,13th Jun 17  ,Racing
607, F1 2018,0.01m,PC,24th Aug 18  ,Racing
608, ATV Renegades,0.01m,PS4,18th Apr 17  ,Racing
609, Trailblazers,0.01m,NS,15th Apr 18  ,Racing
610, V-Rally 4,0.01m,PS4,11th Sep 18  ,Racing
611, Moto Racer 4,0.01m,PS4,24th Jan 17  ,Racing
612, V-Rally 4,0.01m,XOne,11th Sep 18  ,Racing
613, ATV Drift & Tricks,0.01m,NS,22nd Nov 18  ,Racing
614, ATV Renegades,0.01m,XOne,18th Apr 17  ,Racing
615, Micro Machines: World Series,0.00m,PC,30th Jun 17  ,Racing
616, Crazy Taxi 3,0.00m,PC,31st Dec 20  ,Racing
617, MotoGP 18,0.00m,PC,31st Mar 18  ,Racing
618, Super Bomberman R,0.87m,NS,03rd Mar 17  ,Puzzle
619, Layton's Mystery Journey: Katrielle and the Millionaire's Conspiracy,0.55m,3DS,06th Oct 17  ,Puzzle
620, Tetris Effect,0.25m,PS4,09th Nov 18  ,Puzzle
621, Captain Toad: Treasure Tracker,0.19m,3DS,13th Jul 18  ,Puzzle
622, Bendy and the Ink Machine,0.18m,PS4,20th Nov 18  ,Puzzle
623, Bendy and the Ink Machine,0.17m,NS,20th Nov 18  ,Puzzle
624, Hamster Heroes,0.16m,Wii,31st Dec 20  ,Puzzle
625, Bendy and the Ink Machine,0.16m,XOne,20th Nov 18  ,Puzzle
626," Snipperclips Plus: Cut It Out, Together!",0.12m,NS,03rd Mar 17  ,Puzzle
627," Sumikko Gurashi: Koko, Dokonan Desu?",0.12m,3DS,20th Jul 17  ,Puzzle
628, Puyo Puyo Tetris,0.10m,PS4,25th Apr 17  ,Puzzle
629, Sushi Striker: The Way of Sushido,0.07m,NS,08th Jun 18  ,Puzzle
630, Super Bomberman R,0.06m,PS4,12th Jun 18  ,Puzzle
631, Sushi Striker: The Way of Sushido,0.04m,3DS,08th Jun 18  ,Puzzle
632, Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy DX,0.03m,NS,08th Nov 19  ,Puzzle
634, Super Bomberman R,0.03m,XOne,12th Jun 18  ,Puzzle
635," Soldam: Drop, Connect, Erase",0.02m,NS,10th Oct 17  ,Puzzle
636, Bridge Constructor Portal,0.02m,XOne,28th Aug 18  ,Puzzle
637, Tricky Towers,0.02m,PS4,17th Nov 17  ,Puzzle
638, The Inner World: The Last Wind Monk,0.02m,PS4,24th Oct 17  ,Puzzle
639, Lumo,0.02m,NS,21st Nov 17  ,Puzzle
640, BoxBoy! Hakobume Box,0.02m,3DS,02nd Feb 17  ,Puzzle
641, Gotouchi Tetsudou for Nintendo Switch!!,0.02m,NS,22nd Feb 18  ,Puzzle
642, The Inner World: The Last Wind Monk,0.02m,XOne,24th Oct 17  ,Puzzle
643, 12-Sai. Torokeru Puzzle Futari no Harmony,0.01m,3DS,26th Oct 17  ,Puzzle
644, The Mahjong,0.00m,NS,23rd Jun 18  ,Puzzle
646, Crash Bandicoot N. Sane Trilogy,4.83m,PS4,30th Jun 17  ,Platform
647, Spyro Reignited Trilogy,2.17m,PS4,13th Nov 18  ,Platform
648, Crash Bandicoot N. Sane Trilogy,1.11m,NS,29th Jun 18  ,Platform
649, LEGO City Undercover,0.75m,PS4,04th Apr 17  ,Platform
650, Sonic Forces,0.74m,NS,07th Nov 17  ,Platform
651, Astro Bot Rescue Mission,0.71m,PS4,02nd Oct 18  ,Platform
652, Rayman Legends,0.69m,NS,12th Sep 17  ,Platform
653, Spyro Reignited Trilogy,0.65m,XOne,13th Nov 18  ,Platform
654, Crash Bandicoot N. Sane Trilogy,0.65m,XOne,29th Jun 18  ,Platform
655, LEGO City Undercover,0.65m,NS,04th Apr 17  ,Platform
656, Sonic Forces,0.56m,PS4,07th Nov 17  ,Platform
657, Poochy & Yoshi's Woolly World,0.55m,3DS,03rd Feb 17  ,Platform
658, Knack 2,0.47m,PS4,05th Sep 17  ,Platform
659, Sonic Mania,0.47m,NS,15th Aug 17  ,Platform
660, Hey! Pikmin,0.44m,3DS,28th Jul 17  ,Platform
661, Little Nightmares,0.39m,PS4,28th Apr 17  ,Platform
662, Mega Man 11,0.36m,NS,02nd Oct 18  ,Platform
663, Sonic Mania,0.31m,PS4,15th Aug 17  ,Platform
664, LEGO City Undercover,0.30m,XOne,04th Apr 17  ,Platform
665, Yooka-Laylee,0.29m,PS4,01st Jan 18  ,Platform
666, Sonic Forces,0.29m,XOne,07th Nov 17  ,Platform
667, Mega Man Legacy Collection 1+2,0.25m,NS,22nd May 18  ,Platform
668, Skylanders Imaginators,0.23m,NS,03rd Mar 17  ,Platform
669, Super Lucky's Tale,0.22m,XOne,07th Nov 17  ,Platform
670, Mega Man 11,0.17m,PS4,02nd Oct 18  ,Platform
671, Little Nightmares,0.16m,XOne,28th Apr 17  ,Platform
672, Cave Story+,0.15m,NS,20th Jun 17  ,Platform
673, Mega Man X Legacy Collection 1+2,0.14m,PS4,24th Jul 18  ,Platform
674, Paw Patrol on a Roll,0.13m,NS,23rd Oct 18  ,Platform
675, Sonic Mania,0.13m,XOne,15th Aug 17  ,Platform
676, Shantae: Half-Genie Hero,0.12m,NS,08th May 18  ,Platform
677, Yooka-Laylee,0.10m,XOne,11th Apr 17  ,Platform
678, Poi,0.07m,NS,01st Feb 17  ,Platform
679, Paw Patrol on a Roll,0.07m,PS4,23rd Oct 18  ,Platform
680, Scribblenauts: Showdown,0.07m,NS,06th Mar 18  ,Platform
681, Mega Man 11,0.06m,XOne,02nd Oct 18  ,Platform
682, The End is Nigh,0.06m,NS,12th Dec 17  ,Platform
683, Owlboy,0.05m,NS,29th May 18  ,Platform
684, Little Nightmares,0.05m,NS,18th May 18  ,Platform
685, Bubsy: The Woolies Strike Back,0.05m,PS4,31st Oct 17  ,Platform
686, Scribblenauts: Showdown,0.05m,PS4,06th Mar 18  ,Platform
687, Toki Collector's Edition,0.05m,NS,22nd Nov 18  ,Platform
688, Wonder Boy: The Dragon's Trap (Remake),0.05m,NS,18th Apr 17  ,Platform
689, Owlboy,0.05m,PS4,29th May 18  ,Platform
690, Paw Patrol on a Roll,0.04m,XOne,23rd Oct 18  ,Platform
691, INSIDE / LIMBO Double Pack,0.04m,PS4,12th Sep 17  ,Platform
692, Mega Man X Legacy Collection 1+2,0.04m,XOne,24th Jul 18  ,Platform
693, Wonder Boy: The Dragon's Trap (Remake),0.04m,PS4,18th Apr 17  ,Platform
694, Scribblenauts: Showdown,0.04m,XOne,06th Mar 18  ,Platform
695, Salt and Sanctuary,0.03m,NS,11th Dec 18  ,Platform
696, Flashback,0.03m,NS,20th Nov 18  ,Platform
697, de Blob 2,0.03m,NS,28th Aug 18  ,Platform
698, Mega Man X Legacy Collection 1+2,0.03m,NS,24th Jul 18  ,Platform
699, INSIDE / LIMBO Double Pack,0.03m,XOne,12th Sep 17  ,Platform
700, Monster Boy and the Cursed Kingdom,0.03m,PS4,06th Nov 18  ,Platform
701, Rad Rodgers,0.02m,PS4,21st Feb 18  ,Platform
702, Flipping Death,0.02m,PS4,16th Oct 18  ,Platform
703, The Liar Princess and the Blind Prince,0.02m,PS4,30th Mar 19  ,Platform
704, The Liar Princess and the Blind Prince,0.02m,NS,30th Mar 19  ,Platform
705, Runner3,0.02m,NS,22nd May 18  ,Platform
706, SteamWorld Dig 2,0.02m,PS4,19th Jun 18  ,Platform
707, Rad Rodgers,0.02m,XOne,21st Feb 18  ,Platform
708, Runbow,0.02m,3DS,20th Jun 17  ,Platform
709, Mega Man X Legacy Collection 1,0.01m,PS4,26th Jul 18  ,Platform
710, Mega Man X Legacy Collection 1,0.01m,NS,26th Jul 18  ,Platform
711, Flashback,0.01m,PS4,20th Nov 18  ,Platform
712, Candle: The Power of the Flame,0.01m,NS,16th Oct 18  ,Platform
713, Mega Man X Legacy Collection 2,0.01m,NS,26th Jul 18  ,Platform
714, LocoRoco Remastered,0.01m,PS4,09th May 17  ,Platform
715, SteamWorld Dig 2,0.01m,NS,19th Jun 18  ,Platform
716, Giana Sisters: Twisted Dreams,0.01m,NS,25th Sep 18  ,Platform
717, The Liar Princess and the Blind Prince ,0.01m,PSV,31st May 18  ,Platform
718, Super Putty Squad,0.01m,NS,09th Nov 17  ,Platform
719, Mega Man X Legacy Collection 2,0.01m,PS4,26th Jul 18  ,Platform
720, Crash Bandicoot N. Sane Trilogy,0.00m,PC,29th Jun 18  ,Platform
721, Just Dance 2019,0.76m,NS,23rd Oct 18  ,Music
722, Just Dance 2018,0.76m,NS,24th Oct 17  ,Music
723, Just Dance 2018,0.39m,Wii,24th Oct 17  ,Music
724, Just Dance 2018,0.30m,PS4,24th Oct 17  ,Music
725, Just Dance 2017,0.29m,NS,03rd Mar 17  ,Music
726, Just Dance 2019,0.24m,Wii,23rd Oct 18  ,Music
727, SingStar Celebration,0.23m,PS4,24th Oct 17  ,Music
728, Just Dance 2018,0.21m,XOne,24th Oct 17  ,Music
729, Just Dance 2019,0.17m,PS4,23rd Oct 18  ,Music
730, Just Dance 2018,0.17m,WiiU,24th Oct 17  ,Music
