Name,Main story duration,Duration hrs
C-12: Final Resistance,6.5 Hours,6.5
Battlestrike: Shadow of Stalingrad,1 Hours,1.0
James Bond 007: Everything or Nothing,10 Hours,10.0
Battlefield V,6 Hours,6.0
Battlefield Vietnam,13.5 Hours,13.5
Call of Duty: Roads to Victory,4.5 Hours,4.5
Demon Attack,15 Mins,0.25
Portal 2,8.5 Hours,8.5
Portal 2: Sixense Perceptual Pack,--,
Portal 2: Peer Review,2.5 Hours,2.5
Portal 2: In Motion,2.5 Hours,2.5
Call of Duty 2,8.5 Hours,8.5
Tom Clancy's Ghost Recon,10.5 Hours,10.5
Tom Clancy's Ghost Recon: Future Soldier,10.5 Hours,10.5
Tom Clancy's Ghost Recon Advanced Warfighter 2,8.5 Hours,8.5
Tom Clancy's Ghost Recon Advanced Warfighter,8 Hours,8.0
Tom Clancy's Ghost Recon: Island Thunder,3.5 Hours,3.5
Tom Clancy's Ghost Recon: Desert Siege,4 Hours,4.0
Tom Clancy's Ghost Recon 2,9 Hours,9.0
Tom Clancy's Ghost Recon: Jungle Storm,13.5 Hours,13.5
Tom Clancy's Ghost Recon: Shadow Wars,25 Hours,25.0
Tom Clancy's Ghost Recon 2: Summit Strike,4.5 Hours,4.5
Tom Clancy's Ghost Recon: Future Soldier - Raven Strike DLC,2 Hours,2.0
Tom Clancy's Ghost Recon: Predator,4 Hours,4.0
Red Faction,6 Hours,6.0
Red Faction: Guerrilla - Re-Mars-tered,11 Hours,11.0
Red Faction: Armageddon,8 Hours,8.0
Red Faction: Guerrilla,13.5 Hours,13.5
Red Faction II,4.5 Hours,4.5
Red Faction: Armageddon - Path to War DLC,1.5 Hours,1.5
Red Faction: Guerrilla - Demons of the Badlands DLC,2 Hours,2.0
Red Faction: Battlegrounds,1.5 Hours,1.5
Turok 2: Seeds of Evil,10.5 Hours,10.5
Crackdown,10.5 Hours,10.5
Crackdown 3,7 Hours,7.0
Crackdown 2,7 Hours,7.0
Crackdown 2: Deluge Pack,1.5 Hours,1.5
SOCOM 3: U.S. Navy SEALs,7.5 Hours,7.5
Time Crisis,1.5 Hours,1.5
Time Crisis II,59 Mins,0.9833333333333333
Time Crisis: Crisis Zone,36 Mins,0.6
Time Crisis 3,1 Hours,1.0
Time Crisis 4,1 Hours,1.0
Time Crisis: Project Titan,1.5 Hours,1.5
Time Crisis: Razing Storm,1.5 Hours,1.5
Time Crisis 5,20 Mins,0.3333333333333333
Super Scope 6,2 Hours,2.0
Army of Two,6.5 Hours,6.5
Army of Two: The 40th Day,7.5 Hours,7.5
Army of Two: The Devil's Cartel,8 Hours,8.0
Army of Two: SSC Challenge Map Pack DLC,--,
Tom Clancy's Rainbow Six,12.5 Hours,12.5
Tom Clancy's Rainbow Six 3: Gold Edition,9 Hours,9.0
Tom Clancy's Rainbow Six 3: Athena Sword,4 Hours,4.0
Tom Clancy's Rainbow Six: Lockdown,8 Hours,8.0
Tom Clancy's Rainbow Six 3,7 Hours,7.0
Tom Clancy's Rainbow Six: Lone Wolf,1.5 Hours,1.5
Tom Clancy's Rainbow Six: Rogue Spear,13.5 Hours,13.5
Tom Clancy's Rainbow Six 3: Black Arrow,6 Hours,6.0
Tom Clancy's Rainbow Six 3: Iron Wrath,2.5 Hours,2.5
Tom Clancy's Rainbow Six 3: Raven Shield,11 Hours,11.0
Tom Clancy's Rainbow Six: Critical Hour,3.5 Hours,3.5
Tom Clancy's Rainbow Six: Covert Ops Essentials,--,
Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,3 Hours,3.0
Tom Clancy's Rainbow Six: Shadow Vanguard,2.5 Hours,2.5
Tom Clancy's Rainbow Six - Rogue Spear: Black Thorn,--,
The Order: 1886,7 Hours,7.0
Wolfenstein: The New Order,11.5 Hours,11.5
Rage,11 Hours,11.0
Rage (Mobile),47 Mins,0.7833333333333333
Forager,14 Hours,14.0
Rage 2,10.5 Hours,10.5
Fight'N Rage,2.5 Hours,2.5
Garage: Bad Trip,5.5 Hours,5.5
DEEEER Simulator: Your Average Everyday Deer Game,39 Mins,0.65
River Raid,23 Mins,0.38333333333333336
River Raid II,15 Mins,0.25
Far Cry 2,16.5 Hours,16.5
Conflict: Desert Storm,7 Hours,7.0
Conflict: Desert Storm II,7 Hours,7.0
007: The World Is Not Enough,5.5 Hours,5.5
Die Hard Trilogy,9 Hours,9.0
Resident Evil: The Umbrella Chronicles,7 Hours,7.0
Xevious,2.5 Hours,2.5
Super Xevious: GAMP no Nazo,54 Mins,0.9
Xevious 3D/G,--,
Dead Space 2,9 Hours,9.0
Dead Space 2: Severed DLC,1.5 Hours,1.5
Turok: Dinosaur Hunter,7.5 Hours,7.5
Resistance 3,8 Hours,8.0
Battlefield: Bad Company,7.5 Hours,7.5
Homefront,4 Hours,4.0
Homefront: The Revolution,11.5 Hours,11.5
Homefront: The Revolution - Aftermath DLC,51 Mins,0.85
Homefront: The Revolution - Beyond the Walls DLC,1 Hours,1.0
The House of the Dead 2 & 3 Return,4 Hours,4.0
Deus Ex: Human Revolution,21.5 Hours,21.5
Deus Ex: Human Revolution - Director's Cut,23 Hours,23.0
Deus Ex: Human Revolution - The Missing Link DLC,4.5 Hours,4.5
Duke Nukem: Time to Kill,7.5 Hours,7.5
Crysis 2,9 Hours,9.0
Wolfenstein II: The New Colossus,10.5 Hours,10.5
Gradius,1 Hours,1.0
Gradius V,9 Hours,9.0
Gradius II,57 Mins,0.95
Gradius Gaiden,1 Hours,1.0
Gradius III,1.5 Hours,1.5
Gradius Collection,5.5 Hours,5.5
Gradius IV,55 Mins,0.9166666666666666
Gradius: The Interstellar Assault,47 Mins,0.7833333333333333
Gradius III and IV,--,
Gradius Galaxies,1.5 Hours,1.5
Gradius ReBirth,41 Mins,0.6833333333333333
Nemesis 2,--,
Centipede,6.5 Hours,6.5
Centipede: Infestation,4 Hours,4.0
Centipede: Recharged,--,
Centipede & Millipede,--,
Dead to Rights,8 Hours,8.0
Dead to Rights: Retribution,8 Hours,8.0
Dead to Rights II,7 Hours,7.0
Dead to Rights: Reckoning,2 Hours,2.0
Doom 3,11 Hours,11.0
Hector: Badge of Carnage - Episode 3: Beyond Reasonable Doom,3 Hours,3.0
Doom 3: Resurrection of Evil,4 Hours,4.0
Doom 3: The Lost Mission,2 Hours,2.0
Doom 3: VR Edition,12 Hours,12.0
Marvel Ultimate Alliance 3: The Black Order - Shadow of Doom DLC,2.5 Hours,2.5
Lost Planet: Extreme Condition,8 Hours,8.0
Transformers,11.5 Hours,11.5
Transformers: Battlegrounds,6.5 Hours,6.5
Transformers: Rise of the Dark Spark,6.5 Hours,6.5
Transformers Decepticons,7 Hours,7.0
Transformers: Rise of the Dark Spark (3DS),--,
Beast Wars: Transformers,--,
Transformers Autobots,4 Hours,4.0
Atlantis,15 Mins,0.25
Indiana Jones and the Fate of Atlantis,8 Hours,8.0
Earth Atlantis,3.5 Hours,3.5
Assassin's Creed Odyssey - The Fate of Atlantis: Episode 1,7 Hours,7.0
Assassin's Creed Odyssey - The Fate of Atlantis: Episode 2,5 Hours,5.0
Assassin's Creed Odyssey - The Fate of Atlantis: Episode 3,5 Hours,5.0
Legends of Atlantis: Exodus,6.5 Hours,6.5
Atlantis: The Lost Empire,6 Hours,6.0
Curse of Atlantis: Thorgal's Quest,--,
Atlantis: The Lost Tales,7 Hours,7.0
Atlantis: Pearls of the Deep,--,
Atlantis III: The New World,4.5 Hours,4.5
Atlantis II,6 Hours,6.0
Eternal Journey: New Atlantis,3 Hours,3.0
Hogan's Alley,20 Mins,0.3333333333333333
Black,32 Mins,0.5333333333333333
Black Mesa,14.5 Hours,14.5
Pokémon Black and White,32.5 Hours,32.5
Black Book,23.5 Hours,23.5
Black The Fall,3 Hours,3.0
Penumbra: Black Plague,5 Hours,5.0
Ratchet: Deadlocked,8 Hours,8.0
TwinBee,44 Mins,0.7333333333333333
Pop'n TwinBee,1 Hours,1.0
Stinger,53 Mins,0.8833333333333333
Detana!! TwinBee,1 Hours,1.0
TwinBee 3: Poko Poko Daimaō,26 Mins,0.43333333333333335
TwinBee Yahho! Fushigi no Kuni de Daiabare!!,21 Mins,0.35
TwinBee RPG,--,
TwinBee Da!!,23 Mins,0.38333333333333336
Detana Twinbee Yahho!,--,
Resident Evil: Operation Raccoon City,6 Hours,6.0
Resident Evil: Operation Raccoon City - Echo Six Expansion Pack 1,1.5 Hours,1.5
Resident Evil: Operation Raccoon City - Echo Six Prologue Mission,40 Mins,0.6666666666666666
Gun,6.5 Hours,6.5
Enter the Gungeon,21.5 Hours,21.5
Shadow Tactics: Blades of the Shogun,24.5 Hours,24.5
Total War: Shogun 2,25.5 Hours,25.5
The Gunk,4.5 Hours,4.5
Mothergunship,4.5 Hours,4.5
Gunfire Reborn,16 Hours,16.0
Tower of Guns,3 Hours,3.0
Nongunz: Doppelganger Edition,--,
Nongunz,20 Hours,20.0
Necromunda: Hired Gun,9 Hours,9.0
Gunvolt Chronicles: Luminous Avenger iX 2,3.5 Hours,3.5
Jet Force Gemini,15.5 Hours,15.5
Sniper: Ghost Warrior,5 Hours,5.0
Sniper: Ghost Warrior 2,5 Hours,5.0
Sniper: Ghost Warrior 3,11.5 Hours,11.5
Sniper: Ghost Warrior - Second Strike,1.5 Hours,1.5
Sniper: Ghost Warrior 3 - The Escape of Lydia,--,
Sniper: Ghost Warrior 3 - The Sabotage,--,
Bad Boys: Miami Takedown,3.5 Hours,3.5
South Park,5.5 Hours,5.5
South Park: The Fractured But Whole - From Dusk till Casa Bonita,2 Hours,2.0
South Park: The Fractured But Whole - Bring The Crunch,2.5 Hours,2.5
South Park: Phone Destroyer,--,
South Park Let's Go Tower Defense Play!,4 Hours,4.0
South Park: Tenorman's Revenge,8.5 Hours,8.5
South Park Mega Millionaire,--,
Moon Patrol,17 Mins,0.2833333333333333
Counter-Strike: Condition Zero Deleted Scenes,6 Hours,6.0
Megamania,25 Mins,0.4166666666666667
Nerf N-Strike,2.5 Hours,2.5
Nerf N-Strike Elite,2.5 Hours,2.5
Star Wars: Bounty Hunter,7 Hours,7.0
Aliens versus Predator 2,9.5 Hours,9.5
Warhawk,2.5 Hours,2.5
Mercenaries 2: World in Flames,17 Hours,17.0
Resident Evil: The Darkside Chronicles,8 Hours,8.0
Cosmic Ark,--,
Defender,2 Hours,2.0
Aegis Defenders,9 Hours,9.0
Anomaly Defenders,9.5 Hours,9.5
Defender's Quest: Valley of the Forgotten,10 Hours,10.0
Defenders of Ardania,6 Hours,6.0
Robin Hood: Defender of the Crown,5 Hours,5.0
Defender II,1.5 Hours,1.5
Crystal Defenders,7 Hours,7.0
Defenders of the Last Colony,52 Mins,0.8666666666666667
Freedom Defender,--,
Brink of Consciousness: Dorian Gray Syndrome,3 Hours,3.0
Brink of Consciousness: The Lonely Hearts Murders,3 Hours,3.0
Brinko,--,
Dead Space 3,12.5 Hours,12.5
Dead Space 3: Awakened DLC,1.5 Hours,1.5
Bulletstorm,7.5 Hours,7.5
1942,2 Hours,2.0
Dogfight 1942,3 Hours,3.0
Attentat 1942,2.5 Hours,2.5
1942: Joint Strike,1.5 Hours,1.5
Axis & Allies 1942 Online,--,
1942: The Pacific Air War,15 Mins,0.25
War Birds: WW2 Air strike 1942,--,
Dogfight 1942 - Russia under Siege,40 Mins,0.6666666666666666
Dogfight 1942 - Fire over Africa,36 Mins,0.6
Real 1942,--,
Haze,6.5 Hours,6.5
Red Haze,--,
Vietcong: Purple Haze,9 Hours,9.0
All Haze Eve,--,
Hazen: The Dark Whispers,--,
Into the Haze,2.5 Hours,2.5
Saint Hazel's Horsepital,2 Hours,2.0
Hazel Sky,--,
Sniper Elite V2,7 Hours,7.0
Sniper Elite V2 Remastered,6.5 Hours,6.5
Sniper Elite V2: Assassinate The Fuhrer DLC,20 Mins,0.3333333333333333
Sniper Elite V2: St. Pierre DLC,24 Mins,0.4
Sniper Elite V2: The Landwehr Canal DLC,48 Mins,0.8
Sniper Elite V2: The Neudorf Outpost DLC,25 Mins,0.4166666666666667
Air-Sea Battle,5 Mins,0.08333333333333333
Star Soldier,34 Mins,0.5666666666666667
Super Star Soldier,1 Hours,1.0
Star Soldier: Vanishing Earth,37 Mins,0.6166666666666667
Star Parodier,2 Hours,2.0
Star Soldier R,49 Mins,0.8166666666666667
Lost Planet 2,10 Hours,10.0
Killzone,10 Hours,10.0
Killzone: Liberation,7.5 Hours,7.5
Crysis 3,6.5 Hours,6.5
SOCOM 4: U.S. Navy SEALs / Special Forces,8.5 Hours,8.5
Resistance: Retribution,10 Hours,10.0
Call of Juarez: Bound in Blood,7.5 Hours,7.5
Spec Ops: Ranger Elite,4 Hours,4.0
The House of the Dead: Overkill,4 Hours,4.0
Duke Nukem Forever,9 Hours,9.0
Duke Nukem Forever: The Doctor Who Cloned Me DLC,3 Hours,3.0
Duke Nukem Forever 2013 (Duke 3D),5.5 Hours,5.5
Stranglehold,6 Hours,6.0
Brute Force,7 Hours,7.0
The Maw: Brute Force,30 Mins,0.5
Yars' Revenge,37 Mins,0.6166666666666667
Galaxian,16 Mins,0.26666666666666666
Galaxian 3,--,
Ghost Squad,46 Mins,0.7666666666666667
Kane & Lynch: Dead Men,5.5 Hours,5.5
Coded Arms,6 Hours,6.0
Coded Arms: Contagion,11 Hours,11.0
Turok,8 Hours,8.0
Turok: Rage Wars (N64),10 Hours,10.0
Turok 3: Shadow of Oblivion,6 Hours,6.0
Turok: Escape from Lost Valley,--,
Turok: Battle of the Bionosaurs,2 Hours,2.0
Turok: Rage Wars (GBC),1 Hours,1.0
Unreal Championship,7 Hours,7.0
Unreal Championship 2: The Liandri Conflict,2.5 Hours,2.5
Berzerk,28 Mins,0.4666666666666667
Area 51,37 Mins,0.6166666666666667
BlackSite: Area 51,5.5 Hours,5.5
Area 51: Site 4,45 Mins,0.75
Hentai - Area 51,--,
Storm Area 51: Ayy LMAO Edition,--,
Crysis,10 Hours,10.0
Crysis Warhead,5 Hours,5.0
TimeSplitters 2,9.5 Hours,9.5
Metro Redux,17 Hours,17.0
Metro 2033 Redux,9 Hours,9.0
Metro: Last Light Redux,10 Hours,10.0
Return to Castle Wolfenstein: Tides of War,9.5 Hours,9.5
Contra: Legacy of War,1 Hours,1.0
Red Steel,8 Hours,8.0
Severed Steel,2.5 Hours,2.5
Red Steel 2,8 Hours,8.0
Shattered Steel,15 Hours,15.0
The Darkness,9 Hours,9.0
Atelier Ryza: Ever Darkness & the Secret Hideout,27 Hours,27.0
"Penny Arcade Adventures: Precipice of Darkness, Episode Three",8 Hours,8.0
"Penny Arcade Adventures: Precipice of Darkness, Episode Four",10 Hours,10.0
When The Darkness Comes,1 Hours,1.0
Darkness Within 2: The Dark Lineage,7 Hours,7.0
Ultima I: The First Age of Darkness,5.5 Hours,5.5
Castle in the Darkness,6.5 Hours,6.5
Gargoyle's Quest II,3 Hours,3.0
Blade: The Edge of Darkness,15.5 Hours,15.5
From the Darkness,40 Mins,0.6666666666666666
The Inner Darkness,34 Mins,0.5666666666666667
GoldenEye: Rogue Agent,7 Hours,7.0
The Walking Dead: Survival Instinct,5.5 Hours,5.5
Wolfenstein,9 Hours,9.0
Wolfenstein: The Old Blood,6 Hours,6.0
Wolfenstein: Youngblood,9 Hours,9.0
Return to Castle Wolfenstein,8 Hours,8.0
Wolfenstein 3D,7 Hours,7.0
Wolfenstein II: The Freedom Chronicles - Episode 1,1.5 Hours,1.5
Wolfenstein II: The Freedom Chronicles - Episode 2,1 Hours,1.0
Wolfenstein II: The Freedom Chronicles - Episode 3,1.5 Hours,1.5
Wolfenstein: Cyberpilot,1.5 Hours,1.5
Wolfenstein II: The Freedom Chronicles - Episode 0,41 Mins,0.6833333333333333
Wolfenstein RPG,3.5 Hours,3.5
Wolfenstein 3D: Spear of Destiny - Mission 2: Return to Danger,2.5 Hours,2.5
Wolfenstein 3D: Spear of Destiny - Mission 3 - Ultimate Challenge,2.5 Hours,2.5
Castle Wolfenstein,2 Hours,2.0
Return to Castle Wolfenstein: Operation Resurrection,7 Hours,7.0
Virtua Cop,46 Mins,0.7666666666666667
Virtua Cop 2,45 Mins,0.75
Virtua Cop 3,--,
Virtua Cop: Elite Edition,3 Hours,3.0
Wet,7 Hours,7.0
Leisure Suit Larry - Wet Dreams Don't Dry,9.5 Hours,9.5
Leisure Suit Larry - Wet Dreams Dry Twice,15 Hours,15.0
Wet Beach Pussies,--,
Wetlands,4 Hours,4.0
Meriwether: An American Epic,--,
Wet Girl,30 Mins,0.5
Wet Summer Days,2.5 Hours,2.5
Vanquish,6 Hours,6.0
Vanquish: The Adventures of Lady Exton,--,
Virtuous Vanquisher of Evil,1 Hours,1.0
Robotech: Battlecry,6.5 Hours,6.5
Duke Nukem: Total Meltdown,10 Hours,10.0
Kane & Lynch 2: Dog Days,4 Hours,4.0
Payday 2,24 Hours,24.0
Payday 2: The Bomb Heists,1.5 Hours,1.5
Payday 2: The Alesso Heist,32 Mins,0.5333333333333333
Payday 2: The Biker Heist,35 Mins,0.5833333333333334
Payday 2: Scarface Heist,39 Mins,0.65
Payday 2: Armored Transport,2 Hours,2.0
Payday 2: Hotline Miami,35 Mins,0.5833333333333334
Payday 2: The Diamond Heist,29 Mins,0.48333333333333334
Unreal Tournament 2004,14.5 Hours,14.5
Unreal Tournament 3,10.5 Hours,10.5
Unreal Tournament 2003,12.5 Hours,12.5
Thievery UT,--,
Contra: Shattered Soldier,2 Hours,2.0
Far Cry Instincts,12 Hours,12.0
Far Cry Instincts: Predator,15 Hours,15.0
Far Cry Instincts Evolution,7 Hours,7.0
Blood Wake,7 Hours,7.0
The Conduit,6 Hours,6.0
XIII,6.5 Hours,6.5
XIII Century: Gold Edition,--,
XIII Century: Blood of Europe,--,
XIII Century: Death or Glory,--,
XIII: Lost Identity,1.5 Hours,1.5
XIII: Covert Identity,1.5 Hours,1.5
"Warhammer 40,000: Space Marine",7.5 Hours,7.5
"Warhammer 40,000: Space Marine II",--,
Doom VFR,3 Hours,3.0
Sniper Elite 4,10 Hours,10.0
Sniper Elite 4 - Deathstorm Part 1: Inception,1 Hours,1.0
Sniper Elite 4 - Deathstorm Part 2: Infiltration,1 Hours,1.0
Sniper Elite 4 - Target: Fuhrer,34 Mins,0.5666666666666667
Spec Ops: The Line,6 Hours,6.0
F.E.A.R.,8 Hours,8.0
F.E.A.R. 2: Project Origin,7 Hours,7.0
F.E.A.R. 3,6 Hours,6.0
F.E.A.R. Perseus Mandate,5 Hours,5.0
F.E.A.R. 2: Reborn,1.5 Hours,1.5
F.E.A.R. Files,10 Hours,10.0
F.E.A.R.: Dead Phantom,2.5 Hours,2.5
Metro 2033,9.5 Hours,9.5
Greg Hastings' Tournament Paintball,--,
Unit 13,9 Hours,9.0
Conflict: Vietnam,8.5 Hours,8.5
Terminator Salvation,4 Hours,4.0
Terminator Salvation (Arcade),5 Hours,5.0
Freedom Fighters,8 Hours,8.0
The Punisher,--,
The Punisher: The Ultimate Payback,1 Hours,1.0
The Punisher: No Mercy,--,
Omega Boost,1.5 Hours,1.5
Chopper Command,15 Mins,0.25
Star Wars: The Clone Wars,5.5 Hours,5.5
Star Wars: Galactic Battlegrounds - Clone Campaigns,10 Hours,10.0
Men in Black II: Alien Escape,--,
Resident Evil: The Mercenaries 3D,5.5 Hours,5.5
Sniper: Art of Victory,2.5 Hours,2.5
Millipede,5 Mins,0.08333333333333333
Battleborn,8.5 Hours,8.5
Dark Sector,8.5 Hours,8.5
Alien Trilogy,7 Hours,7.0
Dead Space: Extraction,6 Hours,6.0
Doom 64,7 Hours,7.0
Doom 64: Absolution,1 Hours,1.0
Iridion 3D,2 Hours,2.0
Brothers in Arms: D-Day,8 Hours,8.0
Delta Force: Black Hawk Down,8 Hours,8.0
Delta Force: Black Hawk Down - Team Sabre,7.5 Hours,7.5
Enemy Territory: Quake Wars,9 Hours,9.0
Star Wars Jedi Knight: Jedi Academy,10 Hours,10.0
Phoenix,15 Mins,0.25
Phoenix Force,3.5 Hours,3.5
Mercenaries Wings: The False Phoenix,18 Hours,18.0
Firelight Fantasy: Phoenix Crew,--,
Empress of the Deep 3: Legacy of the Phoenix,--,
Marathon Phoenix,--,
Independence Day,4 Hours,4.0
Duke Nukem 64,7.5 Hours,7.5
Child of Eden,4 Hours,4.0
Resistance: Burning Skies,6 Hours,6.0
Metro: Last Light,10.5 Hours,10.5
Metro: Last Light - Faction Pack DLC,2.5 Hours,2.5
Metro: Last Light - Developer Pack DLC,54 Mins,0.9
Metro: Last Light - Chronicles Pack DLC,1.5 Hours,1.5
Metro: Last Light - Ranger Mode DLC,7.5 Hours,7.5
Metro: Last Light - Tower Pack DLC,1 Hours,1.0
Spec Ops: Covert Assault,10 Hours,10.0
TimeSplitters,1.5 Hours,1.5
TimeSplitters: Future Perfect,7 Hours,7.0
25 To Life,4 Hours,4.0
BloodRayne,7 Hours,7.0
BloodRayne 2,9 Hours,9.0
BloodRayne: Betrayal,4.5 Hours,4.5
BloodRayne Betrayal: Fresh Bites,--,
Quake II,8 Hours,8.0
Quake III Arena,5.5 Hours,5.5
Quake II: The Reckoning,5 Hours,5.0
Quake II: Ground Zero,6 Hours,6.0
Quake III: Team Arena,5 Hours,5.0
Quake III: Revolution,5 Hours,5.0
TimeShift,8 Hours,8.0
The Gunstringer,6 Hours,6.0
The House of the Dead III,48 Mins,0.8
Silent Scope,19 Mins,0.31666666666666665
Silent Scope 3,57 Mins,0.95
Silent Scope 2: Dark Silhouette,41 Mins,0.6833333333333333
Silent Scope EX,25 Mins,0.4166666666666667
Solaris,1 Hours,1.0
Tales of Solaris,--,
Firewall: Zero Hour,59 Mins,0.9833333333333333
Kileak: The DNA Imperative,6.5 Hours,6.5
Quake 4,8 Hours,8.0
Quake 64,2 Hours,2.0
Panzer Dragoon,1.5 Hours,1.5
Panzer Dragoon: Remake,1 Hours,1.0
Panzer Dragoon Orta,4 Hours,4.0
Panzer Dragoon II Zwei,1.5 Hours,1.5
Panzer Dragoon Mini,26 Mins,0.43333333333333335
Wanted: Weapons of Fate,5 Hours,5.0
Narc,5.5 Hours,5.5
Anarcute,6.5 Hours,6.5
Narcos: Rise of the Cartels,--,
Narcissu: 10th Anniversary Anthology Project,10.5 Hours,10.5
State of Anarchy,1.5 Hours,1.5
Regalia: Of Men and Monarchs - Royal Edition,30.5 Hours,30.5
Ruinarch,--,
Narcissu,2 Hours,2.0
Narcosis,3 Hours,3.0
Astronarch,3 Hours,3.0
Narcissu: Side 2nd,4 Hours,4.0
Regalia: Of Men and Monarchs,21.5 Hours,21.5
Stellar Monarch,--,
State of Anarchy: Master of Mayhem,--,
Narco Terror,3 Hours,3.0
NarcoGuerra,29 Mins,0.48333333333333334
Earth Defense Force 2025,16 Hours,16.0
Carnival,20 Mins,0.3333333333333333
Dark Arcana: The Carnival,2.5 Hours,2.5
Midnight Carnival,21 Mins,0.35
Summer Carnival '92: Recca,30 Mins,0.5
Yu-Gi-Oh! Zexal: World Duel Carnival,6 Hours,6.0
Party Carnival,--,
Sanrio Carnival,--,
Muppet Adventure: Chaos at the Carnival,--,
Mini Carnival,--,
Mystery Case Files: Fate's Carnival,--,
One Piece: Pirates' Carnival,54 Mins,0.9
Point Blank,46 Mins,0.7666666666666667
Point Blank 2,2 Hours,2.0
Point Blank 3,20 Mins,0.3333333333333333
Point Blank DS,3 Hours,3.0
The Shoot,2 Hours,2.0
JASEM: Just Another Shooter with Electronic Music,--,
Black Rock Shooter: The Game,10 Hours,10.0
Earth Defense Force 4.1: Wingdiver The Shooter,1 Hours,1.0
Rogue Shooter: The FPS Roguelike,3.5 Hours,3.5
Touhou Bunkachou: Shoot the Bullet,--,
Shoot The Zombirds,--,
Alien Shooter 2 - The Legend,--,
Space Adventure Cobra: The Shooting,--,
Don't Shoot the Puppy,--,
Robot Dinosaurs That Shoot Beams When They Roar,15 Mins,0.25
Steel Dragon EX,--,
The Shooting: Kagaku Ninja-Tai Gatchaman,--,
Battle Zombie Shooter: Survival of the Dead,--,
007 Legends,6.5 Hours,6.5
007 Legends: Skyfall DLC,25 Mins,0.4166666666666667
Deus Ex: Invisible War,9 Hours,9.0
Fracture,7 Hours,7.0
Fractured Minds,20 Mins,0.3333333333333333
The Ambassador: Fractured Timelines,4 Hours,4.0
Monstrata Fracture,--,
Fractured Soul,3.5 Hours,3.5
Fractured State,--,
Kith - Tales from the Fractured Plateaus,--,
Dark Fracture: Prologue,40 Mins,0.6666666666666666
Skellboy Refractured,7 Hours,7.0
Bubsy in Fractured Furry Tales,--,
Victor Vran: Fractured Worlds,6 Hours,6.0
Fracture the Flag,--,
Exodus Wars: Fractured Empire,--,
Parodius,--,
Gokujou Parodius Da! Deluxe Pack,51 Mins,0.85
Gokujou Parodius,1 Hours,1.0
Jikkyo Oshaberi Parodius,52 Mins,0.8666666666666667
Sexy Parodius,39 Mins,0.65
Fantastic Parodius - Pursue the Glory of the Past,45 Mins,0.75
SWAT: Global Strike Team,6 Hours,6.0
Darkwatch,6 Hours,6.0
Prey,7.5 Hours,7.5
Prey: Typhon Hunter,1 Hours,1.0
Wings of Prey,8 Hours,8.0
Man of Prey,21.5 Hours,21.5
Prey with Gun,--,
Birds of Prey,--,
Singularity,7 Hours,7.0
Ashes of the Singularity: Escalation,16 Hours,16.0
Cell to Singularity - Evolution Never Ends,10.5 Hours,10.5
Ashes of the Singularity,11 Hours,11.0
Rogue Singularity,--,
Singularity 5,--,
BIT RAT: Singularity,--,
Singularity Roller,--,
Einhander,2.5 Hours,2.5
Contra 4,45 Mins,0.75
Starhawk,5 Hours,5.0
StarHawk,1 Hours,1.0
Call of Juarez: The Cartel,7 Hours,7.0
WinBack: Covert Operations,15 Hours,15.0
Forsaken,9 Hours,9.0
Turning Point: Fall of Liberty,4.5 Hours,4.5
Psi-Ops: The Mindgate Conspiracy,13 Hours,13.0
Hot Shots Golf: World Invitational,12.5 Hours,12.5
Deathsmiles,49 Mins,0.8166666666666667
Deathsmiles IIX,1 Hours,1.0
Deathsmiles I & II,39 Mins,0.65
Battle Tanks: Legends of World War II,--,
Mister Mosquito,3 Hours,3.0
Bravo Team,2.5 Hours,2.5
Beamrider,--,
The Club,4.5 Hours,4.5
The Red Strings Club,4 Hours,4.0
Famicom Detective Club: The Girl Who Stands Behind,6 Hours,6.0
Famicom Detective Club: The Missing Heir,7 Hours,7.0
The Blackout Club,5 Hours,5.0
The Golf Club 2019 featuring PGA TOUR,30 Hours,30.0
The Golf Club,10 Hours,10.0
The Golf Club VR,--,
"3 out of 10: Season Two, EP 3: ""Welcome to the Club""",23 Mins,0.38333333333333336
The Fishing Club 3D,--,
The Golf Club 2,122 Hours,122.0
Clubby The Seal,--,
The Yuri Club,4.5 Hours,4.5
The Chess Variants Club,--,
Chook & Sosig: Hit the Club,--,
Snark Busters: Welcome to the Club,3 Hours,3.0
Killing Floor 2,14 Hours,14.0
Reign of Fire,6 Hours,6.0
The Bureau: XCOM Declassified,10.5 Hours,10.5
The Bureau: XCOM Declassified - Hangar 6 R&D DLC,3 Hours,3.0
The Bureau: XCOM Declassified - Code Breakers,26 Mins,0.43333333333333335
Final Doom,13 Hours,13.0
Section 8,3 Hours,3.0
Section 8: Prejudice,4 Hours,4.0
The House of the Dead 2,1 Hours,1.0
NPPL: Championship Paintball 2009,--,
Armorines: Project S.W.A.R.M.,--,
Duke Nukem: Zero Hour,5 Hours,5.0
Legendary,5 Hours,5.0
Evoland: Legendary Edition,20.5 Hours,20.5
Blood Bowl,3.5 Hours,3.5
Fallen Enchantress: Legendary Heroes,14 Hours,14.0
Legendary Wings,1 Hours,1.0
Nelke & The Legendary Alchemists: Ateliers of the New World,29.5 Hours,29.5
The Legendary Axe,50 Mins,0.8333333333333334
Legendary Eleven,--,
The Space Adventure,12.5 Hours,12.5
